tar,Coke_1030(c),Coke_1030(s),Coke_1030(humidity),Coke_1030(s112),Coke_1030(s112_315),Coke_1030(s315),Coke_Fine(c),Coke_Fine(s),Coke_Fine(humidity),Coke_Fine(s05),Coke_Fine(s05_335),Coke_Fine(s335),dolomite(cao),dolomite(mgo),dolomite(s0_95),dolomite(s95_385),dolomite(s385_1000),lime(cao),lime(mgo),lime(s0_95),lime(s95_508),dri(fe_metal),dri(fe_total),dri(md),dri(c),dri(cao),dri(sio2),dri(mgo),dri(al2o3),dri(p),dri(mno),dri(gunge),dri(feo),dri(feo_c)
14030622,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.79,1.2,2.29,54.86,80.9,86.87,93.13,2.03,0.0,0.0,0.0,0.0,0.0,0.0,9.39,7.68,3.79
14030623,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.83,1.2,3.0,63.67,81.25,87.65,92.7,1.8,0.0,0.0,0.0,0.0,0.0,0.0,8.72,8.23,4.59
14030624,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.77,1.2,3.0,63.67,80.6,86.85,92.8,1.95,0.45,2.64,0.56,0.48,0.04,0.02,9.41,8.04,4.13
14030625,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.77,1.2,2.33,64.33,80.8,86.75,93.15,1.65,0.48,2.72,0.5,0.5,0.04,0.02,9.9,7.65,4.63
14030626,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,57.7,32.6,2.0,98.0,0.0,91.6,1.2,3.5,96.5,80.0,86.55,92.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,8.43,4.21
14030627,82.1,1.0,0.0,2.5,97.0,0.5,82.1,1.0,0.0,2.0,97.0,1.0,56.8,32.0,2.0,98.0,0.0,91.37,1.2,4.0,96.0,77.63,86.1,90.15,1.68,0.44,2.51,0.53,0.46,0.05,0.02,9.79,10.89,6.5
14030628,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.9,34.1,4.0,96.0,0.0,91.45,1.2,3.0,72.0,78.5,86.2,91.1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,9.79,9.91,5.5
14030629,83.51,0.93,0.0,2.71,96.71,0.57,83.51,0.93,0.0,2.0,97.0,1.0,56.45,32.25,3.5,96.5,0.0,91.18,1.2,1.4,38.6,78.5,86.3,91.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,9.86,10.04,6.27
14030630,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.35,34.05,3.5,96.5,0.0,90.9,1.2,4.0,96.0,79.7,86.65,91.95,1.95,0.0,0.0,0.0,0.0,0.0,0.0,9.41,8.94,4.61
14030631,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.2,32.5,3.5,96.5,0.0,91.7,1.2,3.5,96.5,80.07,86.43,92.63,1.9,0.32,1.52,0.23,0.3,0.04,0.01,9.84,8.19,4.35
14030701,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.85,32.35,4.0,96.0,0.0,91.63,1.2,4.0,96.0,80.8,86.93,92.93,1.93,0.3,1.59,0.34,0.3,0.03,0.01,9.38,7.89,4.09
14030702,83.29,0.98,0.0,2.75,97.0,0.25,83.29,0.98,0.0,2.0,97.0,1.0,55.67,32.47,4.67,95.33,0.0,91.83,1.2,3.67,96.33,79.15,86.65,91.35,1.6,0.0,0.0,0.0,0.0,0.0,0.0,9.6,9.65,6.26
14030703,81.1,0.9,0.0,2.5,97.0,0.5,81.1,0.9,0.0,2.0,97.0,1.0,55.37,32.9,3.0,97.0,0.0,91.5,1.2,4.33,95.67,79.2,86.45,91.65,1.9,0.46,2.25,0.42,0.44,0.06,0.02,9.57,9.33,4.91
14030704,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,58.0,32.75,3.0,97.0,0.0,91.4,1.2,4.33,95.67,80.83,86.73,93.2,1.97,0.31,1.64,0.31,0.31,0.03,0.01,9.61,7.59,3.85
14030705,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.05,32.7,1.75,48.25,0.0,91.38,1.2,2.2,57.8,78.6,86.6,90.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,9.21,10.29,5.42
14030706,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,50.6,36.3,3.0,97.0,0.0,91.5,1.2,4.0,96.0,79.6,86.45,92.1,2.15,0.0,0.0,0.0,0.0,0.0,0.0,9.44,8.81,4.12
14030707,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,57.37,32.87,2.0,97.67,0.33,91.53,1.2,4.33,95.67,80.13,86.6,92.53,2.03,0.31,1.59,0.32,0.31,0.03,0.02,9.51,8.32,4.08
14030708,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,57.6,32.73,3.0,97.0,0.0,91.32,1.2,4.0,96.0,79.9,86.37,92.5,2.2,0.31,1.61,0.34,0.31,0.03,0.01,9.58,8.32,3.78
14030709,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.37,32.93,3.33,96.67,0.0,92.65,1.1,3.75,96.25,80.1,86.35,92.8,2.1,0.48,2.56,0.42,0.48,0.05,0.02,9.76,8.04,3.84
14030710,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.6,34.5,3.33,96.67,0.0,92.58,1.3,3.5,96.5,80.7,86.5,93.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,9.74,7.46,3.55
14030711,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.53,86.5,93.1,1.87,0.3,1.48,0.32,0.3,0.03,0.01,9.92,7.68,4.13
14030712,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.4,33.1,2.5,97.5,0.0,92.53,1.73,3.67,96.33,80.17,86.0,93.2,1.87,0.3,1.67,0.36,0.32,0.03,0.01,10.46,7.5,4.03
14030713,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.35,32.8,3.0,97.0,0.0,92.1,1.2,4.5,95.5,80.5,86.4,93.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91,7.59,3.8
14030714,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.73,34.3,3.0,97.0,0.0,92.52,1.2,7.4,72.6,81.0,86.4,93.7,1.9,0.92,5.06,0.97,0.96,0.1,0.04,10.15,6.95,3.66
14030715,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.8,34.5,3.33,96.67,0.0,91.92,1.2,9.6,70.4,80.2,86.8,92.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,9.21,8.49,4.04
14030716,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.13,34.1,3.67,96.33,0.0,91.92,1.2,3.6,76.4,79.7,86.47,92.17,2.0,0.32,1.54,0.25,0.3,0.03,0.01,9.59,8.71,4.35
14030717,81.65,0.95,0.0,2.5,97.0,0.5,81.65,0.95,0.0,2.0,97.0,1.0,55.6,34.05,3.0,97.0,0.0,91.62,1.2,4.0,96.0,80.53,86.68,92.88,1.98,0.24,1.27,0.25,0.24,0.02,0.01,9.59,7.91,4.02
14030718,83.47,0.97,0.0,2.33,97.0,0.67,83.47,0.97,0.0,2.0,97.0,1.0,55.3,34.1,3.0,97.0,0.0,91.6,1.2,4.25,95.75,78.1,86.23,90.53,1.87,0.32,1.72,0.28,0.32,0.03,0.01,9.57,10.46,5.63
14030719,82.7,1.1,0.0,2.67,97.33,0.0,82.7,1.1,0.0,2.0,97.0,1.0,54.4,34.25,3.0,97.0,0.0,92.48,1.3,3.0,72.0,79.53,85.7,92.8,2.07,0.33,1.73,0.26,0.32,0.03,0.01,10.47,7.93,3.84
14030720,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.2,34.9,2.0,98.0,0.0,92.1,1.2,4.0,96.0,80.57,86.3,93.33,1.93,0.0,0.0,0.0,0.0,0.0,0.0,10.12,7.38,3.83
14030721,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.65,32.45,3.5,96.5,0.0,92.4,1.2,3.0,77.0,80.73,86.57,93.3,2.0,0.32,1.67,0.22,0.31,0.04,0.01,9.76,7.5,3.75
14030722,83.54,1.08,0.0,2.6,97.2,0.2,83.54,1.08,0.0,2.0,97.0,1.0,54.93,34.2,3.67,96.33,0.0,92.18,1.28,3.4,76.6,79.75,85.95,92.8,2.0,0.48,2.79,0.4,0.5,0.05,0.02,10.27,7.98,3.99
14030723,83.35,1.15,0.0,2.5,97.5,0.0,83.35,1.15,0.0,2.0,97.0,1.0,54.7,34.33,3.0,97.0,0.0,92.16,1.28,3.4,76.6,79.4,85.37,93.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.92,7.68,3.85
14030724,82.63,1.17,0.0,2.33,97.67,0.0,82.63,1.17,0.0,2.0,97.0,1.0,54.93,33.93,3.67,96.33,0.0,92.03,1.2,3.5,79.83,80.43,85.97,93.6,2.1,0.32,1.67,0.26,0.31,0.04,0.01,10.35,7.12,3.44
14030725,82.0,1.0,0.0,2.33,97.67,0.0,82.0,1.0,0.0,2.0,97.0,1.0,55.27,33.67,3.0,97.0,0.0,91.92,1.2,4.0,96.0,80.03,86.53,92.47,1.83,0.32,1.76,0.27,0.32,0.03,0.01,9.77,8.36,4.56
14030726,83.4,1.0,0.0,2.29,97.57,0.14,83.4,1.0,0.0,2.0,97.0,1.0,55.2,34.0,4.0,96.0,0.0,91.68,1.2,5.25,94.75,80.5,86.6,92.95,1.75,0.0,0.0,0.0,0.0,0.0,0.0,9.9,7.85,4.48
14030727,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.4,33.85,2.0,98.0,0.0,91.4,1.2,3.5,96.5,80.83,87.1,92.8,2.03,0.0,0.0,0.0,0.0,0.0,0.0,9.07,8.06,3.98
14030728,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.4,32.97,2.33,97.67,0.0,92.02,1.8,5.25,94.75,79.97,86.43,92.53,1.9,0.32,1.87,0.23,0.33,0.03,0.01,9.81,8.32,4.38
14030729,82.42,1.01,0.0,2.22,97.44,0.33,82.42,1.01,0.0,2.0,97.0,1.0,54.87,33.63,3.33,96.67,0.0,91.92,1.2,3.17,80.17,79.5,85.9,92.55,1.75,0.0,0.0,0.0,0.0,0.0,0.0,10.52,8.23,4.72
14030730,82.0,1.03,0.0,2.0,97.67,0.33,82.0,1.03,0.0,2.0,97.0,1.0,54.9,33.55,3.5,96.5,0.0,91.94,1.2,3.0,77.0,78.6,86.3,91.05,1.9,0.46,2.4,0.5,0.46,0.04,0.02,9.59,9.91,5.29
14030801,82.45,1.1,0.0,2.0,97.5,0.5,82.45,1.1,0.0,2.0,97.0,1.0,55.4,33.7,4.0,96.0,0.0,91.78,1.2,3.6,76.4,79.77,86.23,92.5,1.77,0.31,1.74,0.32,0.32,0.03,0.01,10.15,8.32,4.78
14030802,81.9,1.0,0.0,2.0,98.0,0.0,81.9,1.0,0.0,2.0,97.0,1.0,54.45,34.05,3.5,96.5,0.0,91.82,1.2,3.6,76.4,82.2,87.7,93.7,1.7,0.93,4.87,0.84,0.93,0.1,0.04,9.02,7.08,4.16
14030803,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.55,86.6,93.0,1.82,0.24,1.26,0.2,0.24,0.03,0.01,9.84,7.78,4.28
14030804,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.53,86.3,93.3,1.63,0.0,0.0,0.0,0.0,0.0,0.0,10.41,7.42,4.58
14030805,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.1,33.5,3.0,97.0,0.0,91.3,1.2,4.75,95.25,79.55,86.0,92.5,1.6,0.48,2.62,0.32,0.48,0.05,0.02,10.55,8.3,5.2
14030806,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.15,33.75,2.5,97.5,0.0,90.47,1.2,4.33,95.67,80.6,86.9,92.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,9.4,8.1,4.27
14030807,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.4,33.3,4.0,96.0,0.0,91.48,1.44,3.2,76.8,79.63,86.77,91.77,1.47,0.32,1.81,0.23,0.33,0.04,0.01,9.72,9.18,6.35
14030808,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.7,34.25,3.0,97.0,0.0,90.77,1.13,3.0,80.33,79.92,86.44,92.44,1.78,0.2,0.86,0.12,0.17,0.02,0.01,9.91,8.39,4.84
14030809,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.3,34.1,3.0,97.0,0.0,91.64,1.28,3.2,76.8,80.03,86.63,92.37,1.87,0.0,0.0,0.0,0.0,0.0,0.0,9.61,8.49,4.54
14030810,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.6,34.0,3.0,97.0,0.0,91.3,1.36,3.0,77.0,78.93,86.27,91.47,1.93,0.32,1.79,0.28,0.33,0.03,0.01,9.7,9.43,4.89
14030811,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.9,33.8,0.0,0.0,0.0,91.33,1.22,3.86,84.26,80.7,86.4,93.4,1.9,0.0,0.0,0.0,0.0,0.0,0.0,10.07,7.33,3.87
14030812,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.85,33.95,1.5,48.5,0.0,91.7,1.2,2.5,97.5,79.35,86.2,92.05,1.8,0.48,2.35,0.44,0.46,0.05,0.02,10.04,8.81,4.89
14030813,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.6,33.98,2.0,73.0,0.0,92.0,1.4,4.0,96.0,79.17,86.5,91.53,2.0,0.32,1.68,0.28,0.32,0.03,0.01,9.4,9.43,4.74
14030814,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.65,33.75,2.5,97.5,0.0,91.75,1.2,4.0,96.0,79.9,86.63,92.23,2.17,0.0,0.0,0.0,0.0,0.0,0.0,9.27,8.66,4.1
14030815,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.6,38.2,3.0,97.0,0.0,91.6,1.33,4.0,96.0,80.83,87.67,92.2,1.87,0.32,1.68,0.26,0.31,0.03,0.01,8.51,8.79,4.75
14030816,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.4,35.15,1.0,49.0,0.0,91.97,1.2,4.33,95.67,79.42,85.92,92.44,1.7,0.19,1.03,0.16,0.19,0.02,0.01,10.52,8.36,4.93
14030817,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.8,34.47,2.0,64.67,0.0,91.7,1.2,4.67,95.33,78.82,85.52,92.18,1.85,0.24,1.31,0.21,0.24,0.02,0.01,10.71,8.62,4.72
14030818,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.2,34.1,5.0,95.0,0.0,91.1,1.2,4.0,96.0,79.12,86.25,91.72,1.9,0.0,0.0,0.0,0.0,0.0,0.0,9.81,9.17,4.84
14030819,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.2,34.0,3.0,97.0,0.0,92.37,1.07,2.67,97.33,80.0,86.16,92.86,1.78,0.0,0.0,0.0,0.0,0.0,0.0,10.3,7.92,4.44
14030820,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.95,34.0,3.5,96.5,0.0,91.8,1.2,3.0,97.0,79.8,86.5,92.25,1.9,0.49,2.64,0.42,0.48,0.05,0.02,9.68,8.62,4.54
14030821,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.15,34.15,2.5,97.5,0.0,91.7,0.8,4.5,95.5,76.73,85.47,89.8,1.87,0.31,1.66,0.3,0.31,0.03,0.01,10.16,11.24,6.02
14030822,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.5,33.9,2.0,98.0,0.0,91.7,0.93,4.0,96.0,80.67,87.4,92.27,1.5,0.0,0.0,0.0,0.0,0.0,0.0,9.17,8.66,5.8
14030823,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.92,36.25,3.25,96.75,0.0,91.95,1.0,4.0,96.0,79.49,86.54,91.84,1.83,0.13,0.74,0.12,0.14,0.02,0.01,9.61,9.08,4.99
14030824,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,53.35,35.7,3.5,96.5,0.0,91.73,1.2,3.67,96.33,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030825,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.6,33.6,4.0,96.0,0.0,91.9,1.2,5.0,95.0,79.55,86.25,92.22,1.88,0.0,0.0,0.0,0.0,0.0,0.0,9.96,8.62,4.69
14030826,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.9,33.6,2.0,48.0,0.0,92.25,1.2,4.5,95.5,81.6,87.57,93.17,1.87,0.29,1.55,0.32,0.31,0.03,0.01,8.86,7.68,4.22
14030827,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.05,33.5,3.5,96.5,0.0,91.47,1.2,4.33,95.67,80.5,87.43,92.1,1.92,0.22,1.14,0.23,0.22,0.03,0.01,8.67,8.91,4.77
14030828,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,34.43,3.0,97.0,0.0,91.15,1.2,3.5,96.5,81.03,86.85,93.28,2.0,0.24,1.24,0.21,0.24,0.03,0.01,9.48,7.49,3.8
14030829,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.05,34.3,2.0,98.0,0.0,90.6,1.8,3.5,96.5,81.05,86.5,93.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,7.01,3.52
14030830,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.9,34.35,2.5,97.5,0.0,91.05,1.0,4.25,95.75,80.55,87.0,92.58,1.8,0.22,1.19,0.25,0.24,0.02,0.01,9.35,8.3,4.72
14030901,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,53.7,35.55,3.5,96.5,0.0,91.13,0.93,4.0,96.0,80.14,87.0,92.14,1.82,0.19,1.01,0.19,0.19,0.02,0.01,9.21,8.83,4.88
14030902,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.8,34.1,2.5,97.5,0.0,91.45,1.2,4.5,95.5,80.5,86.87,92.67,1.83,0.0,0.0,0.0,0.0,0.0,0.0,9.48,8.19,4.52
14030903,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.35,35.45,3.5,96.5,0.0,91.33,1.2,3.67,79.67,79.17,86.43,91.6,1.97,0.31,1.69,0.25,0.32,0.03,0.01,9.52,9.35,4.86
14030904,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.57,35.3,3.0,97.0,0.0,91.1,1.2,4.2,95.8,79.57,86.17,92.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,8.49,4.31
14030905,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.35,34.8,3.5,96.5,0.0,90.52,1.2,4.4,95.6,80.07,86.43,92.63,1.97,0.0,0.0,0.0,0.0,0.0,0.0,9.78,8.19,4.21
14030906,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.1,34.75,2.5,97.5,0.0,90.86,1.2,4.2,95.8,80.3,86.8,92.5,1.75,0.48,2.49,0.43,0.47,0.04,0.02,9.59,8.36,4.77
14030907,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.4,34.35,2.0,98.0,0.0,91.08,1.04,4.0,96.0,81.4,87.27,93.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,7.55,3.86
14030908,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.8,33.8,2.5,97.5,0.0,90.52,0.9,4.0,96.0,80.2,87.17,92.0,2.17,0.32,1.59,0.31,0.29,0.03,0.01,8.67,8.96,4.12
14030909,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.1,34.3,2.0,98.0,0.0,90.2,0.8,3.0,97.0,80.62,87.1,92.55,1.98,0.0,0.0,0.0,0.0,0.0,0.0,9.07,8.33,4.21
14030910,81.69,1.22,0.13,2.14,96.18,1.68,75.95,1.4,0.0,2.5,96.5,1.0,55.63,33.27,2.33,64.33,0.0,90.8,1.2,2.75,72.25,78.63,86.47,90.9,1.83,0.31,1.66,0.3,0.3,0.03,0.01,9.46,10.08,5.59
14030911,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.55,34.75,3.5,96.5,0.0,90.78,1.2,4.2,95.8,81.23,87.37,93.0,2.03,0.31,1.6,0.3,0.3,0.03,0.02,8.84,7.89,3.89
14030912,81.69,1.22,0.13,2.14,96.18,1.68,82.4,0.9,0.0,3.0,96.0,1.0,54.55,34.95,4.0,96.0,0.0,90.94,1.2,4.0,96.0,80.1,86.3,92.8,1.9,0.92,4.49,0.81,0.87,0.11,0.04,10.02,7.98,4.2
14030913,81.69,1.22,0.13,2.14,96.18,1.68,81.3,0.9,0.0,1.0,99.0,0.0,54.2,34.75,2.0,48.0,0.0,90.88,1.12,3.8,96.2,78.82,86.52,91.1,2.18,0.21,0.89,0.16,0.17,0.01,0.01,9.09,9.91,4.59
14030914,84.5,0.9,0.0,3.0,95.0,2.0,84.5,0.9,0.0,2.0,97.0,1.0,55.1,34.35,3.5,96.5,0.0,90.78,1.2,4.0,96.0,79.83,86.1,92.7,2.03,0.31,1.58,0.32,0.3,0.03,0.02,10.07,8.06,4.01
14030915,84.9,0.9,0.0,1.0,97.0,2.0,84.9,0.9,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.27,87.1,92.13,1.87,0.3,1.58,0.3,0.3,0.03,0.01,9.08,8.79,4.83
