tar,Coke_1030(c),Coke_1030(s),Coke_1030(humidity),Coke_1030(s112),Coke_1030(s112_315),Coke_1030(s315),Coke_Fine(c),Coke_Fine(s),Coke_Fine(humidity),Coke_Fine(s05),Coke_Fine(s05_335),Coke_Fine(s335),dolomite(cao),dolomite(mgo),dolomite(s0_95),dolomite(s95_385),dolomite(s385_1000),lime(cao),lime(mgo),lime(s0_95),lime(s95_508),dri(fe_metal),dri(fe_total),dri(md),dri(c),dri(cao),dri(sio2),dri(mgo),dri(al2o3),dri(p),dri(mno),dri(gunge),dri(feo),dri(feo_c)
14030318,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.9,32.9,3.0,97.0,0.0,90.4,1.2,4.0,96.0,78.0,85.53,91.17,1.73,0.0,0.0,0.0,0.0,0.0,0.0,10.58,9.69,5.86
14030319,81.69,1.22,0.13,2.14,96.18,1.68,97.1,0.9,0.0,2.0,98.0,0.0,54.85,32.9,3.5,96.5,0.0,91.2,1.2,5.0,95.0,80.37,86.67,92.77,1.77,0.28,1.76,0.58,0.33,0.01,0.01,9.76,8.1,5.57
14030320,81.69,1.22,0.13,2.14,96.18,1.68,80.5,0.8,0.0,2.0,96.0,2.0,55.07,33.61,2.68,82.3,0.14,91.2,1.2,4.5,95.5,78.65,86.4,91.05,1.7,0.46,2.5,0.56,0.46,0.03,0.02,9.68,9.97,5.92
14030321,80.3,1.3,0.0,1.0,42.0,57.0,79.97,0.97,0.0,2.0,97.0,1.0,55.65,33.9,3.0,97.0,0.0,91.2,1.2,4.0,96.0,77.8,85.8,90.7,1.4,0.95,5.34,0.91,0.96,0.1,0.04,10.51,10.29,7.35
14030322,80.55,1.3,0.0,2.0,97.5,0.5,80.17,0.9,0.0,1.7,96.8,1.5,55.55,33.85,3.5,96.5,0.0,91.5,1.2,5.0,95.0,76.5,84.8,90.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,10.68,0.0
14030323,81.69,1.22,0.13,2.14,96.18,1.68,80.68,0.8,0.0,2.5,95.83,1.67,55.3,34.0,3.0,97.0,0.0,91.92,1.2,4.5,95.5,79.95,86.1,92.85,2.2,0.0,0.0,0.0,0.0,0.0,0.0,9.94,7.91,3.67
14030324,80.05,1.3,0.0,2.0,97.5,0.5,80.55,0.92,0.0,1.9,96.4,1.7,55.65,33.9,3.0,97.0,0.0,91.7,1.2,4.67,95.33,80.0,87.1,91.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,9.13,4.57
14030325,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.8,33.7,2.0,98.0,0.0,90.7,1.2,5.0,95.0,79.75,85.98,92.72,1.82,0.24,1.24,0.2,0.22,0.02,0.01,10.42,8.01,4.55
14030326,80.07,1.33,0.0,2.0,97.33,0.67,80.58,0.93,0.0,2.31,96.23,1.46,55.2,34.0,3.0,97.0,0.0,91.15,1.2,4.0,96.0,77.7,85.8,90.6,2.2,0.95,4.84,0.8,0.91,0.1,0.04,9.68,10.42,4.74
14030327,81.69,1.22,0.13,2.14,96.18,1.68,79.97,0.8,0.0,2.83,95.83,1.33,54.9,33.6,3.5,96.5,0.0,91.14,1.2,4.0,96.0,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030328,81.69,1.22,0.13,2.14,96.18,1.68,80.13,0.93,0.0,2.67,96.0,1.33,54.6,33.6,4.0,96.0,0.0,91.13,1.2,4.0,96.0,79.8,86.6,92.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,9.35,8.75,4.17
14030329,81.69,1.22,0.13,2.14,96.18,1.68,80.27,1.03,0.0,2.57,95.71,1.71,55.07,33.61,2.68,82.3,0.14,91.4,1.2,5.0,95.0,80.5,86.9,92.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,9.07,8.23,3.74
14030330,81.69,1.22,0.13,2.14,96.18,1.68,81.13,1.1,0.0,2.33,95.67,2.0,55.8,34.0,4.0,96.0,0.0,91.47,1.2,4.33,95.67,79.7,86.2,92.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,10.14,8.36,4.65
14030331,81.69,1.22,0.13,2.14,96.18,1.68,83.59,0.7,0.0,2.25,96.12,1.62,55.3,34.1,2.0,98.0,0.0,91.75,1.2,4.5,95.5,81.5,87.0,93.7,2.4,0.0,0.0,0.0,0.0,0.0,0.0,9.02,7.08,2.95
14030401,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.8,34.0,2.0,98.0,0.0,91.33,1.22,3.86,84.26,79.9,87.1,91.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,8.94,9.26,4.88
14030402,81.69,1.22,0.13,2.14,96.18,1.68,79.6,0.8,0.0,4.0,95.0,1.0,55.2,33.85,3.5,96.5,0.0,91.52,1.2,4.0,96.0,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030403,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.1,33.6,3.0,97.0,0.0,91.03,1.2,4.33,95.67,77.95,86.5,90.1,1.55,0.96,4.86,0.78,0.9,0.1,0.04,9.5,11.0,7.08
14030404,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.0,33.8,3.0,97.0,0.0,91.25,1.2,4.25,95.75,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030405,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.3,33.85,3.5,96.5,0.0,91.33,1.22,3.86,84.26,79.9,86.8,92.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,9.12,8.88,4.23
14030406,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.15,33.75,3.5,96.5,0.0,91.25,1.2,5.0,95.0,81.8,87.5,93.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,8.77,7.33,3.49
14030407,81.65,1.4,3.75,0.0,94.0,6.0,81.65,1.4,3.75,2.0,97.0,1.0,54.8,33.7,2.0,98.0,0.0,91.5,1.2,4.5,95.5,80.6,87.2,92.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,8.81,8.49,4.04
14030408,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.3,34.1,2.0,98.0,0.0,91.8,1.2,4.0,96.0,79.9,86.3,92.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,10.07,8.23,4.57
14030409,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,56.4,34.1,2.0,98.0,0.0,90.9,1.2,5.0,95.0,80.8,87.5,92.35,1.75,0.0,0.0,0.0,0.0,0.0,0.0,8.83,8.62,5.35
14030410,82.45,1.31,0.0,1.75,96.5,1.75,82.45,1.31,0.0,2.0,97.0,1.0,55.0,33.8,3.0,97.0,0.0,90.85,1.2,4.5,95.5,78.9,86.4,91.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,9.65,4.82
14030411,81.95,1.38,0.0,1.25,96.5,2.25,81.95,1.38,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.2,1.2,4.0,96.0,78.53,86.27,91.03,1.93,0.32,1.62,0.26,0.31,0.03,0.01,9.58,9.95,5.11
14030412,82.03,1.32,0.0,1.67,96.0,2.33,82.03,1.32,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.38,1.2,4.0,96.0,79.4,86.37,91.93,1.9,0.0,0.0,0.0,0.0,0.0,0.0,9.74,8.96,4.73
14030413,82.31,1.32,0.0,1.62,96.5,1.88,82.31,1.32,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.05,1.2,4.0,96.0,79.15,87.35,90.62,1.88,0.0,0.0,0.0,0.0,0.0,0.0,8.43,10.55,6.12
14030414,81.85,1.3,0.0,1.5,97.0,1.5,81.85,1.3,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.17,87.13,92.0,1.83,0.33,1.83,0.31,0.33,0.03,0.01,9.04,8.96,4.97
14030415,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,79.5,86.8,91.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,9.51,9.39,5.87
14030416,82.1,1.25,0.0,0.67,96.67,2.67,82.1,1.25,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,80.5,86.15,93.45,2.0,0.48,2.48,0.31,0.46,0.05,0.02,10.23,7.27,3.67
14030417,80.3,1.1,0.0,1.0,98.0,1.0,80.3,1.1,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,93.1,2.4,1.33,32.0,79.05,86.65,91.2,2.0,0.48,2.59,0.36,0.48,0.05,0.02,9.17,9.78,4.88
14030418,81.55,1.27,0.0,0.75,96.5,2.75,81.55,1.27,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.28,1.3,4.25,95.75,79.05,86.3,91.6,1.8,0.48,2.68,0.36,0.49,0.04,0.02,9.82,9.33,5.18
14030419,82.75,1.35,0.0,0.5,96.5,3.0,82.75,1.35,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.25,1.3,4.25,95.75,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030420,81.6,1.37,0.0,0.5,96.83,2.67,81.6,1.37,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.32,1.3,4.25,95.75,80.1,86.3,92.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92,7.98,3.99
14030421,82.44,1.42,0.0,0.6,96.6,2.8,82.44,1.42,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.37,1.2,4.0,96.0,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030422,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.1,1.2,5.0,95.0,80.1,86.9,92.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,9.65,8.75,5.83
14030423,81.18,1.35,0.0,0.25,96.5,3.25,81.18,1.35,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.47,1.2,4.0,96.0,78.9,86.2,91.5,2.0,0.48,2.68,0.4,0.48,0.05,0.02,9.71,9.39,4.7
14030424,82.03,1.34,0.0,1.2,97.0,1.8,82.03,1.34,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.45,1.2,4.5,95.5,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030425,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,81.6,86.6,94.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,9.87,6.43,3.06
14030426,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,81.0,87.3,92.8,1.7,0.0,0.0,0.0,0.0,0.0,0.0,9.2,8.1,4.77
14030427,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.78,1.2,3.5,79.83,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030428,82.25,1.34,0.0,0.6,96.5,2.9,82.25,1.34,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.93,1.2,3.33,80.0,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030429,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.3,1.2,4.5,95.5,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030430,80.68,1.39,0.0,0.46,96.54,3.0,80.68,1.39,0.0,2.0,97.0,1.0,55.2,34.4,3.0,97.0,0.0,92.0,1.2,4.5,95.5,76.4,85.4,89.5,1.9,0.98,5.12,0.83,0.95,0.1,0.04,10.12,11.58,6.09
14030431,81.67,1.41,1.03,0.47,96.53,3.0,81.67,1.41,1.03,2.0,97.0,1.0,55.6,34.3,4.5,95.5,0.0,91.6,1.2,4.2,95.8,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030501,81.2,1.43,0.0,3.33,96.0,0.67,81.2,1.43,0.0,2.0,97.0,1.0,55.15,34.75,2.5,97.5,0.0,91.66,1.2,4.6,95.4,79.9,86.0,92.9,2.0,0.97,5.29,0.88,0.94,0.1,0.04,10.25,7.85,3.92
14030502,82.16,1.39,0.0,0.38,96.25,3.38,82.16,1.39,0.0,2.0,97.0,1.0,53.0,33.25,3.5,84.5,12.0,91.34,1.2,4.0,96.0,80.25,86.85,92.4,2.05,0.48,2.64,0.44,0.46,0.05,0.02,9.21,8.49,4.17
14030503,81.47,1.43,0.0,1.14,97.29,1.57,81.47,1.43,0.0,2.0,97.0,1.0,55.47,33.5,3.0,78.0,19.0,91.98,1.2,3.8,96.2,79.65,86.75,91.85,1.95,0.48,2.42,0.38,0.45,0.05,0.02,9.27,9.13,4.7
14030504,81.6,1.35,0.0,1.75,96.5,1.75,81.6,1.35,0.0,2.0,97.0,1.0,55.25,33.25,7.0,85.5,7.5,91.68,1.2,3.8,96.2,79.8,86.0,92.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22,7.98,3.99
14030505,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.85,33.95,2.0,48.0,0.0,91.95,1.2,4.0,96.0,80.6,87.1,92.55,2.35,0.0,0.0,0.0,0.0,0.0,0.0,8.69,8.36,3.56
14030506,81.26,1.38,0.0,0.8,96.8,2.4,81.26,1.38,0.0,2.0,97.0,1.0,55.5,33.82,2.8,76.8,0.4,91.47,1.2,4.0,96.0,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030507,81.1,1.36,0.0,2.71,96.14,1.14,81.1,1.36,0.0,2.0,97.0,1.0,55.3,34.1,4.0,96.0,0.0,92.1,1.2,3.0,97.0,78.75,85.8,91.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,10.38,9.07,5.04
14030508,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.2,33.8,4.0,96.0,0.0,91.33,1.22,3.86,84.26,79.4,86.15,92.15,1.82,0.24,1.32,0.22,0.24,0.02,0.01,10.09,8.68,4.84
14030509,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,54.8,34.1,3.0,97.0,0.0,91.35,1.2,4.5,95.5,80.73,86.4,93.4,1.77,0.32,1.8,0.29,0.32,0.03,0.01,10.21,7.29,4.17
14030510,82.02,1.38,0.0,1.0,96.75,2.25,82.02,1.38,0.0,2.0,97.0,1.0,52.8,35.75,2.5,97.5,0.0,91.48,1.2,4.25,95.75,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030511,82.3,1.4,0.0,3.0,96.5,0.5,82.3,1.4,0.0,2.0,97.0,1.0,56.07,33.83,3.0,96.0,1.0,91.38,1.2,4.0,96.0,79.57,86.5,92.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.51,8.92,4.46
14030512,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.55,33.45,3.5,96.0,0.5,91.7,1.2,5.0,95.0,79.1,85.7,92.3,2.05,0.48,2.72,0.44,0.49,0.05,0.02,10.36,8.49,4.15
14030513,81.0,1.4,0.0,0.0,97.0,3.0,81.0,1.4,0.0,2.0,97.0,1.0,55.52,33.62,1.5,48.5,0.0,91.45,1.2,4.0,96.0,79.5,86.6,91.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,9.57,9.13,5.07
14030514,81.5,1.4,0.0,2.0,98.0,0.0,81.5,1.4,0.0,2.0,97.0,1.0,56.35,33.6,3.5,96.5,0.0,91.47,1.2,4.33,95.67,80.45,86.5,93.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,9.47,7.78,3.38
14030515,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.05,34.1,3.0,97.0,0.0,91.67,1.2,3.33,96.67,80.0,86.3,92.7,2.0,0.96,5.24,0.84,0.95,0.1,0.04,9.9,8.1,4.05
14030516,82.9,0.9,0.0,3.0,97.0,0.0,82.9,0.9,0.0,2.0,97.0,1.0,55.8,33.85,3.5,96.5,0.0,91.98,1.2,4.4,95.6,80.5,87.0,92.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,8.94,8.36,3.8
14030517,83.9,0.95,0.0,2.75,97.25,0.0,83.9,0.95,0.0,2.0,97.0,1.0,55.85,33.85,2.5,97.5,0.0,91.65,1.2,3.75,96.25,78.7,86.2,91.3,1.85,0.44,2.58,0.44,0.48,0.04,0.02,9.8,9.65,5.42
14030518,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.7,34.0,2.0,98.0,0.0,92.05,1.2,4.25,95.75,79.7,85.9,92.8,2.1,0.0,0.0,0.0,0.0,0.0,0.0,10.22,7.98,3.8
14030519,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,79.9,86.2,92.7,1.85,0.44,2.61,0.44,0.48,0.04,0.02,10.15,8.1,4.38
14030520,81.05,1.25,0.0,2.5,97.0,0.5,81.05,1.25,0.0,2.0,97.0,1.0,55.57,33.97,1.67,65.0,0.0,91.87,1.2,4.33,95.67,80.14,86.72,92.4,1.83,0.24,1.31,0.22,0.24,0.02,0.01,9.56,8.47,4.58
14030521,82.22,1.35,0.0,1.5,97.0,1.5,82.22,1.35,0.0,2.0,97.0,1.0,55.5,33.93,2.0,64.67,0.0,91.95,1.2,4.25,95.75,79.9,86.25,92.65,1.75,0.0,0.0,0.0,0.0,0.0,0.0,10.18,8.17,4.68
14030522,82.62,1.27,0.0,1.5,96.88,1.62,82.62,1.27,0.0,2.0,97.0,1.0,55.72,33.65,1.75,48.25,0.0,91.82,1.2,4.0,96.0,79.45,86.05,92.35,2.0,0.48,2.62,0.36,0.48,0.05,0.02,10.06,8.49,4.27
14030523,81.28,1.35,0.0,1.75,96.5,1.75,81.28,1.35,0.0,2.0,97.0,1.0,55.65,34.1,2.5,97.5,0.0,91.75,1.2,4.0,96.0,78.8,85.8,91.85,1.95,0.0,0.0,0.0,0.0,0.0,0.0,10.24,9.01,4.63
14030524,82.33,1.23,0.0,1.33,96.78,1.89,82.33,1.23,0.0,2.0,97.0,1.0,55.8,33.65,2.0,98.0,0.0,91.85,1.2,4.0,96.0,81.0,87.2,92.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,9.22,7.98,4.43
14030525,83.45,0.82,0.0,1.91,97.36,0.73,83.45,0.82,0.0,2.0,97.0,1.0,55.6,34.05,2.5,97.5,0.0,92.0,1.2,4.4,95.6,80.75,87.05,92.75,1.9,0.48,2.5,0.39,0.48,0.05,0.02,9.25,8.1,4.34
14030526,80.6,1.14,0.0,1.0,98.0,1.0,80.6,1.14,0.0,2.0,97.0,1.0,55.5,33.85,2.5,97.5,0.0,91.7,1.2,4.0,96.0,79.0,86.1,91.77,1.93,0.0,0.0,0.0,0.0,0.0,0.0,9.93,9.13,4.81
14030527,80.3,1.0,0.0,2.0,97.0,1.0,80.3,1.0,0.0,2.0,97.0,1.0,55.3,33.67,2.33,64.33,0.0,91.4,1.2,3.17,80.17,79.47,85.67,92.77,1.83,0.64,3.4,0.53,0.63,0.07,0.03,10.72,7.98,4.4
14030528,82.99,1.03,0.0,1.86,97.14,1.0,82.99,1.03,0.0,2.0,97.0,1.0,55.75,33.45,2.5,97.5,0.0,91.22,1.2,3.8,96.2,80.8,86.5,93.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,7.33,3.67
14030529,83.89,0.98,0.0,1.8,97.3,0.9,83.89,0.98,0.0,2.0,97.0,1.0,55.37,33.43,2.33,64.33,0.0,91.16,1.2,4.0,96.0,78.95,86.1,91.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,9.2,4.65
14030530,83.65,0.87,0.0,1.83,97.17,1.0,83.65,0.87,0.0,2.0,97.0,1.0,55.47,33.5,2.0,64.67,0.0,91.2,1.2,4.25,95.75,79.8,86.3,92.5,1.9,0.0,0.0,0.0,0.0,0.0,0.0,9.94,8.36,4.4
14030531,83.59,0.97,0.0,2.0,97.14,0.86,83.59,0.97,0.0,2.0,97.0,1.0,55.25,33.45,2.5,97.5,0.0,91.15,1.2,4.0,96.0,80.9,86.6,93.4,1.75,0.48,2.67,0.44,0.48,0.05,0.02,10.02,7.33,4.19
14030601,83.78,0.82,0.0,2.0,97.25,0.75,83.78,0.82,0.0,2.0,97.0,1.0,54.4,33.65,3.0,97.0,0.0,91.33,1.22,3.86,84.26,76.95,85.3,90.2,1.8,0.48,2.73,0.38,0.5,0.05,0.02,10.51,10.74,5.96
14030602,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.3,34.4,4.0,96.0,0.0,91.33,1.22,3.86,84.26,78.97,86.43,91.37,1.97,0.0,0.0,0.0,0.0,0.0,0.0,9.46,9.61,5.1
14030603,80.0,0.8,0.0,3.0,97.0,0.0,80.0,0.8,0.0,2.0,97.0,1.0,55.25,33.25,1.5,48.5,0.0,91.33,1.22,3.86,84.26,78.8,86.4,91.2,1.85,0.95,5.6,0.83,1.02,0.08,0.04,9.57,9.78,5.29
14030604,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,57.7,32.9,3.0,97.0,0.0,91.33,1.22,3.86,84.26,78.05,85.45,91.3,1.85,0.48,2.64,0.41,0.48,0.05,0.02,10.58,9.52,5.15
14030605,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,58.7,33.3,4.0,96.0,0.0,91.9,1.8,4.0,96.0,81.85,88.15,92.85,2.55,0.42,2.34,0.76,0.48,0.02,0.02,7.5,8.1,3.2
14030606,84.11,0.92,0.0,2.12,97.25,0.62,84.11,0.92,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.5,1.2,4.5,95.5,79.97,87.57,91.33,2.03,0.0,0.0,0.0,0.0,0.0,0.0,8.22,9.78,4.93
14030607,83.33,0.94,0.0,2.0,97.29,0.71,83.33,0.94,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.92,1.2,4.0,96.0,79.03,86.2,91.67,2.1,0.36,1.64,0.38,0.32,0.0,0.03,9.65,9.22,4.47
14030608,84.06,0.94,0.0,2.8,96.8,0.4,84.06,0.94,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.82,1.2,4.75,95.25,79.5,86.5,92.0,1.8,0.96,5.27,0.97,0.94,0.09,0.04,9.69,9.01,5.0
14030609,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.7,1.2,4.5,95.5,80.8,87.6,92.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,7.85,8.75,3.36
14030610,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.38,1.2,4.25,95.75,80.53,87.37,92.17,0.77,0.32,1.78,0.31,0.32,0.03,0.01,9.91,8.79,1.44
14030611,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.53,1.2,5.0,95.0,81.8,87.8,93.17,0.0,0.3,1.53,0.62,0.35,0.01,0.03,10.48,7.72,0.0
14030612,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,81.2,87.6,92.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57,8.23,0.0
14030613,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.93,1.2,2.67,64.0,79.95,86.25,92.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,8.1,0.0
14030614,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.33,1.22,3.86,84.26,79.57,86.93,91.5,1.57,0.32,1.76,0.28,0.31,0.03,0.01,9.39,9.48,2.45
14030615,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.55,1.2,4.0,96.0,80.32,86.3,93.02,2.02,0.24,1.23,0.23,0.24,0.02,0.01,9.96,7.69,3.85
14030616,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.4,1.2,2.17,47.83,82.35,87.6,94.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.75,3.67
14030617,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.58,1.2,3.0,72.0,80.83,87.37,92.5,1.9,0.3,1.77,0.41,0.33,0.02,0.02,8.86,8.4,4.51
14030618,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.85,1.2,5.0,95.0,80.17,87.73,91.37,1.9,0.57,3.28,1.03,0.66,0.03,0.03,8.2,9.73,5.15
14030619,84.05,1.1,0.0,2.5,97.0,0.5,84.05,1.1,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,91.4,1.2,4.0,96.0,80.8,86.97,92.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,8.97,7.93,3.51
14030620,82.8,1.1,0.0,1.5,97.5,1.0,82.8,1.1,0.0,2.0,97.0,1.0,55.07,33.61,2.68,82.3,0.14,92.0,1.2,4.0,96.0,82.5,87.55,94.25,1.65,0.92,5.47,1.12,1.0,0.08,0.04,9.35,6.5,3.97
14030621,81.69,1.22,0.13,2.14,96.18,1.68,84.34,1.08,0.1,2.29,96.54,1.17,55.07,33.61,2.68,82.3,0.14,91.88,1.3,4.0,96.0,81.45,88.0,92.55,1.65,0.45,2.72,0.64,0.5,0.03,0.02,8.47,8.43,5.05
