Heat,Coke_1030_Label,Coke_fine_Label,dolo_Label,dri_Label,lime_Label,Slag_Label,Duration,Power On,Power Off,Delays,DRI [t],Ele [kWh],Ele [kWh/t],Ele [MW],Tapped [t],Tapped [kWh/t],Last Temp [C],Last Temp [kWh/t],O2 [Nm3],CH4 [Nm3],C.inj [kg],Chemical [MWh],C [kg],CaO [kg],MgO [kg],Tapping Time [Sec],EAF_DRI,HDRI(T),First C,First Temp
4026472.0,1,1,1,0,0,1,64.0,55.0,9.0,4.0,39.16611099,109340.9297,1712.507446,118.7771149,169.0879517,646.6511841,1590.73999,1045.542114,6404.245605,734.3751831,2193.987793,19200.83984,2005.099854,12503.22559,10174.00391,235.0,39166.11328,227.6999969,0.075507,1650.800049
4026473.0,1,1,1,0,0,1,59.0,50.0,8.0,3.0,30.09355927,102276.4375,1932.551392,121.1566849,163.684967,624.8370972,1635.800049,1099.371582,5685.479492,650.7921753,2064.0,17042.85938,2000.899902,11211.62207,9616.930664,261.0,30093.56445,190.1000061,0.099265002,1636.400024
4026475.0,0,1,0,0,1,2,62.0,54.0,8.0,3.0,40.06148148,108693.8516,1726.245117,120.4734802,167.1655121,650.21698,1602.0,1055.633789,5704.40332,642.6581421,2134.999512,17072.78906,2000.100098,11002.80469,9901.098633,264.0,40061.48438,179.5,0.066565,1579.199951
4026476.0,0,1,0,0,1,2,57.0,49.0,8.0,3.0,0.0,99742.86719,4353.857422,121.1451797,164.5900574,606.0078735,1573.099976,1533.200928,5354.616211,705.3644409,2150.998535,16291.41992,2007.100098,11000.69629,9901.286133,271.0,0.0,219.1999969,0.066734001,1645.900024
4026478.0,0,1,0,0,1,2,69.0,54.0,14.0,9.0,0.0,107228.9141,4163.717285,118.0140915,168.7640991,635.3775024,1605.0,1630.779419,5970.265625,680.0901489,2101.666504,17887.94922,2000.400024,12500.19629,11252.57031,463.0,0.0,250.1000061,0.105841003,1565.0
4026479.0,0,1,0,0,1,2,63.0,55.0,7.0,2.0,0.0,107544.1953,4240.930664,116.3688354,164.9655609,651.9190674,1627.0,1616.837402,6122.797363,694.4420166,2366.0,18337.10938,2002.699951,12235.31445,11120.61133,254.0,0.0,249.8999023,0.050928,1535.400024
4026480.0,0,1,0,0,1,2,67.0,57.0,10.0,5.0,54.65594101,114069.0781,1471.580688,118.8907623,166.460556,685.2619019,1602.0,970.6795654,5953.783691,674.0512085,2286.739502,17827.75,2001.899902,11051.50977,9805.306641,233.0,54655.94141,169.6000061,0.076789998,1582.5
4026481.0,0,1,0,0,1,2,64.0,54.0,10.0,5.0,54.79816055,107057.6172,1371.86731,117.7895508,168.6712189,634.711853,1603.0,906.9767456,5882.421387,679.5393066,2183.945313,17649.33984,2003.899902,11032.33203,10203.48535,359.0,54798.16016,169.6000061,0.063726,1649.5
4026482.0,0,1,0,0,1,2,59.0,51.0,7.0,2.0,0.0,101268.2422,4432.161621,118.9835739,174.5224304,580.2591553,1567.0,1481.187012,5587.604004,633.1425781,2299.888916,16732.71094,2005.299927,11109.39355,9733.806641,252.0,0.0,224.6999969,0.074693002,1634.300049
4026483.0,0,1,0,0,1,2,62.0,55.0,7.0,2.0,46.02125168,110688.0313,1583.949829,120.2041931,172.1744232,642.8831177,1588.400024,1021.562561,6253.321289,714.1502686,2219.0,18740.75977,2003.5,11653.99902,10202.27148,232.0,46021.24609,257.2000122,0.054124001,1583.5
4026484.0,0,1,0,0,1,2,69.0,57.0,12.0,7.0,74.63265991,113384.1172,1161.132446,119.0384445,168.7675323,671.8360596,1584.099976,815.4827271,6185.115234,752.6113892,2386.0,18656.59961,2003.299927,11430.11133,9583.526367,257.0,74632.65625,156.4001007,0.034832999,1518.869995
4026485.0,0,1,0,0,1,0,70.0,52.0,17.0,12.0,0.0,105466.75,4572.072754,121.4199905,171.4376984,615.1899414,1551.199951,1619.840332,5999.332031,790.1826172,2401.0,18252.66992,2009.0,11325.29785,9733.301758,238.0,0.0,230.1999969,0.054241002,1570.0
4026487.0,0,1,0,0,1,0,65.0,54.0,10.0,5.0,0.0,107957.8438,4515.156738,118.4542007,166.677063,647.706665,1607.099976,1663.292847,5544.45166,704.5355225,1801.999634,16801.81055,2001.300171,11558.10645,10350.69727,255.0,0.0,240.1000061,0.059732001,1568.400024
4026488.0,0,1,0,0,1,0,67.0,59.0,8.0,3.0,100.6095734,121978.8594,978.8609009,122.5576019,167.9641418,726.2196655,1616.0,730.6150513,6350.26416,836.1636353,2664.993164,19319.74023,2003.100098,11488.90039,10511.49805,250.0,100609.5703,129.8000031,0.058940999,1524.900024
4026489.0,0,1,0,0,1,0,63.0,56.0,7.0,2.0,56.27640915,113937.2344,1432.544067,121.2815018,168.1343231,677.6560059,1580.0,931.8103638,5842.65625,769.4371338,2620.0,17775.71094,2006.700073,11106.58984,10145.19336,239.0,56276.41406,173.3999939,0.066542998,1525.400024
4026490.0,0,1,0,0,1,2,67.0,55.0,11.0,6.0,2.292289972,107425.2109,4123.191406,115.8570251,167.8755035,639.9100342,1593.199951,1597.012817,5563.895508,683.0679321,2295.998047,16798.49023,2001.000122,12264.40723,9496.206055,259.0,2292.294922,230.3000031,0.068029001,1524.0
4026491.0,0,1,0,0,1,2,68.0,56.0,11.0,6.0,14.18994045,110744.3281,2919.89209,117.1897659,176.5875244,627.1356201,1567.800049,1386.346313,6061.111328,797.5877686,2322.998779,18438.73047,2003.699951,11829.99023,9903.90625,290.0,14189.94141,225.5,0.044452999,1521.199951
4026492.0,0,1,0,0,1,2,60.0,51.0,8.0,3.0,0.0,104145.6563,4304.893066,120.7874908,167.8373718,620.5153198,1608.099976,1621.973145,5422.967773,613.5119629,2191.0,16237.15039,2007.199951,11599.88672,10585.2998,258.0,0.0,229.8999939,0.078593999,1567.699951
4026493.0,0,1,0,0,1,2,57.0,48.0,9.0,4.0,0.0,97884.92188,4066.896973,121.4704285,168.2568359,581.7589722,1591.099976,1525.884033,5442.284668,621.3395996,1964.961792,16309.65039,2502.399658,11445.49805,10120.79883,231.0,0.0,230.5998993,0.053454001,1594.099976
4026494.0,0,1,0,0,1,2,57.0,48.0,9.0,4.0,0.852859974,98199.5,4159.046875,121.7768478,169.2542572,580.18927,1609.900024,1543.748779,5676.966309,653.3549194,1433.983154,17026.5293,2503.200928,10673.49805,9581.503906,324.0,852.8609009,211.1000061,0.064685002,1516.599976
4026495.0,0,1,0,0,1,2,70.0,51.0,19.0,14.0,37.36494064,104547.7656,1742.226685,122.1590271,167.078537,625.7402344,1572.800049,998.9085693,5717.834961,664.9976196,1329.995361,17167.15039,2502.199707,11470.28613,8670.700195,236.0,37364.9375,188.0,0.056749001,1585.0
4026496.0,0,1,0,0,1,2,55.0,48.0,7.0,2.0,0.0,97224.25781,4154.385742,121.2356491,166.7776947,582.9572144,1607.300049,1518.920776,5293.478516,601.9874878,1939.958862,15857.55957,2501.099854,11001.61035,9900.09375,240.0,0.0,220.6000061,0.070206001,1586.0
4026498.0,0,1,1,0,0,2,59.0,50.0,8.0,3.0,0.0,103120.0859,4322.636719,121.516304,167.68396,614.9669189,1594.5,1551.73584,5103.891113,570.331604,1267.917236,15263.37012,2005.0,11500.41602,10350.41113,247.0,0.0,229.1999054,0.086778998,1592.699951
4026499.0,0,1,1,0,0,2,61.0,49.0,12.0,7.0,0.0,99634.5625,4308.745117,120.2025528,162.3716431,613.6204834,1608.0,1578.399292,4925.412109,550.8104248,1099.923706,14730.71973,2000.200073,11323.30078,9800.303711,240.0,0.0,224.8999939,0.059934001,1517.099976
4026502.0,0,1,1,0,0,2,61.0,53.0,7.0,2.0,28.42823029,103907.0391,1999.964233,116.0972519,165.3128967,628.5476685,1601.5,1174.592041,5141.688965,567.7348633,1335.010986,15358.66992,2000.900146,11356.31836,10169.00195,224.0,28428.23438,200.8999939,0.052474,1606.900024
4026503.0,0,1,1,0,0,2,59.0,51.0,7.0,2.0,0.0,101024.1484,4303.054688,117.0163879,168.43927,599.7659912,1632.300049,1556.780518,5162.103516,594.6564331,1337.979248,15483.78027,2002.499878,11232.31055,10242.50195,240.0,0.0,229.3999939,0.080411002,1521.400024
4026504.0,0,1,1,0,0,2,68.0,60.0,8.0,3.0,53.37670135,116654.3125,1501.307495,116.5248413,169.6323395,687.6890869,1586.01001,979.265625,6256.408203,699.7441406,2273.987793,18711.63086,2004.800049,12001.30273,10319.00586,225.0,53376.69922,183.8999939,0.075898997,1520.300049
4026506.0,0,1,1,0,0,2,63.0,55.0,7.0,2.0,29.15526009,108941.7578,2034.022095,117.8456497,169.3634491,643.2424316,1605.0,1164.408081,5586.092773,651.0531616,1917.0,16775.18945,2004.499878,12000.00586,10400.00293,206.0,29155.26172,200.8999939,0.081669003,1561.300049
4026510.0,0,1,1,0,0,1,69.0,61.0,7.0,2.0,47.22909927,119028.6797,1649.18811,115.7491226,170.2558441,699.1165161,1615.0,1061.106567,5769.522461,757.4522095,2052.0,17547.08984,2005.300171,11935.20117,11004.50684,209.0,47229.10547,193.3999939,0.127232,1515.5
4026511.0,0,1,1,0,0,1,70.0,56.0,13.0,8.0,0.0,109138.1172,4602.226563,116.2761841,173.3993225,629.4033813,1594.900024,1699.473267,5433.067871,714.0274048,1926.986328,16525.75,2004.5,10707.99902,11001.70117,212.0,0.0,241.8000031,0.109655999,1515.199951
4026512.0,0,1,1,0,0,1,63.0,56.0,7.0,2.0,0.0,109086.1953,4558.591797,116.878067,172.4138489,632.6997681,1614.699951,1706.343506,5974.026855,784.7906494,2029.986328,18170.32031,2002.500122,10925.2002,11002.10352,207.0,0.0,243.5001068,0.086686999,1594.800049
4026513.0,0,1,1,0,0,1,70.0,57.0,12.0,7.0,42.13933945,112106.4688,1685.934326,116.9806595,173.7192535,645.3312378,1627.0,1052.690796,5496.32959,722.6450195,1977.986328,16718.9707,2001.399902,11451.71582,10902.70508,213.0,42139.33594,193.1000061,0.110661,1538.599976
4026514.0,0,1,1,0,0,1,61.0,53.0,7.0,2.0,12.33675957,104852.2266,2938.767578,117.0443497,171.060257,612.954895,1599.099976,1373.893555,5282.23584,694.760437,1807.963013,16068.41016,2002.299927,10637.21289,10702.70801,207.0,12336.75586,222.8999939,0.081240997,1520.099976
4026518.0,0,1,0,1,1,1,65.0,56.0,8.0,3.0,23.12343025,109049.8594,2383.054443,116.6655273,171.1240692,637.2561035,1600.0,1271.562134,5211.159668,685.065918,2295.987549,15851.2998,2000.399902,10508.70508,10128.00195,214.0,23123.42578,197.3000031,0.119918004,1624.400024
4026521.0,0,1,0,1,1,1,60.0,48.0,12.0,7.0,0.0,96047.07031,4639.466309,118.7395096,164.9233856,582.3738403,1624.199951,1549.900513,4833.634277,620.3110962,1804.995483,14663.62012,2004.000122,9328.386719,9369.791016,199.0,0.0,210.6000061,0.180846006,1540.400024
4026523.0,0,1,0,1,1,1,58.0,48.0,10.0,5.0,3.265599966,94766.67188,3808.631348,117.6819687,169.7701569,558.2056885,1615.099976,1451.654053,5403.578125,711.1578979,2196.666504,16438.66992,2002.199951,9690.793945,9923.485352,213.0,3265.602051,207.1999969,0.08608,1581.599976
4026524.0,0,1,0,1,1,1,62.0,52.0,10.0,5.0,0.202329993,104189.7969,4687.547852,119.5675049,167.0114136,623.8483276,1584.5,1657.13562,5489.236816,634.2867432,1708.960327,16470.08008,2004.200195,9788.107422,10232.2959,211.0,202.3341522,226.0,0.135203004,1520.300049
4026525.0,0,1,0,1,1,1,70.0,50.0,19.0,14.0,0.0,99554.53125,4352.546387,117.5069885,161.7417603,615.5153198,1595.900024,1580.538574,5540.415527,699.5310059,1852.998413,16777.90039,2003.800049,10549.90625,10319.00098,226.0,0.0,221.5,0.084145002,1519.5
4026528.0,0,1,0,1,1,1,65.0,53.0,12.0,7.0,8.530320168,101655.5234,3274.518311,114.649086,168.0931396,604.7571411,1583.900024,1380.627686,5906.055176,778.0512695,1588.654297,17969.2793,1505.700073,10466.72559,10541.67383,191.0,8530.321289,220.8000946,0.085423999,1588.23999
4026530.0,0,1,0,1,1,1,59.0,50.0,8.0,3.0,0.0,98399.59375,4473.113281,116.1057129,168.8900452,582.6251831,1608.800049,1554.289917,5354.489746,699.8519897,1617.994507,16276.74023,1500.699951,10185.29785,10312.00977,191.0,0.0,230.8000031,0.230139002,1550.0
4026533.0,0,1,0,1,1,1,60.0,53.0,7.0,2.0,42.54898071,104392.9141,1590.213867,117.4053421,171.0093384,610.4515381,1606.599976,975.2468872,5868.700195,773.7712402,1425.950684,17857.30078,1503.300049,10824.20605,10770.6084,194.0,42548.98047,193.3000031,0.117230996,1573.900024
4026534.0,0,1,0,1,1,1,60.0,52.0,8.0,3.0,0.0,102403.8203,4390.417969,117.8560562,171.4152527,597.4020386,1610.0,1603.946411,5800.683594,765.1408691,1374.888916,17651.21094,1504.800049,10819.41113,11000.18066,182.0,0.0,330.7998962,0.133324996,1521.800049
4026536.0,0,1,0,1,1,1,59.0,50.0,9.0,3.0,26.89699936,98651.36719,1969.368286,117.3257065,171.9067535,573.8656006,1606.599976,1094.969116,5502.773926,725.576416,1719.888916,16743.99023,1502.299927,10692.49707,11001.10449,194.0,26896.99609,195.7998962,0.076067001,1591.199951
4030002.0,0,1,0,1,1,1,69.0,60.0,8.0,3.0,57.51493835,118190.1172,1490.467407,116.7630157,170.2175293,694.3475342,1598.599976,990.718689,6909.190918,909.8859253,2751.0,21020.51953,1507.900024,10801.0791,9473.427734,222.0,57514.94141,245.0001068,0.052903,1623.099976
4030004.0,0,1,0,1,1,1,57.0,49.0,7.0,2.0,0.0,95048.36719,4540.408691,115.8341675,169.9120941,559.3972778,1568.900024,1535.550659,5668.236328,745.399353,1779.777832,17242.26953,1504.900146,9746.696289,9682.279297,196.0,0.0,215.3000031,0.038908001,1599.0
4030007.0,0,1,0,1,1,1,59.0,52.0,7.0,2.0,0.0,99864.92969,4686.645996,114.3491592,165.5838165,603.1080322,1586.900024,1536.56311,5958.558105,784.7327271,1867.765503,18128.41016,1503.599854,9901.211914,9903.589844,222.0,0.0,249.3000946,0.078385003,1619.5
4030008.0,0,1,0,1,1,1,60.0,53.0,7.0,2.0,49.01055908,102156.0156,1446.580566,115.2135544,163.4975281,624.8168335,1600.800049,938.8284912,6194.9375,817.2300415,1787.963013,18851.13086,1505.599976,10132.60742,9970.193359,194.0,49010.5625,175.3000031,0.223625004,1604.0
4030009.0,0,1,0,1,1,1,69.0,53.0,16.0,11.0,6.320759773,100312.9453,3554.753662,112.7815781,163.0947418,615.0593262,1628.0,1470.446411,6217.769531,816.9042969,1788.981689,18911.98047,1500.900024,10204.50586,10193.20996,195.0,6320.76123,218.1999969,0.262589008,1601.5
4030010.0,0,1,0,1,1,1,62.0,55.0,6.0,1.0,69.41420746,106856.2266,1166.071289,115.0022202,169.3863983,630.8430176,1583.0,807.1358643,5832.013184,771.6134644,1298.901367,17752.63086,1003.300049,10881.51855,10338.79297,202.0,69414.21094,163.0,0.146927997,1707.099976
4030011.0,0,1,0,1,1,1,62.0,47.0,15.0,10.0,0.00728,90371.59375,4373.703125,114.1936569,164.9364166,547.9177856,1618.0,1489.725708,5662.434082,747.0438843,2006.991577,17230.89063,1000.300049,10279.4082,9375.504883,281.0,7.277778149,219.3999939,0.095007002,1519.5
4030012.0,0,1,0,1,1,1,53.0,45.0,7.0,2.0,0.0,88611.53125,4326.498535,115.9583817,172.0029297,515.1745605,1622.0,1465.110596,5507.671875,727.1312256,914.0,16761.25977,1002.699951,9771.708984,9706.711914,188.0,0.0,216.5,0.122593999,1554.099976
4030013.0,0,1,0,1,1,1,56.0,38.0,18.0,13.0,0.0,74250.5,4355.782715,116.6238251,163.4552307,454.2558899,1629.099976,1262.402832,4680.466309,615.805481,1121.999512,14238.34961,1000.399902,8248.408203,7797.606934,198.0,0.0,179.3999939,0.124435,1578.800049
4030016.0,0,1,0,1,1,1,60.0,53.0,6.0,1.0,104.8120804,102158.4609,807.7416992,114.7131805,163.5913849,624.4733887,1570.0,606.3230591,6177.992676,814.0725098,1400.999878,18797.16992,1005.100098,10674.88867,9982.105469,182.0,104812.0781,115.1999969,0.068217002,1579.900024
4030017.0,0,1,0,0,0,1,56.0,48.0,7.0,2.0,0.0,93051.52344,4548.015137,114.1347504,169.8481445,547.8512573,1577.900024,1491.575928,5278.309082,696.9796753,1955.0,16063.58008,1003.200073,9762.098633,9694.507813,207.0,0.0,220.0,0.098389,1518.800049
4030018.0,0,1,0,0,0,1,67.0,50.0,17.0,12.0,0.0,96046.22656,4663.160156,114.0390549,163.8453369,586.2005005,1598.699951,1544.635986,5573.923828,733.4900513,1643.999878,16956.66992,1501.800049,9875.708984,9219.304688,182.0,0.0,230.8000031,0.148918003,1546.900024
4030019.0,0,1,0,0,0,1,66.0,49.0,17.0,12.0,0.0,95077.51563,4576.248535,114.9744873,175.1496124,542.8359985,1602.0,1559.933472,5493.455566,722.9726563,1528.0,16712.06055,1501.699951,9948.303711,9326.298828,221.0,0.0,220.5,0.093621999,1581.699951
4030020.0,0,1,0,0,0,2,61.0,53.0,8.0,3.0,52.00996017,103778.3438,1388.483398,116.6412888,172.4300537,601.857666,1574.48999,887.1116943,5897.22168,777.6640625,1425.998657,17944.41992,1504.499878,10704.89551,10522.87891,197.0,52009.96094,178.0,0.079945996,1637.300049
4030021.0,0,1,0,0,0,2,68.0,50.0,18.0,12.0,0.0,98103.92188,4385.52832,116.4822311,167.3355408,586.2706909,1645.900024,1543.816528,5571.005371,733.4345703,1595.999634,16948.65039,1504.89978,10937.71777,9927.303711,211.0,0.0,232.1000061,0.098052002,1517.199951
4030022.0,0,1,0,0,0,2,66.0,53.0,12.0,7.0,0.0,101514.8359,4275.192871,114.4545593,175.2579956,579.230835,1608.0,1583.978394,6003.211914,792.1027832,1720.987427,18268.14063,1505.399902,11238.79785,11000.89648,193.0,0.0,246.8000031,0.091077,1539.400024
4030023.0,0,1,0,0,0,2,68.0,50.0,17.0,12.0,0.391110003,97534.1875,4357.13623,115.1978607,169.7537537,574.5627441,1607.699951,1549.807007,5538.008301,728.4649658,1659.0,16846.63086,1500.600098,10263.50977,10229.71191,218.0,391.1121826,230.8000031,0.097014003,1627.300049
4030024.0,0,1,0,0,0,2,62.0,56.0,6.0,1.0,62.23854065,107481.2266,1272.782104,114.6466446,166.9997864,643.6009521,1626.0,863.6783447,6345.952637,836.2880249,2184.975098,19308.41992,1504.700073,10351.63086,10351.03223,188.0,62238.54297,166.6999969,0.079821996,1585.0
4030025.0,0,1,0,0,0,2,60.0,52.0,7.0,2.0,39.39625168,100824.5781,1636.792603,115.0090256,163.9134521,615.1085815,1605.0,992.3787842,5899.797363,777.8443604,2147.0,17951.84961,1502.400024,10350.00879,10350.21387,182.0,39396.25,190.0,0.092189997,1607.099976
4030026.0,0,1,0,0,0,0,60.0,54.0,6.0,1.0,0.0,103800.4844,4771.689941,114.8023758,163.3488617,635.4527588,1606.900024,1680.863647,6081.446289,802.1447754,2236.0,18505.48047,1500.200073,10352.70508,9900.496094,205.0,0.0,229.8999939,0.078873999,1521.599976
4030028.0,0,1,0,0,0,0,70.0,59.0,11.0,6.0,74.46502686,113934.7891,1178.601563,114.6673889,169.0872192,673.8225708,1626.0,833.6520996,6475.245117,851.5996094,2538.888916,19697.32031,1502.0,10350.61328,10351.8252,458.0,74465.03125,154.8000031,0.088918999,1592.400024
4030030.0,0,1,0,0,0,0,68.0,58.0,9.0,4.0,108.0867767,110783.3516,856.2099609,113.8835144,166.8906708,663.8079224,1582.599976,562.9205933,6681.23291,878.6786499,2464.654297,20323.89063,1500.299927,9900.686523,9900.302734,351.0,108086.7813,111.1999969,0.074596003,1628.400024
4030032.0,0,1,0,0,0,0,64.0,53.0,11.0,6.0,59.47975159,103640.1016,1275.05481,116.7410431,169.9856415,609.6991577,1592.099976,840.6673584,5630.694824,741.2651978,1713.0,17130.16016,1505.100098,10397.20117,9900.804688,484.0,59479.75,160.6999969,0.086211003,1577.099976
4030033.0,0,1,0,0,0,0,70.0,49.0,21.0,15.0,0.0,95388.82813,4363.444824,116.6043396,168.4169769,566.3848877,1618.900024,1513.855591,5392.578125,709.0491943,1871.0,16403.49023,2002.599854,9957.798828,9900.5,339.0,0.0,217.1000977,0.050781999,1523.099976
4030034.0,0,1,0,0,0,0,68.0,59.0,8.0,3.0,31.34071922,112455.4375,2072.890625,112.67453,171.4280853,655.9919434,1590.0,1181.180298,6518.259277,857.6997681,2357.0,19829.32031,2004.499634,11001.81445,9903.50293,327.0,31340.71875,197.8000946,0.046879999,1524.099976
4030036.0,0,1,0,0,0,0,60.0,50.0,9.0,4.0,0.0,96239.85156,4405.779785,114.0432739,169.798584,566.788269,1599.300049,1517.821533,5083.431152,667.6279297,1645.0,15461.08984,2003.000122,10044.2041,9796.797852,356.0,0.0,229.6999054,0.074418001,1520.900024
4030037.0,0,1,0,0,0,0,69.0,52.0,17.0,12.0,0.0,97950.67969,4313.145996,112.83918,169.7591095,576.9980469,1607.099976,1520.353394,5818.849609,764.4348755,1380.997314,17698.42969,2002.499756,10805.80469,9901.5,309.0,0.0,230.6999969,0.188341007,1521.400024
4030038.0,0,1,0,1,0,0,64.0,54.0,10.0,5.0,0.0,101030.1953,4354.412109,111.9792786,162.325943,622.3909302,1621.5,1577.938965,6335.681641,826.6185303,1281.971313,19255.55078,2004.699951,10946.90234,10250.19629,285.0,0.0,230.6000061,0.302742004,1555.800049
4030040.0,0,1,0,1,0,1,60.0,51.0,9.0,4.0,7.995830059,96140.49219,3136.10376,112.2990799,171.645874,560.1094971,1652.900024,1355.087158,5398.989746,709.4133301,1818.99585,16421.75,1005.800049,11000.59473,10653.80371,299.0,7995.831543,222.1999969,0.088962004,1535.199951
4030042.0,0,1,0,1,0,1,65.0,54.0,10.0,5.0,0.0,106132.9844,4637.884766,117.2740173,169.2118835,627.2194824,1616.800049,1685.223022,6030.375488,793.8467407,1843.987671,18346.00977,1505.799927,10523.31445,10854.80273,311.0,0.0,241.1999054,0.089088999,1557.599976
4030044.0,0,1,0,1,0,1,63.0,55.0,8.0,3.0,36.64764023,110755.7188,1816.478394,119.5563965,168.8213348,656.0528564,1573.400024,1082.935913,5901.162109,776.1877441,2398.111084,17951.2207,2007.0,11316.82617,11001.30469,226.0,36647.64063,206.0,0.105007,1603.880005
4030052.0,0,1,0,1,0,1,65.0,51.0,13.0,8.0,0.0,98115.0,4354.916016,113.5736313,165.3091583,593.524292,1608.0,1525.930176,5922.041016,779.4929199,2250.86377,18016.18945,2004.199829,10275.30469,10250.20117,401.0,0.0,229.1000061,0.068636999,1678.900024
4030053.0,0,1,0,1,0,1,66.0,51.0,15.0,10.0,0.0,96874.25,4309.847168,113.303215,172.7586517,560.7490845,1598.0,1550.548218,5816.549805,765.2828979,2059.987793,17694.42969,2002.39978,10123.90625,10351.10938,448.0,0.0,229.1999969,0.124225996,1568.199951
4030054.0,0,1,0,1,0,1,66.0,52.0,13.0,8.0,0.0,100999.9766,4450.337891,114.5557404,166.2254181,607.6085205,1621.0,1610.975952,5983.978027,788.170166,1716.999023,18205.98047,2003.199829,10350.10547,10341.59473,387.0,0.0,229.8000031,0.113907002,1535.900024
4030055.0,0,1,0,1,0,2,69.0,51.0,17.0,12.0,0.0,99258.10156,4370.639648,114.71241,167.3615265,593.0759888,1610.630005,1564.663086,5949.594727,784.2984009,1971.858887,18103.08008,2004.700073,10350.50293,10354.99316,364.0,0.0,229.8000031,0.114035003,1558.099976
4030056.0,0,1,0,1,0,2,70.0,50.0,19.0,14.0,0.0,98580.28125,4445.659668,116.0147171,166.5830994,591.7783813,1610.0,1579.699585,5911.118164,778.8164063,2182.998535,17984.93945,2003.399902,10049.10059,10122.00195,378.0,0.0,229.5,0.088639997,1682.699951
4030058.0,0,1,1,0,0,2,63.0,51.0,12.0,7.0,0.0,98487.73438,4541.177246,114.2254639,166.1671448,592.7028198,1600.699951,1571.281738,5703.726563,751.9411621,1912.950684,17355.10938,2005.099854,10181.10352,9501.505859,501.0,0.0,223.8000031,0.123778,1575.439941
4030063.0,0,1,1,0,0,2,63.0,53.0,9.0,4.0,0.0,105133.3047,4505.001465,118.0904541,167.0718384,629.2700806,1603.099976,1648.627563,6148.882324,700.1244507,2424.987793,18422.31055,1765.89978,10818.5957,10752.52344,342.0,0.0,242.6999969,0.078134,1580.800049
4030070.0,0,1,1,0,0,1,68.0,47.0,20.0,15.0,1.25138998,91491.49219,4347.359863,115.1641159,167.4191437,546.4816284,1613.0,1498.747559,5388.678711,708.8413086,1642.98584,16392.41992,2004.999878,9234.405273,8554.50293,228.0,1251.390869,198.3000031,0.092696004,1607.300049
4030071.0,0,1,1,0,0,1,67.0,52.0,15.0,9.0,129.2656555,101510.6172,686.8098755,116.1227264,174.730896,580.9539795,1627.400024,541.0559082,6104.98877,804.1437378,2129.888916,18574.24023,1500.800049,11031.00098,6002.707031,212.0,129265.6641,50.29999924,0.100684002,1530.199951
4030078.0,0,1,1,0,1,1,68.0,52.0,16.0,11.0,1.462120056,96191.58594,4648.43457,110.7772598,171.9193573,559.5157471,1598.300049,1538.251465,5061.084961,666.0377197,1829.962036,15396.62988,1505.0,9927.811523,7798.402344,394.0,1462.121216,209.0,0.065770999,1592.900024
4030079.0,0,1,1,0,1,1,63.0,46.0,16.0,11.0,0.0,90318.04688,4852.388672,115.4634094,166.6186218,542.0645752,1594.599976,1403.447266,4456.429688,532.1919556,1731.55542,13416.05957,1505.300049,9720.302734,7387.508789,336.0,0.0,209.8999023,0.056499001,1576.300049
4030083.0,0,1,1,0,1,1,70.0,60.0,9.0,4.0,34.13663101,116123.8125,2028.398315,114.9424591,168.6958618,688.3619995,1586.300049,1189.835083,6151.285156,687.0809326,2537.888428,18394.88086,2003.100098,12010.40625,9098.879883,291.0,34136.625,352.0997009,0.069146,1512.5
4030084.0,0,0,1,1,1,1,57.0,49.0,8.0,3.0,0.0,97445.44531,4771.124512,118.0759354,165.6937103,588.105896,1600.800049,1600.199585,5715.677734,754.4450073,1929.665283,17393.89063,2004.5,10501.90527,7917.591797,280.0,0.0,297.3999939,0.084794,1612.400024
4030086.0,0,0,1,1,1,1,63.0,53.0,10.0,5.0,44.37239838,102552.7422,1593.784912,115.4800949,166.6052704,615.5432129,1618.199951,982.8190918,5694.667969,758.8444214,2037.0,17348.59961,2002.400146,10111.7959,7858.815918,436.0,44372.39453,180.1000061,0.059576001,1590.0
4030087.0,0,0,1,1,1,1,62.0,54.0,7.0,2.0,34.77584839,107174.1484,1920.574585,118.8989029,166.5984039,643.3084106,1595.300049,1127.217285,6076.501465,810.6814575,2056.0,18514.32031,2001.299927,10021.20801,9004.813477,265.0,34775.85156,189.8000031,0.073522002,1544.699951
4030088.0,0,0,1,1,1,1,62.0,51.0,10.0,5.0,43.92758942,101590.2734,1575.052734,117.7479019,166.8589325,608.8392944,1600.900024,962.2571411,5347.035645,708.7331543,2137.998535,16279.70996,2004.899902,9831.199219,8735.910156,278.0,43927.58984,170.0,0.064865999,1634.0
4030089.0,0,0,1,1,1,1,66.0,57.0,8.0,3.0,10.36633968,107473.25,3190.172607,111.3071671,169.8573303,632.7265625,1608.199951,1458.44397,6005.398438,798.2756958,2008.963013,18290.09961,2001.600098,11320.79297,10000.11816,288.0,10366.33789,232.3999939,0.049371999,1553.300049
4030090.0,0,0,1,1,1,1,58.0,48.0,9.0,4.0,0.0,95831.78125,4694.777832,117.5449448,168.0615234,570.2184448,1599.900024,1504.52356,5337.823242,703.059021,1575.999878,16240.07031,2000.699951,9761.607422,8650.114258,259.0,0.0,209.6000977,0.147486001,1525.199951
