Heat,Coke_1030_Label,Coke_fine_Label,dolo_Label,dri_Label,lime_Label,Slag_Label,Duration,Power On,Power Off,Delays,DRI [t],Ele [kWh],Ele [kWh/t],Ele [MW],Tapped [t],Tapped [kWh/t],Last Temp [C],Last Temp [kWh/t],O2 [Nm3],CH4 [Nm3],C.inj [kg],Chemical [MWh],C [kg],CaO [kg],MgO [kg],Tapping Time [Sec],EAF_DRI,HDRI(T),First C,First Temp
4024724.0,1,1,1,1,0,0,62.0,53.0,9.0,3.0,85.06526947,105514.8047,985.8197632,118.5189667,183.8675385,573.8631592,1610.0,714.3960571,5635.885254,637.0690918,2155.934326,16873.26953,2003.199829,9791.401367,10172.67676,311.0,85065.27344,129.1000061,0.0,1515.099976
4024725.0,1,1,1,1,0,1,63.0,54.0,9.0,4.0,100.585228,109631.2266,898.7513428,120.5474701,174.0847778,629.7576904,1603.099976,675.2998657,5307.250977,696.2210083,2018.962158,16139.75,2004.799927,9196.195313,10195.48438,291.0,100585.2344,119.5,0.130787,1507.5
4024727.0,1,1,1,1,0,1,61.0,53.0,8.0,3.0,89.63500977,106719.4609,964.1416626,119.5736237,176.9219971,603.2006226,1581.699951,710.2017822,6510.203125,747.1820679,2121.974854,19520.23047,2002.5,8888.612305,10162.44824,275.0,89635.01563,129.5998993,0.118441001,1550.199951
4024728.0,1,1,1,0,1,1,58.0,50.0,7.0,2.0,49.2359581,101006.1797,1430.83728,119.7701721,181.5786133,556.2669678,1593.099976,932.8726807,6260.916016,808.9107056,2182.888916,19007.65039,2005.299805,9231.896484,10119.20313,292.0,49235.96094,170.2998962,0.131452993,1572.199951
4024729.0,1,1,1,0,1,1,56.0,49.0,7.0,2.0,49.62847137,99126.64844,1395.610229,120.8452225,183.4684448,540.2926025,1588.5,902.8760376,6304.996094,727.9699707,1795.662476,18916.2207,2007.099854,9225.501953,10166.39258,277.0,49628.47266,169.8999939,0.115718,1638.0
4024730.0,1,1,1,0,1,1,57.0,49.0,8.0,3.0,50.0012207,99096.54688,1375.099121,120.0765991,177.3901215,558.6362305,1590.199951,956.2471924,6398.720215,743.8743286,1852.000122,19210.60938,2006.800049,9733.796875,10323.20215,294.0,50001.21875,169.6000061,0.096584,1505.400024
4024731.0,1,1,1,0,1,1,56.0,48.0,8.0,3.0,43.85560989,96401.54688,1498.084106,120.4183121,179.5282745,536.9713745,1589.599976,944.1085815,5932.833496,767.0132446,2132.987305,18012.89063,2010.099976,8657.094727,9827.087891,281.0,43855.60547,170.6000061,0.122221,1590.099976
4024732.0,1,1,1,0,1,1,56.0,47.0,9.0,4.0,44.05334854,93546.65625,1445.684204,119.2943573,183.324234,510.2797852,1617.400024,908.4504395,5725.600098,658.2419434,2026.629639,17170.55078,2005.200073,8771.599609,9877.384766,270.0,44053.34766,170.3000031,0.091199003,1580.300049
4024733.0,1,1,1,0,1,1,56.0,48.0,7.0,2.0,43.60416031,97409.96094,1509.912842,120.7145844,179.0109253,544.1565552,1587.0,944.3537598,5774.257813,660.0405273,1950.780396,17306.59961,2003.300049,8935.498047,9970.670898,282.0,43604.16016,170.8000031,0.075296,1588.300049
4024734.0,1,1,1,0,1,1,69.0,49.0,19.0,14.0,49.08319855,99978.70313,1423.80603,121.2271271,173.498703,576.2504272,1596.599976,914.4553223,5915.025391,771.0826416,1963.999756,17975.38086,2005.5,8954.217773,10176.41504,280.0,49083.19922,170.1999969,0.090369001,1592.400024
4024735.0,1,1,1,0,1,1,57.0,49.0,7.0,2.0,49.07901001,99756.50781,1422.953003,121.1617508,175.025116,569.9553833,1632.900024,927.5432129,5739.10498,652.2913208,1674.987183,17191.53906,2006.299927,9038.814453,9981.150391,267.0,49079.00781,170.3999939,0.082053997,1600.5
4024736.0,1,1,1,0,1,1,60.0,50.0,9.0,4.0,48.76712036,99042.98438,1407.365723,117.7136841,173.4953461,570.8682251,1595.900024,891.0823975,5651.598633,643.2276001,2149.999512,16931.71094,2002.699951,9541.790039,10063.12109,285.0,48767.125,171.3999939,0.071321003,1611.699951
4024737.0,1,1,1,0,1,1,65.0,53.0,11.0,6.0,75.32602692,107662.5781,1117.606567,119.9954453,181.2769775,593.9119873,1586.800049,776.8934326,6080.067383,692.230835,2233.962891,18215.99023,2005.200073,8958.444336,10043.49023,285.0,75326.03125,145.6000061,0.075806998,1518.900024
4024738.0,1,1,1,0,1,1,55.0,48.0,7.0,2.0,67.32800293,96143.76563,1090.335815,119.9714203,177.1999054,542.5723267,1578.400024,734.2335205,5387.078613,613.0563354,2057.999512,16139.05957,2006.099854,9112.208984,9731.80957,260.0,67328.0,142.6000061,0.062537998,1617.0
4024739.0,1,1,1,0,1,0,69.0,52.0,17.0,12.0,66.40384674,103832.0859,1194.394165,119.4998398,170.9898071,607.241394,1603.199951,808.6304321,5948.033691,676.2055664,2353.995361,17817.82031,2001.799927,8625.898438,9901.303711,269.0,66403.84375,143.6000977,0.084466003,1523.800049
4024740.0,1,1,1,0,1,1,60.0,52.0,8.0,3.0,74.50187683,102168.4375,1074.9198,117.3974991,182.3932648,560.1546631,1612.400024,778.8297729,5563.291992,640.7324219,2429.66626,16686.78906,2006.399902,8840.109375,9699.108398,305.0,74501.875,135.8999939,0.089633003,1519.699951
4024741.0,1,1,1,0,1,1,68.0,60.0,8.0,3.0,98.84410858,117350.8594,978.536499,116.6058807,172.3877869,680.7376709,1595.699951,720.4730225,6743.40625,765.7033691,3036.852051,20198.0293,2005.300049,9700.689453,9374.773438,305.0,98844.10938,129.5,0.108347997,1518.099976
4024742.0,1,1,1,0,1,1,61.0,54.0,7.0,2.0,46.19765091,107146.3906,1583.124023,118.7948914,176.8985748,605.6939087,1601.099976,983.5253906,6305.84668,716.5961914,3118.888428,18888.93945,2000.099976,9451.21582,10031.38477,262.0,46197.65234,174.5,0.0,1598.599976
4024743.0,1,1,1,0,1,1,63.0,52.0,11.0,6.0,45.67906189,103113.0156,1528.072021,117.7313232,176.8873138,582.930542,1592.0,959.3768311,6579.125488,761.7977905,2755.887939,19744.31055,2000.299927,9773.984375,10025.81738,246.0,45679.0625,169.8000031,0.112002,1557.199951
4024744.0,1,1,1,0,1,1,55.0,47.0,7.0,2.0,49.23939896,98275.23438,1417.644409,123.7030945,175.9793549,558.4475098,1583.199951,919.6224976,5545.474609,729.5048218,1920.99585,16869.5,2006.599976,8456.40332,9620.506836,247.0,49239.39844,160.0,0.074777,1605.5
4024745.0,1,1,1,0,1,1,64.0,49.0,14.0,9.0,79.23587799,101230.1797,1016.481873,121.557251,174.7619629,579.2460938,1590.900024,732.8600464,5966.640625,684.3474121,1983.773071,17889.23047,2002.5,8582.410156,9767.979492,261.0,79235.875,130.1000061,0.129369006,1557.099976
4024746.0,1,1,1,0,1,1,57.0,49.0,7.0,2.0,79.36865234,100972.7734,1013.176208,122.7632523,171.8268738,587.6425171,1575.199951,715.6199341,6261.29541,785.7576294,2140.962402,18948.4707,2000.400024,8311.5,9979.089844,268.0,79368.64844,130.5,0.141420007,1613.300049
4024747.0,1,1,1,0,1,1,54.0,47.0,7.0,2.0,73.71089172,96439.49219,1031.39563,123.1142426,171.0199127,563.907959,1582.800049,727.2770386,5824.749023,675.5649414,1989.962402,17483.28906,2004.5,8323.507813,9464.983398,249.0,73710.89063,130.6999969,0.122882999,1567.199951
4024748.0,1,1,1,0,1,1,51.0,44.0,6.0,1.0,73.8707428,91499.92188,976.4174194,124.5367584,171.6778259,532.9746094,1602.699951,692.0807495,6358.862793,793.1871948,1905.0,19231.2207,2001.000122,8499.513672,9338.584961,230.0,73870.74219,130.6000061,0.069224,1602.400024
4024749.0,1,1,1,0,1,1,53.0,44.0,9.0,4.0,78.54849243,91360.07031,934.2985229,124.2524567,169.9615173,537.5338135,1607.400024,673.508606,6434.163086,757.1886597,2131.041016,19340.92969,2001.199951,8138.802734,9096.179688,242.0,78548.48438,121.1999969,0.081525996,1520.300049
4024750.0,1,1,1,0,1,1,50.0,43.0,7.0,2.0,79.06413269,90418.5,919.9761963,124.7151718,170.9580841,528.8928223,1603.0,664.9176636,6660.103027,791.4725952,2029.888428,20040.10938,2005.299927,8111.391113,9102.695313,233.0,79064.125,120.4000015,0.077950001,1588.300049
4024751.0,1,1,1,0,1,1,43.0,36.0,7.0,2.0,17.59289932,76759.63281,2194.749512,125.8354645,167.2113342,459.0575867,1590.699951,1089.129028,6141.310547,740.4822998,1630.0,18506.78906,2001.699951,7233.703613,8145.902832,224.0,17592.90039,162.0,0.047348998,1618.0
4024752.0,1,1,1,1,1,1,68.0,60.0,8.0,3.0,169.6077881,125700.375,649.0750732,123.8088531,176.6399536,711.6192017,1612.400024,533.2694702,6851.424316,901.3536377,2366.011719,20842.36914,2004.099976,10508.21777,11540.65137,263.0,169607.7813,71.69999695,0.112995997,1522.199951
4024757.0,1,1,1,1,1,1,61.0,52.0,8.0,3.0,80.32505035,105094.3438,1028.825317,120.3370361,172.4702148,609.3477783,1613.599976,739.319519,6027.003906,686.2005615,2262.962891,18057.0293,2005.399902,9634.480469,10184.91211,289.0,80325.04688,137.0,0.081986003,1576.099976
4024758.0,1,1,1,1,1,1,54.0,46.0,7.0,2.0,38.01161957,97229.0625,1660.076416,124.1662369,178.1647491,545.7255859,1581.099976,973.6779785,5332.784668,605.4171753,2077.011475,15972.61035,2007.300049,8566.708008,9983.404297,255.0,38011.61719,170.8000031,0.086023003,1518.900024
4024761.0,1,1,1,1,1,1,59.0,51.0,7.0,2.0,84.35085297,104586.1328,999.2572632,121.8479233,177.9662781,587.6738892,1606.699951,725.0444336,5853.220703,664.5274658,2120.851318,17531.4707,2008.200073,8507.798828,9797.023438,251.0,84350.85156,130.0,0.077578999,1522.5
4024762.0,1,1,1,1,1,1,61.0,52.0,9.0,4.0,100.2383575,109779.6797,904.5859985,125.0258942,173.8980408,631.2876587,1576.599976,673.9890137,6033.166016,793.0467529,2277.654297,18351.4707,2001.5,8942.71875,10176.44629,267.0,100238.3594,119.1999969,0.085313998,1518.199951
4024774.0,1,0,0,1,1,1,64.0,55.0,9.0,4.0,0.089809999,108589.2188,5310.786133,118.0674057,170.0,638.7601318,1645.900024,1796.435913,5932.946777,773.628418,1959.555542,18030.39063,2007.300049,8921.806641,9428.00293,267.0,89.8097229,222.0,0.093553998,1601.300049
4024781.0,1,0,1,0,1,1,62.0,48.0,13.0,8.0,0.0,93556.99219,4781.781738,115.8999252,185.6606903,503.9138489,1586.900024,1547.752319,5785.974609,666.2577515,1597.55603,17354.40039,2002.499878,8760.396484,8802.402344,276.0,0.0,215.0,0.138572007,1588.800049
4024783.0,1,0,1,0,1,1,58.0,44.0,14.0,9.0,2.091890097,82107.07813,4196.890137,111.5416946,171.9702454,477.4493103,1634.5,1372.639526,5055.816406,581.3522339,1560.999146,15162.21973,2003.199951,7660.705078,7807.997559,226.0,2091.894775,169.3999939,0.140933007,1594.400024
4024784.0,1,0,1,0,1,1,62.0,46.0,15.0,10.0,4.59487009,86962.5625,4071.757568,111.569931,177.6325684,489.5643005,1691.0,1446.921875,5405.477539,627.0093994,1494.999756,16225.01953,2003.399902,7392.41748,7366.812012,252.0,4594.865234,179.1999969,0.121960998,1513.400024
4024787.0,1,0,1,0,1,1,63.0,51.0,11.0,6.0,0.156100005,101201.3828,4704.811035,116.8832169,176.4896698,573.4125366,1606.400024,1628.266235,6010.318359,682.6051636,2556.961426,18002.63086,2006.100098,9349.185547,9998.807617,252.0,156.1041718,226.6999969,0.094603002,1577.5
4024790.0,1,0,1,0,1,2,54.0,47.0,6.0,1.0,0.0,91471.0,4726.689941,115.9083405,177.5927734,515.0603638,1595.800049,1511.246094,5689.61084,726.6027832,2153.0,17251.10938,2001.5,8228.40332,9122.113281,207.0,0.0,203.8000031,0.120546997,1570.400024
4024791.0,1,0,1,0,1,2,70.0,46.0,23.0,18.0,0.0,91662.21094,4581.138184,118.4861603,179.4930878,510.6726685,1616.900024,1527.484131,5222.970215,594.3339233,1771.0,15647.29004,2002.300049,9005.0,9001.306641,219.0,0.0,201.1999969,0.093139,1590.199951
4024794.0,1,0,1,0,1,2,55.0,47.0,8.0,3.0,0.0,91224.02344,4944.177246,116.044693,172.7937775,527.935791,1594.900024,1543.626831,5347.272461,608.9399414,1522.987549,16020.87988,2004.800171,9306.492188,7139.505859,184.0,0.0,215.3999939,0.070648,1639.800049
4024796.0,1,0,1,0,1,2,56.0,48.0,7.0,2.0,0.0,94518.92188,4587.223633,116.9306259,175.1435699,539.6653442,1612.5,1522.040527,5625.680176,650.2734985,1989.987061,16880.05078,2001.799927,9301.012695,9302.005859,221.0,0.0,206.3000031,0.130467996,1513.699951
4024804.0,1,0,1,0,1,2,60.0,50.0,10.0,5.0,0.0,97886.86719,4546.064941,117.3859863,176.047821,556.024292,1600.0,1590.822998,5286.760742,677.7700806,2627.658691,16036.45996,2003.100098,10693.1123,8836.006836,234.0,0.0,263.7000122,0.273687989,1568.800049
4024806.0,1,0,1,0,1,2,69.0,54.0,15.0,10.0,0.02111,104068.5,4811.837891,115.4179306,175.0707245,594.4368896,1607.599976,1600.416992,5662.15625,645.055542,2582.552979,16964.96094,1506.699951,11152.49609,8947.297852,231.0,21.10944366,216.5,0.104693003,1529.699951
4024811.0,1,0,1,0,1,2,56.0,47.0,8.0,3.0,0.0,95296.74219,4722.024902,119.5776443,180.3502502,528.3981934,1601.599976,1512.588623,6104.90625,711.9335327,1754.987671,18334.2793,1503.899902,10543.73242,8133.696289,205.0,0.0,217.2001038,0.152108997,1543.599976
4024815.0,1,0,1,0,1,0,59.0,50.0,8.0,3.0,0.0,99861.49219,4642.930176,118.9220581,178.7474823,558.673584,1649.400024,1634.741455,6796.417969,860.2581177,1546.658447,20586.99023,1503.800171,10316.00488,9688.490234,244.0,0.0,228.8000031,0.137215003,1603.099976
4024817.0,1,0,1,0,1,0,66.0,53.0,12.0,7.0,49.40734863,102165.2031,1461.142456,114.0448761,170.4517365,599.3790894,1589.400024,908.2966309,5774.048828,653.0073242,1840.107422,17287.75,1504.099854,9762.205078,9247.798828,232.0,49407.35547,150.6000061,0.068567999,1519.0
4024818.0,1,0,1,0,1,0,66.0,43.0,23.0,18.0,0.0,83779.96875,4718.108398,115.8248444,176.3841705,474.9857788,1615.099976,1424.856567,4838.202148,548.2521362,1107.332886,14488.59961,1505.999756,8020.40332,8230.705078,397.0,0.0,176.8000031,0.083864003,1516.0
4024821.0,1,0,1,0,1,0,66.0,54.0,11.0,6.0,0.0,106388.8828,4993.158691,117.0180206,178.4434052,596.2052002,1638.400024,1720.931885,6092.993652,691.4250488,1500.352539,18248.78906,1501.999878,9902.023438,9902.902344,317.0,0.0,220.1000061,0.071796,1519.900024
4024822.0,1,0,1,0,1,0,62.0,48.0,14.0,9.0,0.0,94417.69531,4667.670898,117.0870514,180.3456421,523.5374756,1549.5,1524.039917,5388.98877,607.2022095,896.9998779,16129.0,1503.5,9368.40625,9356.103516,254.0,0.0,214.6000061,0.084817998,1524.400024
4024825.0,1,0,1,0,1,0,62.0,50.0,11.0,6.0,0.0,99819.15625,4689.582031,118.9503326,177.9932404,560.8030396,1636.699951,1627.601807,5411.785645,611.0518188,1163.963013,16200.5498,1502.0,9879.102539,9904.199219,267.0,0.0,214.8000031,0.097332001,1520.400024
4024826.0,1,0,1,0,1,0,56.0,47.0,9.0,4.0,0.0,94326.29688,4533.436035,118.8986969,176.9502869,533.0666504,1640.900024,1547.857788,5086.57373,565.9939575,1457.0,15205.33008,1500.400024,10001.70703,9304.697266,311.0,0.0,210.3000031,0.068150997,1566.099976
4024827.0,1,0,1,0,1,0,59.0,51.0,8.0,3.0,0.0,103502.5,4543.489258,120.85923,176.2449341,587.2651367,1606.699951,1648.410767,5918.896484,663.2410278,1508.0,17705.44922,2001.599976,9557.298828,11221.50098,223.0,0.0,228.6999969,0.061335001,1522.0
4024831.0,1,0,1,0,1,0,63.0,55.0,8.0,3.0,0.0,111321.9063,4950.98291,121.4420776,175.8465271,633.0628662,1655.800049,1781.564331,6351.372559,826.8034668,2570.88916,19298.40039,2002.699951,9481.299805,11000.81055,216.0,0.0,227.1999969,0.130421996,1700.400024
4024860.0,1,0,0,1,0,0,67.0,54.0,13.0,8.0,0.0,104492.3906,5568.947754,115.0726852,170.0,614.6611328,1594.800049,1744.250854,3259.822266,412.620697,1441.888916,9874.339844,1502.099976,9358.509766,7902.793457,329.0,0.0,221.1000061,0.080117002,1619.0
4024865.0,1,0,0,1,0,0,63.0,50.0,13.0,8.0,45.33718872,98431.48438,1575.125,116.7556305,170.0,579.008728,1596.599976,605.5197754,5370.958496,681.3815918,2227.0,16273.17969,1000.5,7389.821289,8763.705078,351.0,45337.19141,154.6999969,0.082999997,1526.5
4024883.0,1,0,1,0,1,0,70.0,62.0,8.0,3.0,210.1769562,124182.2266,537.937561,119.8541565,182.7249298,679.612915,1581.400024,464.3377686,4664.272949,577.2739868,1986.110596,14094.4502,2001.500122,9257.401367,9412.90918,298.0,210176.9688,0.0,0.058161002,1677.099976
4024885.0,1,0,1,0,1,0,66.0,57.0,8.0,3.0,205.421463,115484.9844,507.6385498,119.639122,170.0,679.3234253,1597.699951,441.9169006,5495.662109,605.9855957,1268.963013,16413.84961,2003.700073,11001.67285,9067.669922,318.0,205421.4688,0.0,0.064493999,1523.800049
4024886.0,1,0,1,0,1,0,70.0,62.0,8.0,3.0,216.9911041,124229.0,521.4701538,120.1893005,174.1880188,713.1891479,1605.300049,452.9901123,5908.466797,649.4342041,2720.222168,17641.39063,2002.599976,9175.101563,10059.59082,331.0,216991.1094,0.0,0.062192999,1612.400024
4024898.0,1,0,1,0,1,0,66.0,58.0,7.0,2.0,215.4574432,120722.4297,509.2598877,124.3492813,173.089798,697.4555054,1583.199951,291.5385437,5567.463867,732.5673218,2677.0,16936.83008,2002.700073,9953.604492,9640.902344,244.0,215457.4531,0.0,0.087385997,1614.400024
4024899.0,1,0,1,0,1,0,68.0,59.0,8.0,3.0,214.2729645,124463.7344,527.3456421,124.8452072,176.7602234,704.138855,1597.099976,288.170929,5568.482422,655.5188599,1987.959229,16739.25,2002.200073,9802.210938,9941.896484,284.0,214272.9531,0.0,0.133930996,1561.300049
4024901.0,1,0,1,0,1,0,68.0,59.0,9.0,4.0,215.1126404,123138.5703,520.4626465,124.4522324,177.0635529,695.4484253,1534.900024,436.5739746,5668.794434,623.7974854,1707.962769,16927.61914,2000.900024,9774.702148,9706.209961,270.0,215112.6406,0.0,0.089362003,1591.599976
