tar,heat_no,type_dri,fe_metal,fe_total,md,c,s,cao,sio2,mgo,al2o3,p,mno,gunge,feo,dqi,feo_c
14021221,4026381,COLD,82.7,88.0,94.0,2.2,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.2816,6.8184,71318.31,3.099
14021222,4026389,HOT,78.2,86.0,90.9,1.7,0.003,0.95,5.29,0.74,0.96,0.096,0.035,10.065,10.035,-1840492.3,5.903
14021222,4026389,COLD,82.7,87.6,94.4,2.0,0.003,0.89,4.95,1.32,0.96,0.058,0.04,8.9962,6.3038,-1745466.8,3.152
14021222,4026395,HOT,80.2,87.8,91.3,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.4227,9.7773,83077.101,6.111
14021222,4026401,HOT,79.4,87.3,91.0,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.837,10.163,90046.144,6.352
14021222,4026401,COLD,82.0,88.4,92.8,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,7.8665,8.2335,72954.083,4.333
14021223,4026409,HOT,79.3,87.5,90.6,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.451,10.549,90200.328,6.205
14021223,4026409,COLD,81.3,87.0,93.4,2.5,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.8671,7.3329,84011.624,2.933
14021223,4026416,HOT,82.0,88.7,92.4,1.5,0.003,0.0,0.0,0.0,0.0,0.0,0.0,7.8806,8.6194,68894.712,5.746
14021223,4026416,COLD,82.3,87.9,93.6,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.8957,7.2043,69730.814,4.503
14021223,4026421,HOT,80.6,87.7,91.9,1.5,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.766,9.134,80481.517,6.089
14021223,4026421,COLD,82.0,88.3,92.9,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.0952,8.1048,72496.9,4.503
14021224,4020000,COLD,80.6,86.1,93.6,1.7,0.003,0.91,5.35,0.78,0.96,0.103,0.034,10.624,7.0756,-1877244,4.162
14021224,4026427,COLD,79.7,86.7,91.9,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.5946,9.0054,89634.407,5.297
14021224,4026433,HOT,76.8,86.1,89.2,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.536,11.964,109095.017,7.038
14021224,4026433,COLD,80.5,87.2,92.3,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.8806,8.6194,85481.312,4.31
14021225,4026441,HOT,77.4,86.2,89.8,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.679,11.321,104609.752,7.076
14021225,4026441,COLD,80.8,87.0,92.9,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.4238,7.9762,83176.826,4.431
14021225,4026448,HOT,78.3,87.7,89.3,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.007,12.093,95781.548,7.558
14021225,4026448,COLD,80.1,87.0,92.1,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.3233,8.8767,86906.325,5.222
14021225,4026454,HOT,82.2,87.6,93.8,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.953,6.947,73030.003,3.656
14021226,4026463,HOT,81.2,87.1,93.2,1.9,0.003,0.93,5.72,0.81,1.0,0.098,0.035,9.3098,7.5902,-2018153,3.995
14021226,4026463,COLD,82.8,87.8,94.3,1.5,0.003,0.9,5.45,0.8,0.98,0.11,0.035,9.2676,6.4324,-1933338,4.288
14021226,4026470,HOT,79.9,87.6,91.2,1.4,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.7941,9.9059,84407.577,7.076
14021226,4026470,COLD,81.7,87.3,93.6,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.1957,7.2043,77361.085,3.792
14021226,4026474,HOT,79.1,87.3,90.6,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.751,10.549,91436.265,6.593
14021226,4026474,COLD,81.3,87.6,92.8,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.6952,8.1048,78909.806,4.266
14021227,4026483,HOT,78.7,87.8,89.6,1.3,0.003,0.98,4.94,0.67,0.92,0.092,0.039,8.293,11.707,-1721964,9.005
14021227,4026483,COLD,81.8,87.8,93.2,2.3,0.003,0.93,5.58,0.75,0.97,0.102,0.036,8.1811,7.7189,-1969179.8,3.356
14021227,4026490,HOT,81.0,87.2,92.9,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.2238,7.9762,81287.145,4.431
14021227,4026490,COLD,82.7,87.9,94.1,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.0103,6.6897,67592.413,4.181
14021227,4026497,HOT,81.1,86.9,93.3,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.6384,7.4616,81128.545,4.145
14021227,4026497,COLD,81.9,87.3,93.8,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.553,6.947,73903.296,4.342
14021228,4026505,HOT,81.5,87.9,92.7,1.6,0.003,0.92,4.71,0.62,0.9,0.115,0.037,8.6665,8.2335,-1653340.3,5.146
14021228,4026505,COLD,79.8,85.9,92.9,2.1,0.003,0.95,5.6,0.73,1.0,0.095,0.035,10.253,7.8475,-1960834.9,3.737
14021228,4026511,HOT,79.4,87.2,91.1,1.5,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.065,10.035,89588.961,6.69
14021228,4026511,COLD,81.0,87.4,92.7,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.0665,8.2335,80240.282,4.843
14021228,4020000,COLD,81.7,87.6,93.2,2.2,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.5098,7.5902,77877.914,3.45
14021228,4026517,HOT,77.9,86.2,90.4,1.9,0.003,0.96,4.62,0.67,0.92,0.096,0.038,9.522,10.678,-1591495.3,5.62
14021228,4026517,COLD,80.0,87.1,91.8,1.8,0.003,0.93,5.19,0.7,0.95,0.102,0.035,9.066,9.134,-1817068.1,5.074
14021229,4026524,HOT,81.1,87.8,92.4,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.5806,8.6194,78705.761,5.07
14021229,4026524,COLD,81.0,86.3,93.9,2.3,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.8816,6.8184,87179.62,2.965
14021229,4026531,HOT,80.4,87.3,92.0,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.0233,8.8767,83217.084,5.222
14021229,4026531,COLD,81.9,87.8,93.3,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.8098,7.5902,73574.238,4.465
14030101,4030001,HOT,80.1,87.6,91.4,1.4,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.8514,9.6486,82911.016,6.892
14030101,4030001,COLD,81.8,87.5,93.5,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.0671,7.3329,75565.942,4.074
14030101,4030011,HOT,79.7,87.6,91.0,1.4,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.737,10.163,85904.137,7.259
14030101,4030011,COLD,81.6,87.4,93.4,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.1384,7.4616,77259.062,4.145
14030101,4030016,HOT,79.7,87.0,91.6,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.3087,9.3913,88390.984,5.87
14030101,4030016,COLD,81.3,87.7,92.7,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.8665,8.2335,76752.018,5.146
14030102,4030025,HOT,79.5,87.0,91.4,1.9,0.003,0.9,5.01,0.66,0.92,0.114,0.038,8.9514,9.6486,-1746430.4,5.078
14030102,4030025,COLD,79.7,86.7,91.9,1.7,0.003,0.93,5.21,0.77,0.98,0.097,0.035,9.5946,9.0054,-1822029.2,5.297
14030102,4030031,HOT,78.8,86.5,91.1,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.4941,9.9059,96561.073,5.503
14030102,4030031,COLD,78.9,86.4,91.3,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.4514,9.6486,97316.839,4.824
14030102,4030037,HOT,79.2,86.6,91.5,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.48,9.52,94226.111,5.289
14030102,4030037,COLD,80.1,87.2,91.9,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.866,9.134,87820.691,4.807
14030103,4030045,HOT,77.5,86.2,89.9,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.708,11.192,103861.472,6.995
14030103,4030045,COLD,80.7,87.0,92.8,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.3952,8.1048,83925.106,4.503
14030103,4030051,HOT,78.6,86.5,90.9,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.437,10.163,98057.634,5.646
14030103,4030051,COLD,80.1,86.8,92.3,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.4806,8.6194,87953.188,4.789
14030103,4030056,HOT,83.0,88.6,93.7,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.0957,7.2043,64625.394,4.238
14030104,4030064,HOT,82.0,88.6,92.6,1.8,0.003,0.89,4.66,0.63,0.9,0.122,0.037,7.7092,8.4908,-1637949.3,4.717
14030104,4030064,COLD,80.1,87.0,92.1,1.9,0.003,0.93,5.49,0.73,0.98,0.103,0.035,9.1233,8.8767,-1926188,4.672
14030104,4030000,COLD,79.2,87.1,90.9,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.037,10.163,91081.105,6.352
14030105,4030073,HOT,81.2,87.6,92.7,1.8,0.003,0.96,4.86,0.68,0.94,0.085,0.038,8.7665,8.2335,-1704236.6,4.574
14030105,4030073,COLD,81.3,87.1,93.3,2.2,0.003,0.95,5.3,0.73,0.97,0.09,0.039,9.0384,7.4616,-1862832.8,3.392
14030105,4030078,HOT,78.0,86.1,90.6,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.579,10.421,103786.322,5.211
14030105,4030078,COLD,80.1,87.1,92.0,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.8946,9.0054,88670.994,4.503
14030105,4030083,HOT,78.6,86.5,90.9,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.437,10.163,98057.634,5.646
14030105,4030083,COLD,80.0,86.4,92.6,2.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.6665,8.2335,91448.938,3.921
14030106,4030092,HOT,78.7,86.5,91.0,2.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.665,10.035,102539.296,3.86
14030106,4030092,COLD,82.2,87.7,93.7,2.2,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.5244,7.0756,74794.672,3.216
14030106,4030098,COLD,82.2,87.9,93.5,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.7671,7.3329,71132.837,4.313
14030106,4030104,HOT,80.6,87.2,92.4,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.3092,8.4908,82118.06,5.307
14030106,4030104,COLD,82.6,88.0,93.9,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.753,6.947,68797.876,4.086
14030107,4030110,HOT,79.5,87.2,91.2,1.9,0.003,0.92,4.89,0.59,0.85,0.112,0.029,8.6941,9.9059,-1702792.9,5.214
14030107,4030110,COLD,82.1,87.4,93.9,2.4,0.003,0.89,5.23,0.69,0.89,0.121,0.03,8.6816,6.8184,-1841561.9,2.841
14030107,4030116,HOT,79.6,87.1,91.4,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.9514,9.6486,90250.19,5.36
14030107,4030116,COLD,81.5,88.0,92.6,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.2379,8.3621,76627.005,4.401
14030107,4030121,HOT,80.1,87.2,91.9,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.866,9.134,87820.691,4.807
14030107,4030121,COLD,81.4,87.6,92.9,2.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.5238,7.9762,79469.012,3.798
14030108,4030130,HOT,82.7,88.6,93.3,1.7,0.003,0.85,4.96,0.68,0.95,0.112,0.038,8.0098,7.5902,-1753917.6,4.465
14030108,4030138,HOT,80.1,87.7,91.3,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.4227,9.7773,84675.685,5.751
14030108,4030138,COLD,82.5,88.8,93.0,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,7.6952,8.1048,67973.675,4.768
14030108,4030144,HOT,79.1,87.8,90.1,2.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,7.108,11.192,96990.894,4.305
14030108,4030144,COLD,83.4,88.4,94.3,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.2676,6.4324,63332.879,3.385
14030109,4030152,HOT,79.1,87.6,90.3,1.5,0.003,0.87,5.26,0.72,0.96,0.106,0.036,8.465,10.935,-1839816.9,7.29
14030109,4030152,COLD,78.1,85.9,90.9,1.6,0.003,0.88,5.56,0.78,1.01,0.094,0.039,10.265,10.035,-1939270.1,6.272
14030109,4030159,HOT,78.4,86.4,90.7,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.708,10.292,97588.549,6.433
14030109,4030159,COLD,81.2,87.5,92.8,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.7952,8.1048,79854.647,4.266
14030109,4030166,HOT,80.1,87.6,91.4,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.5514,9.6486,84872.245,5.676
14030109,4030166,COLD,80.9,87.8,92.1,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.3233,8.8767,80655.088,4.672
14030110,4030174,HOT,78.2,85.9,91.0,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.294,9.9059,100067.91,6.191
14030110,4030174,COLD,81.0,87.5,92.6,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.6379,8.3621,82004.95,4.181
14030110,4030179,HOT,77.6,86.1,90.1,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.865,10.935,103309.752,6.834
14030110,4030179,COLD,78.9,86.2,91.5,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.009,9.3913,95748.73,5.524
14030110,4030186,HOT,80.3,87.4,91.9,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.866,9.134,84623.524,5.373
14030110,4030186,COLD,82.0,88.0,93.2,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.3811,7.7189,73740.324,4.063
14030111,4030193,HOT,78.5,86.5,90.8,2.3,0.003,0.86,5.07,0.81,0.97,0.105,0.035,8.908,10.292,-1758219.9,4.475
14030111,4030193,COLD,79.3,86.4,91.8,1.9,0.003,0.9,5.08,0.78,0.96,0.088,0.038,9.666,9.134,-1769439.1,4.807
14030111,4030201,HOT,80.5,87.2,92.3,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.2806,8.6194,82866.341,5.387
14030111,4030201,COLD,82.5,88.0,93.8,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.7244,7.0756,69546.156,4.162
14030111,4030206,HOT,79.1,86.3,91.7,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.037,9.2627,94256.586,5.789
14030111,4030206,COLD,80.6,86.9,92.8,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.3952,8.1048,85523.689,4.266
14030112,4030214,HOT,78.7,86.5,91.0,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.565,10.035,96655.61,5.903
14030112,4030214,COLD,78.9,86.4,91.3,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.4514,9.6486,97316.839,4.824
14030113,4030219,HOT,78.7,86.9,90.6,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.051,10.549,95869.37,6.205
14030113,4030219,COLD,80.6,87.8,91.8,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.3373,9.2627,82246.186,5.146
14030113,4030227,HOT,77.4,86.1,89.9,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.808,11.192,104806.312,6.995
14030113,4030227,COLD,78.9,86.3,91.4,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.88,9.52,95552.17,5.6
14030113,4030233,HOT,78.3,86.4,90.6,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.679,10.421,98336.829,6.513
14030113,4030233,COLD,81.0,87.5,92.6,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.6379,8.3621,82004.95,4.181
14030114,4030242,HOT,80.4,86.5,92.9,2.9,0.003,0.91,5.16,0.7,0.99,0.088,0.036,8.8525,7.8475,-1799828.3,2.706
14030114,4030242,COLD,81.6,86.9,93.9,2.5,0.003,0.9,5.19,0.76,0.97,0.094,0.038,9.0816,6.8184,-1821507.1,2.727
14030114,4030249,HOT,81.2,86.6,93.8,2.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.753,6.947,83785.893,3.308
14030114,4030249,COLD,79.3,85.8,92.4,2.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.238,8.3621,97011.541,3.982
14030114,4030255,HOT,79.6,87.6,90.9,1.4,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.708,10.292,86652.418,7.351
14030114,4030255,COLD,81.4,87.4,93.1,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.9811,7.7189,78554.646,4.063
14030115,4030264,HOT,80.7,86.8,93.0,2.2,0.003,1.0,5.74,0.85,1.03,0.085,0.039,9.2525,7.8475,-2019199.1,3.567
14030115,4030264,COLD,81.3,86.8,93.7,2.1,0.003,0.93,5.44,0.79,0.99,0.096,0.037,9.5244,7.0756,-1913411.2,3.369
14030115,4030000,COLD,80.4,87.6,91.8,2.2,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.1373,9.2627,86750.838,4.21
14030115,4030272,HOT,81.4,87.8,92.7,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.3665,8.2335,78422.149,4.117
14030115,4030272,COLD,82.1,87.8,93.5,2.5,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.0671,7.3329,77307.621,2.933
14030115,4030278,HOT,77.1,85.1,90.6,2.3,0.003,0.92,5.27,0.75,0.98,0.102,0.036,10.308,10.292,-1820086,4.475
14030115,4030278,COLD,80.8,87.3,92.6,1.6,0.003,0.91,5.32,0.76,0.98,0.1,0.036,9.2379,8.3621,-1870745.4,5.226
14030116,4030285,HOT,76.9,85.3,90.2,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.594,10.806,110773.938,6.356
14030116,4030285,COLD,79.9,87.2,91.6,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.9087,9.3913,87808.789,5.217
14030116,4030291,HOT,80.4,87.6,91.8,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.5373,9.2627,84135.866,5.146
14030116,4030291,COLD,81.5,88.2,92.4,2.2,0.003,0.0,0.0,0.0,0.0,0.0,0.0,7.6806,8.6194,78195.114,3.918
14030116,4030298,HOT,78.7,86.3,91.2,2.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.4227,9.7773,99663.702,4.656
14030116,4030298,COLD,80.8,87.1,92.8,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.2952,8.1048,82980.265,4.503
14030117,4030307,HOT,77.6,86.0,90.2,2.3,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.294,10.806,108082.512,4.698
14030117,4030307,COLD,77.9,85.5,91.1,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.523,9.7773,104406.477,5.432
14030117,4030000,COLD,80.1,87.0,92.1,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.0233,8.8767,88867.554,4.438
14030117,4030314,HOT,78.8,86.1,91.5,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.8087,9.3913,98654.799,4.696
14030117,4030314,COLD,80.7,87.2,92.5,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.9379,8.3621,83984.752,4.181
14030117,4030321,HOT,80.0,87.0,91.9,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.1946,9.0054,87453.629,5.003
14030117,4030321,COLD,81.5,87.6,93.0,2.3,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.3525,7.8475,80028.217,3.412
14030118,4030329,HOT,77.8,85.8,90.7,2.5,0.003,0.92,4.86,0.68,0.94,0.106,0.036,9.408,10.292,-1674099.6,4.117
14030118,4030329,COLD,79.5,86.1,92.3,1.5,0.003,0.95,5.2,0.72,0.97,0.083,0.038,10.509,8.4908,-1816991.6,5.661
14030118,4030337,HOT,81.6,86.7,94.1,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.039,6.5611,78634.983,3.645
14030118,4030337,COLD,79.4,85.5,92.9,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.753,7.8475,97053.917,3.924
14030118,4030343,HOT,79.9,86.8,92.1,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.2233,8.8767,90757.235,4.438
14030118,4030343,COLD,81.9,87.8,93.3,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.7098,7.5902,74227.981,4.217
14030119,4030351,HOT,79.0,85.9,92.0,1.8,0.003,0.93,5.6,0.86,1.01,0.098,0.036,10.323,8.8767,-1957664.6,4.932
14030119,4030351,COLD,78.7,85.9,91.6,2.0,0.003,0.92,5.13,0.75,0.96,0.096,0.036,10.037,9.2627,-1782513.7,4.631
14030119,4030359,HOT,79.7,86.6,91.9,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.7233,8.8767,88976.247,5.222
14030119,4030359,COLD,80.7,87.1,92.7,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.3665,8.2335,83074.803,4.843
14030120,4030365,HOT,81.5,87.2,93.5,2.2,0.003,0.93,5.18,0.68,0.97,0.094,0.036,8.9671,7.3329,-1819640.5,3.333
14030120,4030365,COLD,80.2,86.1,93.1,2.0,0.003,0.92,5.45,0.74,0.99,0.094,0.036,10.21,7.5902,-1909836.6,3.795
14030120,4030369,HOT,79.9,86.5,92.4,2.3,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.3092,8.4908,93308.144,3.692
14030120,4030369,COLD,81.4,87.4,93.1,1.5,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.3811,7.7189,75939.675,5.146
14030120,4030375,HOT,78.0,84.8,92.0,2.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,11.152,8.7481,107850.066,4.166
14030120,4030375,COLD,81.5,86.0,94.8,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.811,5.7892,82267.647,3.047
14030121,4030384,HOT,80.9,86.6,93.4,1.7,0.003,0.92,5.33,0.78,0.98,0.1,0.037,10.067,7.3329,-1873133.2,4.313
14030121,4030384,COLD,80.5,86.2,93.4,1.6,0.003,0.92,5.61,0.83,1.01,0.1,0.036,10.567,7.3329,-1972745.8,4.583
14030121,4030391,HOT,79.2,85.8,92.3,2.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.209,8.4908,97759.821,4.043
14030121,4030391,COLD,81.0,86.6,93.5,2.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.6957,7.2043,84427.734,3.431
14030121,4030398,HOT,79.5,87.5,90.9,2.5,0.003,0.0,0.0,0.0,0.0,0.0,0.0,7.708,10.292,94788.43,4.117
14030121,4030398,COLD,81.3,87.3,93.1,1.9,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.0811,7.7189,79499.487,4.063
14030122,4030406,HOT,79.3,86.2,92.0,2.4,0.003,0.95,5.31,0.75,0.99,0.088,0.037,9.4233,8.8767,-1850169.3,3.699
14030122,4030406,COLD,80.8,86.2,93.7,1.9,0.003,0.93,5.63,0.8,0.99,0.091,0.037,10.353,6.947,-1980367.8,3.656
14030122,4030413,HOT,77.3,85.3,90.6,2.3,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.108,10.292,111703.274,4.475
14030122,4030413,COLD,80.7,87.3,92.4,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.0092,8.4908,82480.706,4.717
14030122,4030420,HOT,78.5,86.3,91.0,2.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.365,10.035,101160.263,4.779
14030122,4030420,COLD,80.7,87.1,92.7,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.2665,8.2335,83728.546,4.574
14030123,4030428,HOT,79.0,86.2,91.6,1.5,0.003,0.96,4.86,0.6,0.94,0.091,0.036,10.237,9.2627,-1689548,6.175
14030123,4030428,COLD,81.0,87.0,93.1,1.6,0.003,0.92,5.39,0.77,0.98,0.096,0.037,9.6811,7.7189,-1897336.8,4.824
14030123,4030438,HOT,80.3,87.5,91.8,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.8373,9.2627,83773.221,5.789
14030123,4030438,COLD,81.7,88.0,92.8,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.3952,8.1048,74476.702,4.503
14030123,4030441,HOT,78.2,86.3,90.6,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.779,10.421,99281.669,6.513
14030123,4030443,HOT,79.1,87.1,90.9,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.808,10.292,93991.591,5.718
14030123,4030445,HOT,78.7,87.5,90.0,1.6,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.379,11.321,94036.266,7.076
14030123,4030445,COLD,80.2,87.5,91.7,1.5,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.9087,9.3913,83867.758,6.261
14030124,4030452,HOT,80.4,86.0,93.5,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.396,7.2043,89443.034,3.602
14030124,4030452,COLD,77.5,84.8,91.4,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,11.309,9.3913,108775.519,5.217
14030124,4030460,HOT,79.5,86.7,91.7,1.8,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.4373,9.2627,91784.71,5.146
14030124,4030460,COLD,78.4,86.7,90.4,1.3,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.622,10.678,95037.64,8.214
14030124,4030468,HOT,79.5,86.1,92.3,2.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.009,8.4908,94271.557,4.245
14030124,4030468,COLD,80.3,86.4,92.9,1.3,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.553,7.8475,83974.153,6.037
14030125,4030475,HOT,78.9,85.7,92.1,1.8,0.003,0.96,5.29,0.66,0.99,0.094,0.036,10.552,8.7481,-1842777.4,4.86
14030125,4030475,COLD,80.0,86.3,92.7,1.8,0.003,0.95,5.17,0.71,0.97,0.082,0.039,10.095,8.1048,-1807302.5,4.503
14030125,4030484,HOT,77.4,85.6,90.4,2.4,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.651,10.549,111019.056,4.395
14030125,4030490,HOT,79.0,86.9,90.9,2.1,0.003,0.0,0.0,0.0,0.0,0.0,0.0,8.737,10.163,96239.501,4.84
14030125,4030490,COLD,80.4,87.2,92.2,1.4,0.003,0.0,0.0,0.0,0.0,0.0,0.0,9.4519,8.7481,82307.135,6.249
14030126,4030000,COLD,77.1,85.1,90.6,1.7,0.003,0.0,0.0,0.0,0.0,0.0,0.0,10.908,10.292,109670.497,6.054
