Heat,c (Coke1030),s (Coke1030),s112 (Coke1030),Coke1030_labels,c (CokeFine),s (CokeFine),s05 (CokeFine),CokeFine_labels,cao (Dolomite),mgo (Dolomite),s0_95 (Dolomite),s95_385 (Dolomite),s385_1000 (Dolomite),Dolomite_labels,fe_metal (DRI),fe_total (DRI),md (DRI),c (DRI),gunge (DRI),feo (DRI),feo_c (DRI),Dri_labels,cao (Lime),mgo (Lime),s0_95 (Lime),Lime_labels,cao (Slag),feo (Slag),sio2 (Slag),mgo (Slag),al2o3 (Slag),p2o5 (Slag),mno (Slag),b2 (Slag),b3 (Slag),b4 (Slag),Slag_labels,Duration (EAF),Power On (EAF),Power Off (EAF),Delays (EAF),DRI [t] (EAF),Ele [MW] (EAF),Tapped [t] (EAF),Tapped [kWh/t] (EAF),O2 [Nm3] (EAF),CH4 [Nm3] (EAF),C.inj [kg] (EAF),Chemical [MWh] (EAF),C [kg] (EAF),CaO [kg] (EAF),MgO [kg] (EAF),Tapping Time [Sec] (EAF),EAF_DRI (EAF),HDRI(T) (EAF)
4030222.0,80.2,1.5,4.0,1.0,96.35,0.9,4.0,0.0,54.7,32.6,2.0,48.0,0.0,1.0,80.17,87.2,91.93,1.83,8.95,9.05,4.98,0.0,91.0,1.2,5.0,1.0,25.8,36.3,19.8,8.5,4.0,0.928,0.154,1.3,1.08,1.44,2.0,59.0,50.0,9.0,4.0,55.38129044,117.598114,170.7377167,582.5801392,5324.681641,701.3625488,1144.654297,16200.17969,1504.399902,9222.105469,8982.294922,354.0,55381.28516,158.3000031
4030224.0,80.2,1.5,4.0,1.0,96.35,0.9,4.0,0.0,54.7,32.6,2.0,48.0,0.0,1.0,80.17,87.2,91.93,1.83,8.95,9.05,4.98,0.0,91.0,1.2,5.0,1.0,25.8,36.3,19.8,8.5,4.0,0.928,0.154,1.3,1.08,1.44,2.0,61.0,52.0,9.0,4.0,55.51348877,115.3513412,170.6448212,594.480957,6094.739746,803.1317749,1007.987671,18543.93945,1505.200073,10928.50977,10646.99902,326.0,55513.49219,174.8000031
4030227.0,80.2,1.5,4.0,1.0,96.35,0.9,4.0,0.0,54.7,32.6,2.0,48.0,0.0,1.0,80.17,87.2,91.93,1.83,8.95,9.05,4.98,0.0,91.0,1.2,5.0,1.0,25.8,36.3,19.8,8.5,4.0,0.928,0.154,1.3,1.08,1.44,2.0,59.0,48.0,10.0,5.0,6.320650101,119.9718475,171.434433,568.7915039,5614.959473,740.1344604,803.9630127,17084.74023,2003.699951,9502.792969,9553.916992,357.0,6320.65332,228.8000031
4030231.0,80.2,1.5,4.0,1.0,96.35,0.9,4.0,0.0,54.7,32.6,2.0,48.0,0.0,1.0,80.17,87.2,91.93,1.83,8.95,9.05,4.98,0.0,91.0,1.2,5.0,1.0,25.8,36.3,19.8,8.5,4.0,0.928,0.154,1.3,1.08,1.44,2.0,57.0,47.0,10.0,5.0,34.3434906,113.6802139,170.6225739,528.3868408,4977.523438,655.3800659,117.9998779,15143.2998,2000.499878,8945.509766,8521.606445,295.0,34343.48438,176.8000031
4030237.0,80.2,1.5,4.0,1.0,96.35,0.8,5.0,0.0,54.0,32.8,3.0,97.0,0.0,0.0,80.77,86.7,93.13,2.17,9.43,7.63,3.59,1.0,90.83,1.2,4.33,1.0,25.8,36.3,19.8,8.5,4.0,0.928,0.154,1.3,1.08,1.44,2.0,65.0,55.0,9.0,4.0,24.60782051,111.5838776,172.9678345,596.371521,5826.770508,768.1077271,2124.99585,17729.35938,2000.900024,8972.003906,8722.738281,261.0,24607.81836,194.7998962
4030238.0,80.2,1.5,4.0,1.0,96.35,0.8,5.0,0.0,54.0,32.8,3.0,97.0,0.0,0.0,80.77,86.7,93.13,2.17,9.43,7.63,3.59,1.0,90.83,1.2,4.33,1.0,25.8,36.3,19.8,8.5,4.0,0.928,0.154,1.3,1.08,1.44,2.0,61.0,53.0,7.0,2.0,23.59914017,113.6428757,171.1154938,597.163208,5495.026367,723.9560547,1872.912231,16718.85938,2004.5,9227.216797,8756.306641,258.0,23599.13867,195.3999023
4030240.0,80.2,1.5,4.0,1.0,96.35,0.8,5.0,0.0,54.0,32.8,3.0,97.0,0.0,0.0,80.77,86.7,93.13,2.17,9.43,7.63,3.59,1.0,90.83,1.2,4.33,1.0,30.5,22.3,26.8,9.4,5.3,0.808,0.2,1.14,0.95,1.24,3.0,61.0,51.0,9.0,4.0,33.17580032,115.9495087,172.8704376,579.6231689,5253.248047,690.9070435,2091.876465,15980.12988,2003.199951,8936.802734,8409.707031,272.0,33175.79688,181.1000061
4030241.0,80.2,1.5,4.0,1.0,96.35,0.8,5.0,0.0,54.0,32.8,3.0,97.0,0.0,0.0,80.77,86.7,93.13,2.17,9.43,7.63,3.59,1.0,90.83,1.2,4.33,1.0,30.5,22.3,26.8,9.4,5.3,0.808,0.2,1.14,0.95,1.24,3.0,65.0,53.0,11.0,6.0,54.56145859,117.1245728,172.167511,606.5957031,5456.976563,717.8185425,2240.986328,16600.16992,2005.500122,9669.003906,9001.704102,381.0,54561.46094,170.5
4030245.0,80.2,1.5,4.0,1.0,96.35,0.8,5.0,0.0,54.0,32.8,3.0,97.0,0.0,0.0,80.77,86.7,93.13,2.17,9.43,7.63,3.59,1.0,90.83,1.2,4.33,1.0,30.7,20.6,26.9,10.5,5.4,0.848,0.199,1.14,0.95,1.28,3.0,61.0,52.0,8.0,3.0,32.20788956,114.5588837,170.7816772,590.8554688,5468.317383,719.5780029,1644.998535,16635.35938,2004.800171,9389.602539,8576.207031,274.0,32207.88672,178.1000061
4030248.0,80.2,1.5,4.0,1.0,96.35,0.8,5.0,0.0,54.0,32.8,3.0,97.0,0.0,0.0,80.77,86.7,93.13,2.17,9.43,7.63,3.59,1.0,90.83,1.2,4.33,1.0,30.7,20.6,26.9,10.5,5.4,0.848,0.199,1.14,0.95,1.28,3.0,61.0,53.0,8.0,3.0,25.57290077,117.8995056,171.2971954,608.9318237,5641.137695,743.3986206,1681.518311,17163.91016,2002.099976,9456.805664,9001.326172,286.0,25572.9043,194.1999969
4030254.0,80.2,1.5,4.0,1.0,96.35,0.8,5.0,0.0,54.0,32.8,3.0,97.0,0.0,0.0,80.77,86.7,93.13,2.17,9.43,7.63,3.59,1.0,90.83,1.2,4.33,1.0,30.7,20.6,26.9,10.5,5.4,0.848,0.199,1.14,0.95,1.28,3.0,62.0,54.0,8.0,3.0,0.0,113.6089325,170.3892822,607.3081665,5616.203613,739.5275879,2137.0,17086.51953,2006.899902,9953.160156,9436.783203,275.0,0.0,237.3000946
4030257.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,30.7,20.6,26.9,10.5,5.4,0.848,0.199,1.14,0.95,1.28,3.0,67.0,57.0,9.0,4.0,44.29362106,113.984726,171.5958252,639.9065552,5900.052246,776.8093262,2041.999878,17949.83984,2001.899902,9844.611328,9200.518555,255.0,44293.61719,265.7999878
4030258.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,28.8,22.6,26.7,10.9,5.3,0.742,0.188,1.08,0.9,1.24,3.0,64.0,55.0,9.0,4.0,29.70158005,113.6233444,173.3819427,600.7242432,5621.147949,740.494751,2039.962891,17102.39063,2007.5,10025.1123,8860.613281,254.0,29701.58203,199.8999023
4030259.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,28.8,22.6,26.7,10.9,5.3,0.742,0.188,1.08,0.9,1.24,3.0,61.0,54.0,7.0,2.0,24.70260048,114.4454803,171.7682343,600.020813,5414.255371,713.2944946,2258.998535,16473.06055,2003.200073,11307.91113,8806.899414,230.0,24702.59961,199.8999939
4030260.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,28.7,23.1,26.0,11.1,5.3,0.809,0.19,1.1,0.92,1.27,3.0,60.0,51.0,8.0,3.0,0.0,114.3909149,170.7356567,577.6789551,5215.13623,687.0762329,2027.666626,15867.26953,2001.5,9976.117188,8838.706055,261.0,0.0,224.3000031
4030261.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,28.7,23.1,26.0,11.1,5.3,0.809,0.19,1.1,0.92,1.27,3.0,67.0,58.0,9.0,4.0,53.92567825,114.3935013,170.0722198,653.3728638,5913.021484,778.4484253,2200.0,17989.13086,2000.899902,9814.216797,9201.213867,226.0,53925.67969,170.3000031
4030262.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,28.6,25.7,24.3,10.7,4.9,0.906,0.183,1.18,0.98,1.35,3.0,59.0,51.0,8.0,3.0,0.0,115.7082825,172.1736755,574.2241821,5137.326172,676.9981689,1897.987549,15630.98047,2002.599976,9733.415039,8824.417969,244.0,0.0,219.5
4030263.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,28.6,25.7,24.3,10.7,4.9,0.906,0.183,1.18,0.98,1.35,3.0,64.0,52.0,11.0,6.0,15.01613045,114.0918884,171.3065948,585.9037476,6113.44043,785.2387085,1786.997314,18547.91016,2004.300049,10070.60449,9203.185547,266.0,15016.12891,210.8999023
4030269.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,28.6,25.7,24.3,10.7,4.9,0.906,0.183,1.18,0.98,1.35,3.0,59.0,51.0,8.0,3.0,0.0,119.1421204,171.6723328,595.690979,5207.13623,686.175293,1588.994507,15843.32031,2007.000122,9385.512695,8499.816406,259.0,0.0,228.6000061
4030270.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,27.1,30.6,22.4,9.9,4.5,0.816,0.172,1.21,1.01,1.38,3.0,57.0,52.0,5.0,1.0,23.50982094,115.7633286,172.5684509,588.4630737,5158.221191,668.6471558,1259.888794,15665.67969,2007.099976,10793.70898,9200.508789,235.0,23509.81641,192.6000061
4030275.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,27.1,30.6,22.4,9.9,4.5,0.816,0.172,1.21,1.01,1.38,3.0,59.0,51.0,8.0,3.0,0.0,110.7996368,172.3629913,550.1530151,5452.104492,717.7055054,1291.99585,16586.71094,2003.900024,10346.10254,8953.0,238.0,0.0,220.5
4030277.0,80.55,1.5,1.5,1.0,86.03,1.27,3.0,1.0,54.03,32.77,1.33,65.33,0.0,1.0,81.15,87.38,92.9,2.1,8.74,8.01,3.93,0.0,90.22,1.2,3.6,1.0,27.1,30.6,22.4,9.9,4.5,0.816,0.172,1.21,1.01,1.38,3.0,65.0,53.0,12.0,7.0,0.0,113.5470581,172.4172974,582.2763672,5157.93457,677.7216797,1292.987183,15688.5,2004.0,9956.40625,8821.107422,272.0,0.0,221.3999939
4030284.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,53.98,32.46,1.6,38.4,0.0,1.0,80.73,87.5,92.27,1.93,8.63,8.71,4.55,0.0,90.65,1.2,2.5,1.0,27.1,30.6,22.4,9.9,4.5,0.816,0.172,1.21,1.01,1.38,3.0,58.0,51.0,7.0,2.0,58.58398056,115.0727158,170.974823,575.8222046,5597.795898,737.1321411,1677.998169,17030.59961,1500.399902,10168.19434,8719.114258,216.0,58583.97656,161.7001038
4030286.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,53.98,32.46,1.6,38.4,0.0,1.0,80.73,87.5,92.27,1.93,8.63,8.71,4.55,0.0,90.65,1.2,2.5,1.0,27.1,30.6,22.4,9.9,4.5,0.816,0.172,1.21,1.01,1.38,3.0,55.0,44.0,10.0,5.0,0.0,112.037384,177.7714081,470.3988037,4883.651855,643.5065308,1750.012207,14858.98047,1500.199951,10059.40332,6358.40625,224.0,0.0,187.0
4030287.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,53.98,32.46,1.6,38.4,0.0,1.0,80.73,87.5,92.27,1.93,8.63,8.71,4.55,0.0,90.65,1.2,2.5,1.0,27.1,30.6,22.4,9.9,4.5,0.816,0.172,1.21,1.01,1.38,3.0,61.0,51.0,10.0,5.0,2.8099401,108.8840256,177.9439087,523.1752319,5383.96875,707.7615356,1388.888916,16376.88965,1505.600098,12002.40332,7912.706055,235.0,2809.935303,217.1999969
4030291.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,53.98,32.46,1.6,38.4,0.0,1.0,80.73,87.5,92.27,1.93,8.63,8.71,4.55,0.0,90.65,1.2,2.5,1.0,27.1,30.6,22.4,9.9,4.5,0.816,0.172,1.21,1.01,1.38,3.0,64.0,54.0,9.0,4.0,55.40478897,117.2219162,171.6237183,624.3913574,6234.461426,822.1868896,1683.876465,18970.74023,1504.100098,10471.30273,9822.606445,227.0,55404.79688,175.6000061
4030294.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,53.98,32.46,1.6,38.4,0.0,1.0,80.73,87.5,92.27,1.93,8.63,8.71,4.55,0.0,90.65,1.2,2.5,1.0,27.1,30.6,22.4,9.9,4.5,0.816,0.172,1.21,1.01,1.38,3.0,59.0,51.0,7.0,2.0,27.99572945,116.1637268,173.1999969,579.402771,5449.410645,716.8916016,1579.0,16577.32031,2003.0,11171.2998,9445.414063,212.0,27995.72461,222.1000061
4030295.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,53.98,32.46,1.6,38.4,0.0,1.0,80.73,87.5,92.27,1.93,8.63,8.71,4.55,0.0,90.65,1.2,2.5,1.0,31.9,21.8,25.0,10.3,5.0,0.934,0.177,1.28,1.06,1.41,3.0,65.0,54.0,11.0,6.0,36.53105164,115.7928543,171.4177094,608.8891602,5339.598145,609.7113037,1649.999878,16002.16016,2003.599976,10308.81055,9094.905273,236.0,36531.04688,183.0
4030299.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,54.22,32.67,1.75,48.25,0.0,1.0,80.05,86.82,92.18,2.02,9.21,8.72,4.37,1.0,90.95,1.2,3.5,1.0,31.9,21.8,25.0,10.3,5.0,0.934,0.177,1.28,1.06,1.41,3.0,60.0,52.0,7.0,2.0,0.0,112.7536774,170.1194153,577.3649292,5232.819336,610.8995972,1877.963013,15716.9502,2002.5,10060.89941,9419.804688,234.0,0.0,220.6000061
4030304.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,54.22,32.67,1.75,48.25,0.0,1.0,80.05,86.82,92.18,2.02,9.21,8.72,4.37,1.0,90.95,1.2,3.5,1.0,31.9,21.8,25.0,10.3,5.0,0.934,0.177,1.28,1.06,1.41,3.0,60.0,52.0,8.0,3.0,28.59903908,117.2687912,170.219101,603.7692261,5156.844238,602.2548218,1990.875732,15489.33984,2002.5,9629.393555,8537.920898,242.0,28599.03516,186.1999969
4030310.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,54.22,32.67,1.75,48.25,0.0,1.0,80.05,86.82,92.18,2.02,9.21,8.72,4.37,1.0,90.95,1.2,3.5,1.0,31.9,21.8,25.0,10.3,5.0,0.934,0.177,1.28,1.06,1.41,3.0,59.0,53.0,6.0,1.0,39.9785881,115.4766846,172.8000031,590.4888916,5076.026855,592.1167603,1685.888916,15244.76953,2004.0,10420.80469,9157.201172,194.0,39978.58594,238.5
4030312.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,54.22,32.67,1.75,48.25,0.0,1.0,80.05,86.82,92.18,2.02,9.21,8.72,4.37,1.0,90.95,1.2,3.5,1.0,31.9,21.8,25.0,10.3,5.0,0.934,0.177,1.28,1.06,1.41,3.0,66.0,53.0,13.0,7.0,0.0,112.4069595,174.1000061,578.9291382,5078.358398,584.5769653,1708.296143,15231.46973,2003.599976,9871.601563,8890.208008,213.0,0.0,220.1999969
4030313.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,54.22,32.67,1.75,48.25,0.0,1.0,80.05,86.82,92.18,2.02,9.21,8.72,4.37,1.0,90.95,1.2,3.5,1.0,31.7,17.2,28.5,11.3,5.6,0.706,0.188,1.11,0.93,1.26,3.0,64.0,51.0,13.0,8.0,40.11360168,116.5000687,170.6000061,586.142334,5353.621582,624.7426147,1633.998047,16079.11035,2000.100098,9868.206055,8791.012695,191.0,40113.59766,180.3000031
4030314.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,54.22,32.67,1.75,48.25,0.0,1.0,80.05,86.82,92.18,2.02,9.21,8.72,4.37,1.0,90.95,1.2,3.5,1.0,31.7,17.2,28.5,11.3,5.6,0.706,0.188,1.11,0.93,1.26,3.0,62.0,52.0,9.0,4.0,39.29602051,115.4226913,171.6999969,589.3257446,5552.416992,617.2145996,1598.995239,16596.28906,2002.599854,9557.907227,8650.185547,197.0,39296.02344,179.0
4030316.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,54.22,32.67,1.75,48.25,0.0,1.0,80.05,86.82,92.18,2.02,9.21,8.72,4.37,1.0,90.95,1.2,3.5,1.0,31.7,17.2,28.5,11.3,5.6,0.706,0.188,1.11,0.93,1.26,3.0,58.0,51.0,7.0,2.0,24.15704918,118.8201904,174.2130585,583.7121582,5649.050293,668.7077026,1978.987671,16991.07031,2001.999756,10122.60254,8987.331055,190.0,24157.05273,199.0
4030317.0,80.5,1.42,1.5,1.0,80.5,1.42,2.0,1.0,54.22,32.67,1.75,48.25,0.0,1.0,80.05,86.82,92.18,2.02,9.21,8.72,4.37,1.0,90.95,1.2,3.5,1.0,31.7,17.2,28.5,11.3,5.6,0.706,0.188,1.11,0.93,1.26,3.0,60.0,51.0,8.0,3.0,19.69355965,116.763237,170.4191132,586.1868286,5219.484863,607.7971191,1848.650146,15672.88965,2002.400024,9736.806641,8792.986328,196.0,19693.56055,199.3999939
4030325.0,80.5,1.42,1.5,1.0,97.05,0.85,1.5,0.0,54.3,32.57,1.75,48.25,0.0,1.0,80.27,86.47,92.83,1.77,9.99,7.98,4.6,1.0,90.74,1.2,1.8,1.0,27.6,27.0,24.2,10.6,4.8,0.794,0.17,1.14,0.95,1.32,3.0,64.0,53.0,11.0,6.0,0.0,112.4338074,172.021637,582.4326172,4743.334473,564.9470215,1855.0,14275.87012,2003.199829,9883.0,8590.597656,197.0,0.0,214.8000031
4030329.0,80.5,1.42,1.5,1.0,97.05,0.85,1.5,0.0,54.3,32.57,1.75,48.25,0.0,1.0,80.27,86.47,92.83,1.77,9.99,7.98,4.6,1.0,90.74,1.2,1.8,1.0,27.6,27.0,24.2,10.6,4.8,0.794,0.17,1.14,0.95,1.32,3.0,63.0,54.0,8.0,3.0,20.1240406,113.9645462,170.5201569,608.3702393,5527.531738,643.0068359,2295.996826,16596.15039,2002.799927,10220.21387,9034.615234,204.0,20124.04102,199.5001068
4030331.0,80.5,1.42,1.5,1.0,97.05,0.85,1.5,0.0,54.3,32.57,1.75,48.25,0.0,1.0,80.27,86.47,92.83,1.77,9.99,7.98,4.6,1.0,90.74,1.2,1.8,1.0,29.5,28.3,22.9,9.5,4.2,0.84,0.153,1.29,1.09,1.44,0.0,60.0,53.0,7.0,2.0,34.03894043,114.9542236,170.3271027,604.4129028,5248.774414,615.7650146,2121.555664,15772.67969,2003.899902,10080.50879,8607.422852,182.0,34038.9375,186.3000031
4030343.0,80.5,1.42,1.5,1.0,97.05,0.85,1.5,0.0,54.3,32.57,1.75,48.25,0.0,1.0,80.27,86.47,92.83,1.77,9.99,7.98,4.6,1.0,90.74,1.2,1.8,1.0,29.5,28.3,22.9,9.5,4.2,0.84,0.153,1.29,1.09,1.44,0.0,70.0,52.0,17.0,12.0,21.51338005,114.6336212,178.4925995,561.0608521,7002.822266,825.4447632,2957.888916,21053.7793,2000.600098,10303.89258,9466.919922,211.0,21513.38086,202.5
4030345.0,80.2,1.5,2.0,1.0,94.14,0.98,1.6,0.0,54.2,32.47,1.67,65.0,0.0,1.0,79.7,86.5,92.15,1.85,9.7,8.75,4.74,1.0,91.04,1.12,2.8,1.0,26.3,31.7,23.1,8.9,4.4,0.732,0.159,1.14,0.96,1.28,3.0,60.0,53.0,7.0,2.0,23.44202995,115.8779678,170.7184143,602.0283203,7080.734863,852.7694702,2998.666504,21335.18945,2000.900146,9946.416992,9312.701172,194.0,23442.02734,204.8000031
4030351.0,80.2,1.5,2.0,1.0,94.14,0.98,1.6,0.0,54.2,32.47,1.67,65.0,0.0,1.0,79.7,86.5,92.15,1.85,9.7,8.75,4.74,1.0,91.04,1.12,2.8,1.0,26.3,31.7,23.1,8.9,4.4,0.732,0.159,1.14,0.96,1.28,3.0,57.0,50.0,7.0,2.0,52.02957153,116.6540451,171.4197998,570.1218262,6669.416504,788.9545288,2215.888916,20058.71094,2000.5,10052.00293,8594.503906,212.0,52029.57422,165.0
4030366.0,80.75,1.45,2.0,1.0,87.22,1.22,1.8,1.0,54.4,32.5,1.25,48.75,0.0,1.0,81.03,86.5,93.67,1.8,10.13,7.03,4.0,1.0,90.75,1.2,2.83,1.0,26.3,31.7,23.1,8.9,4.4,0.732,0.159,1.14,0.96,1.28,3.0,57.0,48.0,9.0,4.0,31.66974068,114.4576569,173.4228516,533.6766968,4843.269043,570.5823364,1090.936768,14560.33984,1003.099609,9548.998047,8181.713867,338.0,31669.73633,173.0
4030367.0,80.75,1.45,2.0,1.0,87.22,1.22,1.8,1.0,54.4,32.5,1.25,48.75,0.0,1.0,81.03,86.5,93.67,1.8,10.13,7.03,4.0,1.0,90.75,1.2,2.83,1.0,26.3,31.7,23.1,8.9,4.4,0.732,0.159,1.14,0.96,1.28,3.0,56.0,47.0,9.0,4.0,10.65067005,115.1876984,171.1251984,531.3904419,4186.421875,500.8976135,1358.0,12605.66992,1503.799927,9453.703125,8635.410156,332.0,10650.66992,259.2999878
4030369.0,80.75,1.45,2.0,1.0,87.22,1.22,1.8,1.0,54.4,32.5,1.25,48.75,0.0,1.0,81.03,86.5,93.67,1.8,10.13,7.03,4.0,1.0,90.75,1.2,2.83,1.0,26.3,31.7,23.1,8.9,4.4,0.732,0.159,1.14,0.96,1.28,3.0,62.0,53.0,9.0,4.0,19.74057961,113.4401855,171.5167694,586.0686646,5922.57666,685.6605225,1580.969849,17773.66992,2004.100098,9946.503906,8890.900391,338.0,19740.58203,210.3000031
4030377.0,80.75,1.45,2.0,1.0,87.26,1.09,2.1,1.0,54.42,33.12,1.5,48.5,0.0,1.0,80.93,86.7,93.33,1.87,9.78,7.42,4.03,1.0,90.74,1.2,3.4,1.0,28.3,30.6,20.4,10.8,4.1,0.745,0.172,1.39,1.16,1.6,0.0,65.0,55.0,10.0,5.0,26.18935013,115.8501816,170.799118,626.4699707,5718.581543,665.8582764,1917.924683,17171.40039,2000.099854,10354.29297,8665.189453,329.0,26189.3457,203.5
4030383.0,80.75,1.45,2.0,1.0,87.26,1.09,2.1,1.0,54.42,33.12,1.5,48.5,0.0,1.0,80.93,86.7,93.33,1.87,9.78,7.42,4.03,1.0,90.74,1.2,3.4,1.0,28.3,30.6,20.4,10.8,4.1,0.745,0.172,1.39,1.16,1.6,0.0,68.0,55.0,13.0,8.0,17.49414063,114.7985764,172.3208923,611.9702148,5617.560547,654.8648682,2317.0,16870.06055,2000.200073,10094.19727,8827.59375,299.0,17494.13867,213.0998993
4030385.0,80.75,1.45,2.0,1.0,87.26,1.09,2.1,1.0,54.42,33.12,1.5,48.5,0.0,1.0,80.93,86.7,93.33,1.87,9.78,7.42,4.03,1.0,90.74,1.2,3.4,1.0,31.7,21.7,25.4,10.6,4.9,0.75,0.177,1.25,1.05,1.4,3.0,68.0,50.0,18.0,13.0,0.0,112.7420731,170.8329163,557.845459,5450.238281,663.3972168,1280.925415,16440.48047,2002.899902,10825.50977,9567.393555,284.0,0.0,232.1000061
4030387.0,80.75,1.45,2.0,1.0,87.26,1.09,2.1,1.0,54.42,33.12,1.5,48.5,0.0,1.0,80.93,86.7,93.33,1.87,9.78,7.42,4.03,1.0,90.74,1.2,3.4,1.0,31.7,21.7,25.4,10.6,4.9,0.75,0.177,1.25,1.05,1.4,3.0,65.0,52.0,12.0,7.0,21.22361946,113.9313049,172.6309509,580.7738647,6485.09668,798.5750732,2046.995361,19586.06055,2000.39978,10660.31055,10023.98633,420.0,21223.62305,209.3999939
4030388.0,80.75,1.45,2.0,1.0,87.26,1.09,2.1,1.0,54.42,33.12,1.5,48.5,0.0,1.0,80.93,86.7,93.33,1.87,9.78,7.42,4.03,1.0,90.74,1.2,3.4,1.0,31.7,21.7,25.4,10.6,4.9,0.75,0.177,1.25,1.05,1.4,3.0,70.0,52.0,18.0,13.0,20.69133949,113.1742249,171.0203552,581.9801025,5687.663574,655.9274292,1398.986328,17062.09961,2005.400024,10368.20703,9420.800781,305.0,20691.33594,208.7001038
4030390.0,80.75,1.45,2.0,1.0,87.26,1.09,2.1,1.0,54.42,33.12,1.5,48.5,0.0,1.0,80.93,86.7,93.33,1.87,9.78,7.42,4.03,1.0,90.74,1.2,3.4,1.0,24.0,39.1,18.5,8.9,3.8,0.653,0.178,1.3,1.08,1.48,2.0,66.0,51.0,15.0,10.0,0.0,116.4771347,173.4219666,571.2671509,5262.018555,514.4692383,1688.0,15545.07031,2000.499878,10367.7002,9022.694336,331.0,0.0,231.0
4030391.0,80.75,1.45,2.0,1.0,87.26,1.09,2.1,1.0,54.42,33.12,1.5,48.5,0.0,1.0,80.93,86.7,93.33,1.87,9.78,7.42,4.03,1.0,90.74,1.2,3.4,1.0,24.0,39.1,18.5,8.9,3.8,0.653,0.178,1.3,1.08,1.48,2.0,62.0,54.0,8.0,3.0,23.55672073,116.8371506,170.6176605,623.5387573,5956.04248,584.024231,2202.999512,17599.76953,2001.399902,10260.29102,9097.192383,270.0,23556.7168,206.6000977
4030393.0,80.75,1.45,2.0,1.0,87.26,1.09,2.1,1.0,54.42,33.12,1.5,48.5,0.0,1.0,80.93,86.7,93.33,1.87,9.78,7.42,4.03,1.0,90.74,1.2,3.4,1.0,24.0,39.1,18.5,8.9,3.8,0.653,0.178,1.3,1.08,1.48,2.0,66.0,58.0,8.0,3.0,25.53479004,110.9660568,179.7192383,602.3481445,5749.444336,562.0921021,2291.888916,16984.93945,2005.599976,10268.69922,9235.537109,284.0,25534.79102,204.8999939
