Heat,c (Coke1030),s (Coke1030),s112 (Coke1030),Coke1030_labels,c (CokeFine),s (CokeFine),s05 (CokeFine),CokeFine_labels,cao (Dolomite),mgo (Dolomite),s0_95 (Dolomite),s95_385 (Dolomite),s385_1000 (Dolomite),Dolomite_labels,fe_metal (DRI),fe_total (DRI),md (DRI),c (DRI),gunge (DRI),feo (DRI),feo_c (DRI),Dri_labels,cao (Lime),mgo (Lime),s0_95 (Lime),Lime_labels,cao (Slag),feo (Slag),sio2 (Slag),mgo (Slag),al2o3 (Slag),p2o5 (Slag),mno (Slag),b2 (Slag),b3 (Slag),b4 (Slag),Slag_labels,Duration (EAF),Power On (EAF),Power Off (EAF),Delays (EAF),DRI [t] (EAF),Ele [MW] (EAF),Tapped [t] (EAF),Tapped [kWh/t] (EAF),O2 [Nm3] (EAF),CH4 [Nm3] (EAF),C.inj [kg] (EAF),Chemical [MWh] (EAF),C [kg] (EAF),CaO [kg] (EAF),MgO [kg] (EAF),Tapping Time [Sec] (EAF),EAF_DRI (EAF),HDRI(T) (EAF)
4031700.0,80.07,1.33,2.0,1.0,83.59,0.7,2.25,1.0,55.3,34.1,2.0,98.0,0.0,0.0,81.5,87.0,93.7,2.4,9.02,7.08,2.95,0.0,91.75,1.2,4.5,0.0,25.6,34.5,20.3,10.8,3.6,0.768,0.215,1.26,1.07,1.53,2.0,58.0,51.0,7.0,2.0,0.0,117.314476,175.8318176,567.8588257,4999.731934,541.6674805,1187.938477,14907.61035,2004.599854,8815.994141,8874.898438,239.0,0.0,0.0
4031708.0,80.07,1.33,2.0,1.0,83.59,0.7,2.25,1.0,55.8,34.0,2.0,98.0,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.75,1.2,4.5,0.0,29.7,28.2,23.0,9.3,3.9,0.905,0.263,1.29,1.1,1.45,0.0,60.0,50.0,10.0,5.0,1.093840003,113.4761887,174.7865448,546.2525635,5778.538574,555.7106934,1707.990234,17046.91016,1000.200073,9655.306641,9404.59082,390.0,1093.839111,0.0
4031709.0,80.07,1.33,2.0,1.0,83.59,0.7,2.25,1.0,55.8,34.0,2.0,98.0,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.75,1.2,4.5,0.0,29.7,28.2,23.0,9.3,3.9,0.905,0.263,1.29,1.1,1.45,0.0,62.0,52.0,9.0,4.0,0.0,112.9723434,174.2475433,569.2819824,5947.015137,579.3505249,1484.0,17563.25,1502.100098,10189.41309,9228.202148,337.0,0.0,0.0
4031710.0,80.07,1.33,2.0,1.0,83.59,0.7,2.25,1.0,55.8,34.0,2.0,98.0,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.75,1.2,4.5,0.0,29.7,28.2,23.0,9.3,3.9,0.905,0.263,1.29,1.1,1.45,0.0,63.0,53.0,9.0,4.0,17.83646965,111.3271179,174.7472687,572.3056641,5852.313477,593.5531616,1664.999878,17344.49023,1504.0,10132.5166,9045.285156,390.0,17836.4668,0.0
4031712.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.2,33.85,3.5,96.5,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.52,1.2,4.0,1.0,29.1,31.4,19.3,10.6,3.6,0.832,0.297,1.51,1.27,1.73,0.0,63.0,55.0,8.0,3.0,50.10385132,116.8191071,175.5252838,610.4481201,6317.768555,608.0784912,1830.882813,18638.98047,2006.0,9756.982422,9471.71875,298.0,50103.85156,0.0
4031713.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.2,33.85,3.5,96.5,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.52,1.2,4.0,1.0,29.1,31.4,19.3,10.6,3.6,0.832,0.297,1.51,1.27,1.73,0.0,61.0,53.0,8.0,2.0,51.39538956,116.7134705,170.0,615.6063232,6261.208984,612.3973999,1776.998657,18497.5,2000.599854,10126.80859,9597.198242,278.0,51395.39063,0.0
4031714.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.2,33.85,3.5,96.5,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.52,1.2,4.0,1.0,29.1,31.4,19.3,10.6,3.6,0.832,0.297,1.51,1.27,1.73,0.0,61.0,53.0,8.0,3.0,51.41667175,117.5815964,172.318924,610.1334839,6094.072754,607.5031738,1956.986816,18033.50977,2002.800171,9832.003906,9500.101563,292.0,51416.66406,0.0
4031715.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.2,33.85,3.5,96.5,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.52,1.2,4.0,1.0,31.4,21.9,25.1,11.2,4.6,0.884,0.246,1.25,1.06,1.43,3.0,59.0,51.0,8.0,3.0,37.68663025,117.5167007,170.0027313,588.1501465,5837.366699,578.7166748,1226.0,17265.55078,2002.39978,9601.1875,9500.792969,297.0,37686.625,0.0
4031716.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.2,33.85,3.5,96.5,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.52,1.2,4.0,1.0,31.4,21.9,25.1,11.2,4.6,0.884,0.246,1.25,1.06,1.43,3.0,59.0,50.0,8.0,3.0,35.80001831,117.1366501,172.8752289,574.8129883,5467.774414,534.7684937,1507.888916,16153.38965,2002.300049,9459.414063,9500.101563,293.0,35800.02344,0.0
4031717.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.2,33.85,3.5,96.5,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.52,1.2,4.0,1.0,31.4,21.9,25.1,11.2,4.6,0.884,0.246,1.25,1.06,1.43,3.0,58.0,50.0,8.0,3.0,34.0555191,116.5076218,176.4235535,551.0553589,6254.946289,630.0230103,1699.987427,18526.41016,2004.300049,9714.404297,9504.318359,267.0,34055.52344,0.0
4031718.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.2,33.85,3.5,96.5,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.52,1.2,4.0,1.0,31.4,21.9,25.1,11.2,4.6,0.884,0.246,1.25,1.06,1.43,3.0,57.0,49.0,8.0,3.0,0.0,117.4543152,176.7206573,544.6295166,5800.313477,586.2589722,1498.667969,17185.11914,2003.000122,9579.207031,9501.386719,284.0,0.0,0.0
4031719.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.2,33.85,3.5,96.5,0.0,0.0,79.9,87.1,91.7,1.9,8.94,9.26,4.88,0.0,91.52,1.2,4.0,1.0,31.4,21.9,25.1,11.2,4.6,0.884,0.246,1.25,1.06,1.43,3.0,60.0,52.0,8.0,3.0,66.01876831,117.4753494,172.6845551,590.5283813,6340.850586,639.1867065,1745.975342,18782.17969,2000.899902,9492.114258,8963.318359,310.0,66018.77344,0.0
4031722.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,54.1,33.6,3.0,97.0,0.0,0.0,77.95,86.5,90.1,1.55,9.5,11.0,7.08,1.0,91.03,1.2,4.33,1.0,31.4,21.9,25.1,11.2,4.6,0.884,0.246,1.25,1.06,1.43,3.0,67.0,58.0,9.0,4.0,142.9250793,118.4881973,177.4972229,648.2647705,6529.277832,631.277771,2199.095703,19270.36914,2000.400146,9396.21582,9507.469727,309.0,142925.0781,0.0
4031725.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,54.1,33.6,3.0,97.0,0.0,0.0,77.95,86.5,90.1,1.55,9.5,11.0,7.08,1.0,91.03,1.2,4.33,1.0,29.1,28.4,22.3,10.2,4.0,0.88,0.233,1.3,1.11,1.49,0.0,67.0,56.0,10.0,5.0,44.19041061,118.1818237,175.1894379,634.6809692,6149.05957,631.6732788,2181.0,18244.82031,2000.399658,9676.914063,9861.78125,277.0,44190.41016,0.0
4031726.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,54.1,33.6,3.0,97.0,0.0,0.0,77.95,86.5,90.1,1.55,9.5,11.0,7.08,1.0,91.03,1.2,4.33,1.0,29.1,28.4,22.3,10.2,4.0,0.88,0.233,1.3,1.11,1.49,0.0,64.0,54.0,9.0,4.0,30.56839943,117.5123444,178.8808289,597.4421387,6102.243164,601.2740479,2049.0,18039.36914,2004.199951,10634.80957,9275.679688,318.0,30568.4043,0.0
4031729.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,77.95,86.5,90.1,1.55,9.5,11.0,7.08,1.0,91.25,1.2,4.25,1.0,29.1,28.4,22.3,10.2,4.0,0.88,0.233,1.3,1.11,1.49,0.0,66.0,57.0,9.0,4.0,34.10720825,115.6151352,172.3759918,644.2588501,6167.44873,624.9923706,2168.888916,18277.08984,2001.299805,9791.506836,9702.602539,265.0,34107.21094,0.0
4031730.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,77.95,86.5,90.1,1.55,9.5,11.0,7.08,1.0,91.25,1.2,4.25,1.0,29.6,22.3,24.8,13.1,4.8,0.761,0.23,1.19,1.0,1.44,3.0,65.0,57.0,8.0,3.0,24.23456955,115.5034332,174.8412323,629.6065674,6333.419922,626.5395508,1840.0,18729.24023,2000.800049,10333.80566,10004.88867,289.0,24234.57031,0.0
4031731.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,77.95,86.5,90.1,1.55,9.5,11.0,7.08,1.0,91.25,1.2,4.25,1.0,29.6,22.3,24.8,13.1,4.8,0.761,0.23,1.19,1.0,1.44,3.0,62.0,51.0,10.0,5.0,0.0,114.8741455,177.4447021,558.9047241,5509.018066,539.3760986,1205.96167,16276.73047,2002.000244,9718.007813,9437.382813,364.0,0.0,0.0
4031732.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,77.95,86.5,90.1,1.55,9.5,11.0,7.08,1.0,91.25,1.2,4.25,1.0,29.6,22.3,24.8,13.1,4.8,0.761,0.23,1.19,1.0,1.44,3.0,61.0,50.0,10.0,5.0,0.0,115.1283875,170.4466705,573.9458008,5577.309082,552.6638794,1595.888916,16495.66016,2002.200073,9845.107422,10004.96973,354.0,0.0,0.0
4031733.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,77.95,86.5,90.1,1.55,9.5,11.0,7.08,1.0,91.25,1.2,4.25,1.0,29.8,23.9,24.7,11.2,4.9,0.912,0.235,1.21,1.01,1.39,3.0,57.0,48.0,8.0,3.0,0.0,115.9120102,177.7395935,531.498291,5505.844238,547.090271,2066.0,16288.20996,2001.899902,9419.507813,9497.802734,266.0,0.0,0.0
4031734.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,77.95,86.5,90.1,1.55,9.5,11.0,7.08,1.0,91.25,1.2,4.25,1.0,29.8,23.9,24.7,11.2,4.9,0.912,0.235,1.21,1.01,1.39,3.0,57.0,49.0,8.0,3.0,0.0,116.4997177,177.2432404,540.9839478,5593.818848,560.6663208,2013.0,16561.03906,2001.5,9656.808594,9842.488281,287.0,0.0,0.0
4031735.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,77.95,86.5,90.1,1.55,9.5,11.0,7.08,1.0,91.25,1.2,4.25,1.0,29.8,23.9,24.7,11.2,4.9,0.912,0.235,1.21,1.01,1.39,3.0,64.0,54.0,9.0,4.0,105.1317825,117.6574326,176.2440643,609.7252808,5825.179199,575.0887451,1594.998535,17223.21094,2001.100342,9991.212891,9508.175781,364.0,105131.7813,0.0
4031738.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.3,33.85,3.5,96.5,0.0,0.0,79.9,86.8,92.1,2.1,9.12,8.88,4.23,1.0,91.25,1.2,4.25,1.0,29.8,23.9,24.7,11.2,4.9,0.912,0.235,1.21,1.01,1.39,3.0,61.0,52.0,8.0,3.0,31.39834023,115.3034821,173.4010925,586.4511108,6393.316406,617.0259399,1159.0,18866.2207,2001.900146,9561.109375,9514.506836,267.0,31398.33789,0.0
4031739.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.3,33.85,3.5,96.5,0.0,0.0,79.9,86.8,92.1,2.1,9.12,8.88,4.23,1.0,91.25,1.2,4.25,1.0,29.8,23.9,24.7,11.2,4.9,0.912,0.235,1.21,1.01,1.39,3.0,67.0,52.0,14.0,9.0,29.45428085,114.900444,175.0101929,576.8395386,6437.77002,630.0647583,1760.987183,19020.15039,2000.200195,9584.3125,9618.193359,261.0,29454.28125,0.0
4031741.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.3,33.85,3.5,96.5,0.0,0.0,79.9,86.8,92.1,2.1,9.12,8.88,4.23,1.0,91.25,1.2,4.25,1.0,29.8,23.9,24.7,11.2,4.9,0.912,0.235,1.21,1.01,1.39,3.0,70.0,53.0,16.0,11.0,0.0,115.9025879,175.1954193,594.3029175,6336.020996,626.3530884,2104.888916,18735.76953,2003.799927,11905.79395,9763.898438,266.0,0.0,0.0
4031742.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.3,33.85,3.5,96.5,0.0,0.0,79.9,86.8,92.1,2.1,9.12,8.88,4.23,1.0,91.25,1.2,4.25,1.0,29.8,23.9,24.7,11.2,4.9,0.912,0.235,1.21,1.01,1.39,3.0,59.0,50.0,8.0,3.0,31.30117989,116.8531494,172.0285797,576.9986572,5788.547852,582.1998901,1545.283936,17142.80078,2004.800171,11305.40234,9342.894531,272.0,31301.18164,0.0
4031743.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.3,33.85,3.5,96.5,0.0,0.0,79.9,86.8,92.1,2.1,9.12,8.88,4.23,1.0,91.25,1.2,4.25,1.0,29.8,23.9,24.7,11.2,4.9,0.912,0.235,1.21,1.01,1.39,3.0,64.0,54.0,9.0,4.0,102.3171387,117.4798355,174.7902527,612.7484131,6668.945801,671.7340088,2044.77771,19752.66016,2000.600098,10302.91113,9301.916992,332.0,102317.1406,0.0
4031745.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.15,33.75,3.5,96.5,0.0,0.0,81.8,87.5,93.5,2.1,8.77,7.33,3.49,0.0,91.25,1.2,5.0,1.0,27.5,32.3,20.9,9.1,4.3,0.807,0.251,1.32,1.09,1.45,0.0,61.0,54.0,7.0,2.0,29.1718502,118.2030334,171.723587,619.8822632,6340.994629,609.3119507,2087.958496,18704.90039,2000.500244,9610.111328,9580.025391,275.0,29171.84766,0.0
4031746.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.15,33.75,3.5,96.5,0.0,0.0,81.8,87.5,93.5,2.1,8.77,7.33,3.49,0.0,91.25,1.2,5.0,1.0,27.5,32.3,20.9,9.1,4.3,0.807,0.251,1.32,1.09,1.45,0.0,61.0,53.0,8.0,3.0,28.51660919,118.1468887,171.9012909,609.7833252,5847.638672,567.1453857,2028.999512,17263.19922,2002.800171,9595.801758,9632.306641,268.0,28516.60742,0.0
4031748.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.15,33.75,3.5,96.5,0.0,0.0,81.8,87.5,93.5,2.1,8.77,7.33,3.49,0.0,91.25,1.2,5.0,1.0,27.5,32.3,20.9,9.1,4.3,0.807,0.251,1.32,1.09,1.45,0.0,62.0,54.0,8.0,3.0,29.4854908,112.6494598,175.3477173,578.5481567,5840.585449,570.2556763,1995.666504,17252.25,2001.599976,10335.41406,9315.216797,272.0,29485.48828,0.0
4031749.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.15,33.75,3.5,96.5,0.0,0.0,81.8,87.5,93.5,2.1,8.77,7.33,3.49,0.0,91.25,1.2,5.0,1.0,27.5,32.3,20.9,9.1,4.3,0.807,0.251,1.32,1.09,1.45,0.0,60.0,53.0,7.0,2.0,29.21073914,114.4265594,174.1239777,581.0351563,5726.391113,559.4481812,1969.893066,16915.83008,2000.300049,10095.58691,9333.380859,286.0,29210.74023,0.0
4031750.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.15,33.75,3.5,96.5,0.0,0.0,81.8,87.5,93.5,2.1,8.77,7.33,3.49,0.0,91.25,1.2,5.0,1.0,32.6,22.4,23.8,10.4,4.8,0.902,0.258,1.37,1.14,1.5,3.0,61.0,54.0,7.0,2.0,28.83913994,114.2977371,172.3527527,598.8718262,5849.478516,571.4659424,1949.888794,17279.41016,2004.0,10434.7998,9549.206055,246.0,28839.13477,0.0
4031751.0,80.07,1.33,2.0,1.0,79.6,0.8,4.0,1.0,55.15,33.75,3.5,96.5,0.0,0.0,81.8,87.5,93.5,2.1,8.77,7.33,3.49,0.0,91.25,1.2,5.0,1.0,32.6,22.4,23.8,10.4,4.8,0.902,0.258,1.37,1.14,1.5,3.0,68.0,60.0,7.0,2.0,0.0,109.834259,174.6005402,635.875061,6857.150391,678.9088135,2223.967041,20279.4707,2003.699951,10726.73242,10486.07227,276.0,0.0,0.0
4031754.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,54.8,33.7,2.0,98.0,0.0,0.0,80.6,87.2,92.4,2.1,8.81,8.49,4.04,1.0,91.5,1.2,4.5,1.0,33.8,24.4,22.1,9.3,4.3,1.087,0.238,1.53,1.28,1.63,0.0,63.0,53.0,9.0,4.0,28.71822929,116.1730423,170.0386047,607.8721313,5767.594238,562.6593628,1947.876465,17035.41016,2001.599854,10640.80469,9601.814453,276.0,28718.23047,0.0
4031755.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,54.8,33.7,2.0,98.0,0.0,0.0,80.6,87.2,92.4,2.1,8.81,8.49,4.04,1.0,91.5,1.2,4.5,1.0,32.1,24.0,23.3,10.2,4.2,1.052,0.26,1.38,1.17,1.54,0.0,64.0,55.0,9.0,4.0,30.07335091,115.4784851,177.2997894,602.4688721,6005.666016,586.8031006,2230.0,17740.98047,2003.300171,10862.81934,9516.806641,311.0,30073.35156,0.0
4031757.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,54.8,33.7,2.0,98.0,0.0,0.0,80.6,87.2,92.4,2.1,8.81,8.49,4.04,1.0,91.5,1.2,4.5,1.0,32.1,24.0,23.3,10.2,4.2,1.052,0.26,1.38,1.17,1.54,0.0,63.0,54.0,8.0,3.0,11.28209019,116.2146606,176.4029541,603.7189941,5929.231934,577.7220459,2470.987793,17511.00977,2004.299927,11384.11133,9340.012695,293.0,11282.09375,0.0
4031758.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,54.8,33.7,2.0,98.0,0.0,0.0,80.6,87.2,92.4,2.1,8.81,8.49,4.04,1.0,91.5,1.2,4.5,1.0,32.1,24.0,23.3,10.2,4.2,1.052,0.26,1.38,1.17,1.54,0.0,61.0,52.0,8.0,3.0,0.0,116.6374054,174.3040466,588.489563,5771.810547,563.1689453,2164.888672,17048.13086,2001.5,11488.30273,9451.106445,254.0,0.0,0.0
4031759.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,54.8,33.7,2.0,98.0,0.0,0.0,80.6,87.2,92.4,2.1,8.81,8.49,4.04,1.0,91.5,1.2,4.5,1.0,32.1,24.0,23.3,10.2,4.2,1.052,0.26,1.38,1.17,1.54,0.0,61.0,53.0,8.0,3.0,34.82117081,117.5457916,171.6300507,608.9714355,5980.728516,597.0967407,2314.830078,17700.41016,2004.400146,10678.79004,8995.90625,251.0,34821.16797,0.0
4031761.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,55.3,34.1,2.0,98.0,0.0,0.0,79.9,86.3,92.6,1.8,10.07,8.23,4.57,1.0,91.8,1.2,4.0,0.0,29.2,28.8,22.3,10.1,4.1,0.918,0.236,1.31,1.11,1.49,0.0,64.0,55.0,8.0,3.0,35.2997818,116.2875748,173.1365051,624.8234253,6177.53125,593.8218384,2196.987793,18223.26953,2005.599976,9785.418945,9701.621094,247.0,35299.78125,0.0
4031762.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,55.3,34.1,2.0,98.0,0.0,0.0,79.9,86.3,92.6,1.8,10.07,8.23,4.57,1.0,91.8,1.2,4.0,0.0,29.2,28.8,22.3,10.1,4.1,0.918,0.236,1.31,1.11,1.49,0.0,62.0,52.0,9.0,3.0,31.98538971,116.4359589,173.0435028,593.9956055,5806.444824,564.6473389,2025.0,17145.49023,2000.499756,9530.007813,9491.108398,294.0,31985.38477,0.0
4031763.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,55.3,34.1,2.0,98.0,0.0,0.0,79.9,86.3,92.6,1.8,10.07,8.23,4.57,1.0,91.8,1.2,4.0,0.0,29.2,28.8,22.3,10.1,4.1,0.918,0.236,1.31,1.11,1.49,0.0,62.0,53.0,8.0,3.0,34.09991074,117.3059387,174.8591156,599.3013916,5844.445801,569.9804077,2100.556152,17261.94922,2001.600098,9556.105469,9483.116211,282.0,34099.91016,0.0
4031765.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,55.3,34.1,2.0,98.0,0.0,0.0,79.9,86.3,92.6,1.8,10.07,8.23,4.57,1.0,91.8,1.2,4.0,0.0,29.5,29.9,20.9,10.3,3.8,1.007,0.209,1.41,1.19,1.61,0.0,64.0,53.0,11.0,5.0,0.0,117.5792542,173.6603851,608.0413818,5590.828613,538.2215576,2019.876465,16494.60938,2002.799927,10762.29883,9585.799805,272.0,0.0,0.0
4031769.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,56.4,34.1,2.0,98.0,0.0,0.0,80.8,87.5,92.35,1.75,8.83,8.62,5.35,0.0,90.9,1.2,5.0,1.0,29.5,29.9,20.9,10.3,3.8,1.007,0.209,1.41,1.19,1.61,0.0,64.0,56.0,8.0,3.0,57.97858047,117.9722443,177.0279236,628.8269043,5804.478027,564.2024536,1822.0,17139.01953,2006.0,10010.97949,9907.28125,235.0,57978.57813,0.0
4031770.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,56.4,34.1,2.0,98.0,0.0,0.0,80.8,87.5,92.35,1.75,8.83,8.62,5.35,0.0,90.9,1.2,5.0,1.0,34.8,16.2,26.9,11.9,4.8,0.824,0.264,1.29,1.1,1.47,3.0,63.0,55.0,8.0,3.0,36.68183899,117.8460693,178.0269012,609.1838989,5444.729492,533.210083,1873.779175,16087.12012,2001.200195,10151.48828,8828.310547,266.0,36681.84375,0.0
4031771.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,56.4,34.1,2.0,98.0,0.0,0.0,80.8,87.5,92.35,1.75,8.83,8.62,5.35,0.0,90.9,1.2,5.0,1.0,34.8,16.2,26.9,11.9,4.8,0.824,0.264,1.29,1.1,1.47,3.0,67.0,57.0,10.0,5.0,42.34289932,118.3041611,172.0182495,659.2769775,5918.646973,573.5910645,1878.333374,17471.67969,2001.800049,9449.998047,9662.801758,244.0,42342.89844,0.0
4031772.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,56.4,34.1,2.0,98.0,0.0,0.0,80.8,87.5,92.35,1.75,8.83,8.62,5.35,0.0,90.9,1.2,5.0,1.0,34.8,16.2,26.9,11.9,4.8,0.824,0.264,1.29,1.1,1.47,3.0,59.0,50.0,8.0,3.0,0.0,118.1154861,173.9253235,575.9281616,5813.730469,569.8060303,2117.062012,17178.57031,2003.099854,9752.805664,9580.178711,279.0,0.0,0.0
4031774.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,56.4,34.1,2.0,98.0,0.0,0.0,80.8,87.5,92.35,1.75,8.83,8.62,5.35,0.0,90.9,1.2,5.0,1.0,34.8,16.2,26.9,11.9,4.8,0.824,0.264,1.29,1.1,1.47,3.0,67.0,51.0,15.0,10.0,0.0,112.5822144,176.5314941,549.1699829,5625.657227,547.1083984,1607.0,16611.75977,2004.200195,9343.808594,9121.615234,257.0,0.0,0.0
4031779.0,81.65,1.4,0.0,1.0,81.65,1.4,2.0,1.0,56.4,34.1,2.0,98.0,0.0,0.0,80.8,87.5,92.35,1.75,8.83,8.62,5.35,0.0,90.9,1.2,5.0,1.0,34.8,16.2,26.9,11.9,4.8,0.824,0.264,1.29,1.1,1.47,3.0,61.0,53.0,8.0,3.0,35.13254166,114.6884689,176.5999908,578.3491211,5974.65332,579.5546875,1332.971069,17638.41016,2003.400024,10034.20215,8453.107422,226.0,35132.54297,0.0
4031780.0,82.45,1.31,1.75,1.0,82.45,1.31,2.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,78.9,86.4,91.3,2.0,9.45,9.65,4.82,1.0,90.85,1.2,4.5,1.0,34.8,16.2,26.9,11.9,4.8,0.824,0.264,1.29,1.1,1.47,3.0,66.0,58.0,8.0,3.0,34.05831909,112.2293396,177.0,613.6331177,6393.571289,630.2440186,2164.0,18901.26953,2001.099976,10778.09473,10413.40039,224.0,34058.32031,0.0
4031781.0,82.45,1.31,1.75,1.0,82.45,1.31,2.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,78.9,86.4,91.3,2.0,9.45,9.65,4.82,1.0,90.85,1.2,4.5,1.0,34.8,16.2,26.9,11.9,4.8,0.824,0.264,1.29,1.1,1.47,3.0,61.0,53.0,7.0,2.0,32.4715004,117.0730209,176.6712036,592.3447876,5794.736816,563.2510986,2023.999878,17110.24023,2002.800049,11677.7998,9006.503906,239.0,32471.50195,0.0
4031783.0,82.45,1.31,1.75,1.0,82.45,1.31,2.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,78.9,86.4,91.3,2.0,9.45,9.65,4.82,1.0,90.85,1.2,4.5,1.0,29.6,23.6,25.0,11.1,4.8,0.862,0.234,1.18,0.99,1.37,3.0,61.0,53.0,8.0,2.0,1.129719973,115.4294739,172.5292511,597.6783447,5813.728516,561.0386963,1948.888916,17155.76953,2005.000244,10798.00586,9619.615234,208.0,1129.722168,0.0
4031784.0,82.45,1.31,1.75,1.0,82.45,1.31,2.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,78.9,86.4,91.3,2.0,9.45,9.65,4.82,1.0,90.85,1.2,4.5,1.0,29.6,23.6,25.0,11.1,4.8,0.862,0.234,1.18,0.99,1.37,3.0,59.0,52.0,7.0,1.0,0.0,115.1625137,174.9000092,573.215332,5834.13916,567.4525146,2507.999512,17227.55078,2003.599976,9955.802734,10018.79883,196.0,0.0,0.0
4031785.0,82.45,1.31,1.75,1.0,82.45,1.31,2.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,78.9,86.4,91.3,2.0,9.45,9.65,4.82,1.0,90.85,1.2,4.5,1.0,29.8,24.4,24.5,10.8,4.7,0.91,0.226,1.22,1.02,1.39,3.0,61.0,53.0,7.0,2.0,0.0,115.7089233,177.1517334,581.8591919,5916.023438,574.53479,2263.996094,17467.06055,2004.900024,9966.211914,10020.99805,207.0,0.0,0.0
4031786.0,82.45,1.31,1.75,1.0,82.45,1.31,2.0,1.0,55.0,33.8,3.0,97.0,0.0,0.0,78.9,86.4,91.3,2.0,9.45,9.65,4.82,1.0,90.85,1.2,4.5,1.0,29.8,24.4,24.5,10.8,4.7,0.91,0.226,1.22,1.02,1.39,3.0,55.0,47.0,7.0,2.0,0.0,115.5683594,171.4576874,539.0401611,5331.162598,517.1592407,1454.110229,15738.75,2004.200195,9479.307617,9017.798828,219.0,0.0,0.0
