sample_no,tar,c,s,humidity,ash,s112,s112_315,s315,factory,trailer,time_1,location
COKE03-460,14030428,82.8,1.3,0,0,1,98,1,TABAS,636Ú55,,
COKE03-461,14030428,82.2,1.4,0,0,1,95,4,TABAS,666Ú34,,
COKE03-462,14030428,82.2,1.4,0,0,1,97,2,TABAS,479Ú38,,
COKE03-463,14030428,81.7,1.3,0,0,1,98,1,TABAS,972Ú38,,
COKE03-464,14030428,82.3,1.3,0,0,0,97,3,TABAS,431Ú34,,
COKE03-465,14030428,82.5,1.3,0,0,0,95,5,TABAS,317Ú81,,
COKE03-466,14030428,82.2,1.3,0,0,1,98,1,TABAS,762Ú83,,
COKE03-467,14030428,81,1.3,0,0,1,95,4,TABAS,258Ú37,,
COKE03-468,14030428,81.7,1.4,0,0,0,96,4,TABAS,293Ú32,,
COKE03-469,14030428,82.4,1.3,0,0,1,97,2,TABAS,616Ú55,,
COKE03-470,14030428,81.8,1.43,0,0,0,97,3,TABAS,522Ú54,,
COKE03-471,14030428,82,1.3,0,0,1,95,4,TABAS,176Ú41,,
COKE03-472,14030428,83,1.3,0,0,0,97,3,TABAS,285Ú12,,
COKE03-473,14030428,82.9,1.3,0,0,1,98,1,TABAS,571Ú12,,
COKE03-474,14030428,83,1.3,0,0,1,95,4,TABAS,831Ú96,,
COKE03-475,14030428,81.7,1.3,0,0,0,96,4,TABAS,988Ú34,,
COKE03-476,14030428,82.8,1.3,0,0,1,97,2,TABAS,313Ú38,,
COKE03-477,14030428,80.9,1.4,0,0,0,96,4,TABAS,898Ú14,,
COKE03-478,14030430,80.1,1.3,0,0,1,98,1,TABAS,972Ú38,,
COKE03-479,14030430,80.7,1.4,0,0,0,95,5,TABAS,293Ú32,,
COKE03-480,14030430,80.9,1.4,0,0,0,96,4,TABAS,538Ú56,,
COKE03-481,14030430,81.3,1.4,0,0,1,97,2,TABAS,772Ú26,,
COKE03-482,14030430,80.1,1.5,0,0,1,98,1,TABAS,451Ú25,,
COKE03-483,14030430,81,1.3,0,0,0,96,4,TABAS,831Ú96,,
COKE03-484,14030430,80.9,1.5,0,0,1,98,1,TABAS,616Ú55,,
COKE03-485,14030430,80,1.3,0,0,0,95,5,TABAS,129Ú26,,
COKE03-486,14030430,81.3,1.5,0,0,0,96,4,TABAS,431Ú34,,
COKE03-487,14030430,80.8,1.3,0,0,1,97,2,TABAS,479Ú38,,
COKE03-488,14030430,80.7,1.4,0,0,0,97,3,TABAS,176Ú41,,
COKE03-489,14030430,80.6,1.4,0,0,1,95,4,TABAS,317Ú81,,
COKE03-490,14030430,80.5,1.4,0,0,0,97,3,TABAS,545Ú29,,
COKE03-491,14030431,82.5,1.5,0,0,1,97,2,TABAS,727Ú16,,
COKE03-492,14030431,82,1.5,0,0,0,96,4,TABAS,988Ú34,,
COKE03-493,14030431,83,1.5,0,0,1,98,1,TABAS,918Ú79,,
COKE03-494,14030431,82.6,1.4,0,0,0,95,5,TABAS,621Ú54,,
COKE03-495,14030431,82.8,1.4,0,0,0,96,4,TABAS,443Ú85,,
COKE03-496,14030431,83,1.5,0,0,1,97,2,TABAS,616Ú55,,
COKE03-497,14030431,80.2,1.3,0,0,1,98,1,TABAS,636Ú55,,
COKE03-498,14030431,81.5,1.3,0,0,0,96,4,TABAS,753Ú36,,
COKE03-499,14030431,80.6,1.3,0,0,0,96,4,TABAS,431Ú34,,
COKE03-500,14030431,80.8,1.3,0,0,1,97,2,TABAS,422Ú33,,
COKE03-501,14030431,80.7,1.4,3,0,0,97,3,TABAS,424Ú33,,
COKE03-502,14030431,81.8,1.4,3.5,0,1,95,4,TABAS,466Ú37,,
COKE03-503,14030431,82,1.5,5,0,0,97,3,TABAS,259Ú54,,
COKE03-504,14030431,81.4,1.5,4,0,0,95,5,TABAS,513Ú21,,
COKE03-505,14030431,80.2,1.4,0,0,1,98,1,TABAS,148Ú26,,
COKE03-506,14030501,80.5,1.6,0,0,3,96,1,TABAS,545Ú29,REJECT,
COKE03-507,14030501,81,1.6,0,0,2,98,0,TABAS,293Ú32,REJECT,
COKE03-508,14030501,80.6,1.4,0,0,4,95,1,TABAS,424Ú33,,
COKE03-509,14030501,82,1.4,0,0,2,98,0,TABAS,831Ú96,,
COKE03-510,14030501,81,1.5,0,0,4,95,1,TABAS,651Ú52,,
COKE03-511,14030502,82.1,1.4,0,0,1,95,4,TABAS,313Ú38,,
COKE03-512,14030502,81.8,1.5,0,0,0,97,3,TABAS,898Ú14,,
COKE03-513,14030502,81.9,1.3,0,0,1,97,2,TABAS,545Ú29,,
COKE03-514,14030502,83,1.4,0,0,0,97,3,TABAS,772Ú26,,
COKE03-515,14030502,81.4,1.4,0,0,1,95,4,TABAS,571Ú12,,
COKE03-516,14030502,82.5,1.3,0,0,0,97,3,TABAS,263Ú32,,
COKE03-517,14030502,82.7,1.4,0,0,0,95,5,TABAS,129Ú26,,
COKE03-518,14030502,81.9,1.4,0,0,0,97,3,TABAS,317Ú81,,
COKE03-519,14030503,81.7,1.4,0,0,0,97,3,TABAS,762Ú83,,
COKE03-520,14030503,80.9,1.5,0,0,1,97,2,TABAS,451Ú25,,
COKE03-521,14030503,81.2,1.4,0,0,0,97,3,TABAS,988Ú34,,
COKE03-522,14030503,81.5,1.4,0,0,1,98,1,TABAS,176Ú41,,
COKE03-523,14030503,80.6,1.4,0,0,3,96,1,TABAS,348Ú83,,
COKE03-524,14030503,82,1.5,0,0,2,98,0,TABAS,285Ú12,,
COKE03-525,14030503,82.4,1.4,0,0,1,98,1,TABAS,756Ú92,,
COKE03-528,14030504,81.2,1.4,0,0,0,97,3,TABAS,545Ú29,,
COKE03-529,14030504,80.8,1.4,0,0,3,96,1,TABAS,292Ú32,,
COKE03-530,14030504,81.4,1.4,0,0,1,97,2,TABAS,972Ú38,,
COKE03-531,14030506,82.4,1.3,0,0,0,97,3,TABAS,949Ú19,,
COKE03-532,14030506,80.2,1.4,0,0,1,97,2,TABAS,431Ú34,,
COKE03-533,14030506,80.8,1.4,0,0,0,97,3,TABAS,538Ú38,,
COKE03-534,14030506,82.8,1.4,0,0,1,95,4,TABAS,753Ú36,,
COKE03-535,14030506,80.1,1.4,0,0,2,98,0,TABAS,148Ú26,,
COKE03-536,14030507,80.7,1.3,0,0,3,96,1,TABAS,317Ú81,,
COKE03-537,14030507,81.9,1.3,0,0,2,98,0,TABAS,927Ú38,,
COKE03-538,14030507,80.8,1.3,0,0,4,95,1,TABAS,258Ú37,,
COKE03-539,14030507,81.2,1.4,0,0,2,98,0,TABAS,531Ú38,,
COKE03-540,14030507,80.8,1.4,0,0,4,95,1,TABAS,775Ú26,,
COKE03-541,14030507,81.2,1.4,0,0,1,95,4,TABAS,285Ú12,,
COKE03-542,14030507,81.1,1.4,0,0,3,96,1,TABAS,354Ú35,,
COKE03-543,14030510,82.7,1.3,0,0,0,97,3,TABAS,871Ú47,,
COKE03-544,14030510,82.6,1.4,0,0,3,96,1,TABAS,129Ú26,,
COKE03-545,14030510,80.2,1.4,0,0,1,97,2,TABAS,918Ú79,,
COKE03-546,14030510,82.6,1.4,0,0,0,97,3,TABAS,666Ú34,,
COKE03-547,14030511,82.1,1.3,0,0,2,98,0,TABAS,417Ú44,,
COKE03-548,14030511,82.5,1.5,0,0,4,95,1,TABAS,848Ú24,,
COKE03-526,14030504,83,1.2,0,0,3,96,1,Petrosaman,693Ú17,,
COKE03-527,14030504,82.9,1.5,0,0,3,97,0,Petrosaman,858Ú92,Reject,
COKE03-549,14030513,81,1.4,0,0,0,97,3,TABAS,799Ú31,,
COKE03-550,14030514,81.5,1.4,0,0,2,98,0,TABAS,424Ú33,,
COKE03-559,14030520,81.9,1.2,0,0,2,98,0,TABAS,317Ú81,,
COKE03-560,14030520,80.2,1.3,0,0,3,96,1,TABAS,424Ú33,,
COKE03-563,14030521,82.6,1.4,0,0,0,97,3,TABAS,445Ú74,,
COKE03-564,14030521,82.1,1.4,0,0,3,96,1,TABAS,621Ú54,,
COKE03-565,14030521,82.8,1.3,0,0,1,97,2,TABAS,354Ú35,,
COKE03-566,14030521,81.4,1.3,0,0,2,98,0,TABAS,972Ú38,,
COKE03-574,14030522,82.4,1.3,0,0,3,96,1,TABAS,352Ú44,,
COKE03-575,14030522,81.8,1.4,0,0,0,97,3,TABAS,848Ú24,,
COKE03-577,14030522,81,1.4,0,0,3,96,1,TABAS,417Ú44,,
COKE03-578,14030522,81.5,1.3,0,0,0,97,3,TABAS,359Ú54,,
COKE03-579,14030523,81.1,1.4,0,0,3,96,1,TABAS,799Ú31,,
COKE03-580,14030523,80.7,1.3,0,0,0,97,3,TABAS,531Ú38,,
COKE03-581,14030523,82.1,1.3,0,0,3,96,1,TABAS,753Ú36,,
COKE03-582,14030523,81.2,1.4,0,0,1,97,2,TABAS,538Ú38,,
COKE03-583,14030524,82.2,1.3,0,0,0,97,3,TABAS,339Ú87,,
COKE03-584,14030524,81.7,1.3,0,0,3,96,1,TABAS,416Ú55,,
COKE03-585,14030524,82.5,1.3,0,0,0,97,3,TABAS,176Ú41,,
COKE03-586,14030524,82.4,1.3,0,0,3,96,1,TABAS,762Ú83,,
COKE03-587,14030524,82.5,1.3,0,0,0,97,3,TABAS,513Ú21,,
COKE03-588,14030524,81.9,1.3,0,0,3,96,1,TABAS,898Ú14,,
COKE03-600,14030524,82,1.4,0,0,0,97,3,TABAS,727Ú16,,
COKE03-617,14030528,81.7,1.3,0,0,0,97,3,TABAS,285Ú12,,
COKE03-551,14030516,83.5,0.9,0,0,1,99,0,Petrosaman,528Ú31,,
COKE03-552,14030516,82.3,0.9,0,0,5,95,0,Petrosaman,267Ú75,,
COKE03-553,14030517,83.6,1,0,0,3,97,0,Petrosaman,858Ú92,,
COKE03-554,14030517,83.5,1,0,0,3,97,0,Petrosaman,544Ú88,,
COKE03-555,14030517,84,1,0,0,2,98,0,Petrosaman,175Ú15,,
COKE03-556,14030517,84.5,0.8,0,0,3,97,0,Petrosaman,568Ú36,,
COKE03-568,14030522,84,1.2,0,0,2,97,1,Petrosaman,267Ú75,,
COKE03-569,14030522,82.7,1.2,0,0,1,98,1,Petrosaman,911Ú66,,
COKE03-570,14030522,83.8,1.2,0,0,2,96,2,Petrosaman,797Ú61,,
COKE03-576,14030522,83.8,1.2,0,0,1,98,1,Petrosaman,328Ú54,,
COKE03-598,14030524,83.2,1,0,0,1,98,1,Petrosaman,175Ú15,,
COKE03-599,14030524,82.6,0.9,0,0,2,97,1,Petrosaman,665Ú89,,
COKE03-601,14030525,84.9,0.7,0,0,3,97,0,Petrosaman,971Ú34,,
COKE03-602,14030525,84.8,0.7,0,0,3,97,0,Petrosaman,756Ú39,,
COKE03-603,14030525,83.4,1,0,0,2,98,0,Petrosaman,719Ú95,,
COKE03-604,14030525,84.4,0.7,0,0,3,97,0,Petrosaman,528Ú31,,
COKE03-605,14030525,83.9,0.7,0,0,2,97,1,Petrosaman,743Ú88,,
COKE03-606,14030525,81.5,0.8,0,0,1,98,1,Petrosaman,218Ú28,,
COKE03-607,14030525,83.9,0.8,0,0,2,96,2,Petrosaman,755Ú75,,
COKE03-608,14030525,84.5,1,0,0,1,98,1,Petrosaman,267Ú75,,
COKE03-609,14030525,82.5,1,0,0,1,98,1,Petrosaman,544Ú88,,
COKE03-610,14030525,81.9,0.8,0,0,2,97,1,Petrosaman,313Ú38,,
COKE03-611,14030525,82.3,0.8,0,0,1,98,1,Petrosaman,651Ú52,,
COKE03-612,14030526,80.6,1.14,0,0,1,98,1,Petrosaman,835Ú47,,
COKE03-613,14030527,80.3,1,0,0,2,97,1,Petrosaman,637Ú28,,
COKE03-620,14030528,84.5,0.9,0,0,3,97,0,Petrosaman,172Ú77,,
COKE03-621,14030528,83.6,0.9,0,0,2,98,0,Petrosaman,451Ú99,,
COKE03-622,14030528,83.3,1.1,0,0,3,97,0,Petrosaman,914Ú69,,
COKE03-623,14030528,82.9,1,0,0,2,97,1,Petrosaman,275Ú12,,
COKE03-624,14030528,83.1,1.1,0,0,1,98,1,Petrosaman,617Ú59,,
COKE03-625,14030528,81.8,0.9,0,0,2,96,2,Petrosaman,496Ú27,,
COKE03-629,14030529,84,1,0,0,3,97,0,Petrosaman,658Ú88,,
COKE03-630,14030529,84,1.1,0,0,2,97,1,Petrosaman,425Ú41,,
COKE03-631,14030529,84.2,1,0,0,1,98,1,Petrosaman,914Ú86,,
COKE03-632,14030529,83.9,0.9,0,0,2,96,2,Petrosaman,356Ú58,,
COKE03-633,14030529,83.5,1,0,0,1,98,1,Petrosaman,788Ú22,,
COKE03-634,14030529,84.1,1,0,0,1,98,1,Petrosaman,915Ú25,,
COKE03-635,14030529,83.1,1,0,0,2,97,1,Petrosaman,916Ú55,,
COKE03-636,14030529,83.6,0.9,0,0,2,97,1,Petrosaman,465Ú52,,
COKE03-637,14030529,84.3,1,0,0,3,97,0,Petrosaman,568Ú36,,
COKE03-638,14030529,84.2,0.9,0,0,1,98,1,Petrosaman,934Ú48,,
COKE03-639,14030530,83.9,0.9,0,0,2,97,1,Petrosaman,267Ú75,,
COKE03-640,14030530,83.5,0.8,0,0,2,97,1,Petrosaman,515Ú74,,
COKE03-641,14030530,84,1,0,0,3,97,0,Petrosaman,975Ú34,,
COKE03-642,14030530,84,0.8,0,0,2,96,2,Petrosaman,172Ú66,,
COKE03-643,14030530,83.6,0.9,0,0,1,98,1,Petrosaman,275Ú12,,
COKE03-644,14030530,82.9,0.8,0,0,1,98,1,Petrosaman,352Ú64,,
COKE03-645,14030531,83.9,0.8,0,0,2,97,1,Petrosaman,526Ú75,,
COKE03-646,14030531,84.1,1.1,0,0,2,97,1,Petrosaman,916Ú55,,
COKE03-647,14030531,83.7,1.1,0,0,3,97,0,Petrosaman,637Ú28,,
COKE03-648,14030531,83,0.9,0,0,3,97,0,Petrosaman,544Ú88,,
COKE03-649,14030531,83.6,1,0,0,2,96,2,Petrosaman,172Ú66,,
COKE03-650,14030531,82.9,1,0,0,1,98,1,Petrosaman,515Ú74,,
COKE03-651,14030531,83.9,0.9,0,0,1,98,1,Petrosaman,744Ú78,,
COKE03-652,14030601,84.2,0.8,0,0,2,97,1,Petrosaman,319Ú71,,
COKE03-653,14030601,83.9,0.8,0,0,3,97,0,Petrosaman,887Ú91,,
COKE03-654,14030601,83.6,0.9,0,0,1,98,1,Petrosaman,749Ú45,,
COKE03-655,14030601,83.4,0.8,0,0,2,97,1,Petrosaman,356Ú58,,
COKE03-656,14030603,80,0.8,0,0,3,97,0,Petrosaman,719Ú95,,
COKE03-657,14030606,84.5,1,0,0,3,97,0,Petrosaman,229Ú67,,
COKE03-658,14030606,84.8,1,0,0,1,98,1,Petrosaman,398Ú62,,
COKE03-659,14030606,83.9,0.9,0,0,2,97,1,Petrosaman,583Ú41,,
COKE03-660,14030606,84.1,0.9,0,0,3,97,0,Petrosaman,554Ú81,,
COKE03-661,14030606,84.2,0.8,0,0,2,97,1,Petrosaman,451Ú99,,
COKE03-662,14030606,83.5,0.9,0,0,3,97,0,Petrosaman,172Ú66,,
COKE03-663,14030606,84,1,0,0,1,98,1,Petrosaman,515Ú74,,
COKE03-664,14030606,83.9,0.9,0,0,2,97,1,Petrosaman,157Ú54,,
COKE03-665,14030607,84.8,0.9,0,0,2,97,1,Petrosaman,473Ú92,,
COKE03-666,14030607,82.9,1,0,0,3,97,0,Petrosaman,391Ú56,,
COKE03-667,14030607,83.1,1,0,0,1,98,1,Petrosaman,619Ú62,,
COKE03-668,14030607,83.2,0.9,0,0,2,97,1,Petrosaman,279Ú16,,
COKE03-669,14030607,80,0.8,0,0,1,98,1,Petrosaman,157Ú54,,
COKE03-670,14030607,84.5,1,0,0,2,97,1,Petrosaman,938Ú87,,
COKE03-671,14030607,84.8,1,0,0,3,97,0,Petrosaman,352Ú64,,
COKE03-672,14030608,84.6,0.9,0,0,3,97,0,Petrosaman,171Ú92,,
COKE03-673,14030608,84,1,0,0,2,97,1,Petrosaman,515Ú74,,
COKE03-674,14030608,84.3,1,0,0,3,97,0,Petrosaman,174Ú66,,
COKE03-675,14030608,83.9,0.9,0,0,3,97,0,Petrosaman,415Ú62,,
COKE03-676,14030608,83.5,0.9,0,0,3,96,1,Petrosaman,929Ú55,,
COKE03-728,14030619,84.1,1.1,0,0,2,97,1,Petrosaman,358Ú83,,
COKE03-729,14030619,84,1.1,0,0,3,97,0,Petrosaman,269Ú22,,
COKE03-730,14030620,83,1.1,0,0,1,98,1,Petrosaman,195Ú67,,
COKE03-731,14030620,82.6,1.1,0,0,2,97,1,Petrosaman,749Ú45,,
COKE03-777,14030627,81.9,1,0,0,2,97,1,Petrosaman,515Ú74,,
COKE03-778,14030627,82.3,1,0,0,3,97,0,Petrosaman,172Ú66,,
COKE03-779,14030629,83.9,0.9,0,0,3,97,0,Petrosaman,793Ú62,,
COKE03-780,14030629,84,0.9,0,0,2,97,1,Petrosaman,172Ú64,,
COKE03-781,14030629,84.2,0.9,0,0,3,97,0,Petrosaman,938Ú87,,
COKE03-782,14030629,84.5,0.9,0,0,3,97,0,Petrosaman,397Ú51,,
COKE03-783,14030629,83.1,1,0,0,3,96,1,Petrosaman,5151Ú74,,
COKE03-784,14030629,82.3,1,0,0,2,97,1,Petrosaman,226Ú55,,
COKE03-785,14030629,82.6,0.9,0,0,3,96,1,Petrosaman,381Ú45,,
COKE03-786,14030702,84.2,1,0,0,2,97,1,Petrosaman,544Ú88,,
COKE03-787,14030702,83.7,1.1,0,0,3,97,0,Petrosaman,175Ú15,,
COKE03-788,14030702,84.1,0.9,0,0,3,97,0,Petrosaman,766Ú81,,
COKE03-789,14030702,82.9,1,0,0,2,97,1,Petrosaman,356Ú58,,
COKE03-790,14030702,83.5,0.9,0,0,3,97,0,Petrosaman,741Ú92,,
COKE03-791,14030702,83.6,0.9,0,0,3,97,0,Petrosaman,391Ú56,,
COKE03-792,14030702,82.4,1,0,0,3,97,0,Petrosaman,172Ú66,,
COKE03-793,14030702,81.9,1,0,0,3,97,0,Petrosaman,515Ú74,,
COKE03-794,14030703,81.2,0.9,0,0,2,97,1,Petrosaman,465Ú52,,
COKE03-795,14030703,81,0.9,0,0,3,97,0,Petrosaman,812Ú92,,
COKE03-796,14030717,81.3,1,0,0,2,97,1,Petrosaman,766Ú81,,
COKE03-797,14030717,82,0.9,0,0,3,97,0,Petrosaman,295Ú12,,
COKE03-798,14030718,83.5,0.9,0,0,2,97,1,Petrosaman,275Ú12,,
COKE03-799,14030718,84,1,0,0,3,97,0,Petrosaman,391Ú56,,
COKE03-800,14030718,82.9,1,0,0,2,97,1,Petrosaman,865Ú92,,
COKE03-801,14030719,83.3,1.1,0,0,3,97,0,Petrosaman,335Ú93,,
COKE03-802,14030719,82.6,1.1,0,0,3,97,0,Petrosaman,637Ú28,,
COKE03-803,14030719,82.2,1.1,0,0,2,98,0,Petrosaman,415Ú62,,
COKE03-804,14030722,84.8,1.1,0,0,2,97,1,Petrosaman,267Ú75,,
COKE03-805,14030722,83,1,0,0,3,97,0,Petrosaman,87Ú653,,
COKE03-806,14030722,84.5,1.2,0,0,3,97,0,Petrosaman,431Ú47,,
COKE03-807,14030722,82.5,1,0,0,2,98,0,Petrosaman,196Ú65,,
COKE03-808,14030722,82.9,1.1,0,0,3,97,0,Petrosaman,277Ú54,,
COKE03-809,14030723,83.8,1.2,0,0,2,98,0,Petrosaman,267Ú75,,
COKE03-810,14030723,83.3,1.2,0,0,3,97,0,Petrosaman,275Ú12,,
COKE03-811,14030723,82.9,1.1,0,0,2,98,0,Petrosaman,983Ú64,,
COKE03-812,14030723,83.4,1.1,0,0,3,97,0,Petrosaman,315Ú82,,
COKE03-813,14030724,83,1.2,0,0,3,97,0,Petrosaman,335Ú93,,
COKE03-814,14030724,82.4,1.1,0,0,2,98,0,Petrosaman,537Ú19,,
COKE03-815,14030724,82.5,1.2,0,0,2,98,0,Petrosaman,473Ú86,,
COKE03-816,14030725,81.4,1,0,0,3,97,0,Petrosaman,887Ú91,,
COKE03-817,14030725,83.5,1,0,0,2,98,0,Petrosaman,554Ú81,,
COKE03-818,14030725,82.8,1,0,0,2,98,0,Petrosaman,515Ú74,,
COKE03-819,14030725,81.7,1.1,0,0,2,98,0,Petrosaman,172Ú66,,
COKE03-820,14030725,80.7,0.9,0,0,3,97,0,Petrosaman,226Ú55,,
COKE03-821,14030725,81.9,1,0,0,2,98,0,Petrosaman,179Ú55,,
COKE03-822,14030726,83.8,1.1,0,0,2,98,0,Petrosaman,515Ú74,,
COKE03-823,14030726,84.4,1,0,0,3,97,0,Petrosaman,464Ú96,,
COKE03-824,14030726,84.5,1,0,0,2,98,0,Petrosaman,914Ú69,,
COKE03-825,14030726,83.9,0.9,0,0,2,97,1,Petrosaman,226Ú55,,
COKE03-826,14030726,83.5,0.9,0,0,2,98,0,Petrosaman,172Ú66,,
COKE03-827,14030726,82.5,1.1,0,0,3,97,0,Petrosaman,113Ú24,,
COKE03-828,14030726,81.2,1,0,0,2,98,0,Petrosaman,887Ú91,,
COKE03-829,14030729,81.6,1,0,0,2,97,1,Petrosaman,276Ú64,,
COKE03-830,14030729,82.3,0.9,0,0,2,98,0,Petrosaman,744Ú78,,
COKE03-831,14030729,82.7,1.1,0,0,3,97,0,Petrosaman,415Ú62,,
COKE03-832,14030729,82.6,1,0,0,3,97,0,Petrosaman,113Ú24,,
COKE03-833,14030729,82.4,1.1,0,0,2,98,0,Petrosaman,464Ú96,,
COKE03-834,14030729,82.6,1,0,0,2,97,1,Petrosaman,914Ú69,,
COKE03-835,14030729,82.5,1.1,0,0,2,98,0,Petrosaman,226Ú55,,
COKE03-836,14030729,81.2,1,0,0,2,97,1,Petrosaman,515Ú74,,
COKE03-837,14030729,83.9,0.9,0,0,2,98,0,Petrosaman,887Ú91,,
COKE03-838,14030730,81.6,1.2,0,0,2,98,0,Petrosaman,172Ú66,,
COKE03-839,14030730,81.9,0.9,0,0,2,97,1,Petrosaman,275Ú12,,
COKE03-840,14030730,82.5,1,0,0,2,98,0,Petrosaman,938Ú87,,
COKE03-841,14030801,82.3,1.2,0,0,2,97,1,Petrosaman,176Ú66,,
COKE03-842,14030801,82.6,1,0,0,2,98,0,Petrosaman,226Ú55,,
COKE03-843,14030802,81.9,1,0,0,2,98,0,Petrosaman,479Ú29,,
COKE03-848,14030914,84.5,0.9,0,0,3,95,2,Petrosaman,367Ú75,,
COKE03-849,14030915,84.9,0.9,0,0,1,97,2,Petrosaman,864Ú93,,
