tar,heat_no,cao,feo,sio2,mgo,al2o3,p2o5,mno,b2,b3,b4
970631,972500,38.6,27.6,18.4,10.3,3.9,0.944,0.108,2.1,1.74,2.2
970631,972505,36.9,26.7,17.8,13.9,3.5,0.903,0.119,2.07,1.73,2.38
970701,972510,38.5,29.9,18.9,7.9,3.7,0.849,0.162,2.03,1.7,2.05
970701,972515,36.6,29.8,16.9,12.2,3.4,0.81,0.094,2.17,1.8,2.4
970701,972521,39.5,31.7,18.1,6.2,3.5,0.597,0.111,2.18,1.83,2.12
970702,972530,40.8,27.4,17.9,8.8,3.8,0.994,0.084,2.28,1.88,2.29
970702,972535,39.1,26.4,18.3,11.2,3.7,1.025,0.102,2.14,1.78,2.28
970703,972545,28.7,30.9,14.6,22.3,2.3,0.791,0.097,1.96,1.69,3
970703,972550,33.1,29.5,18.2,14.5,3.6,0.778,0.12,1.81,1.52,2.18
970705,972555,38.6,26,19.4,10.4,3.9,1.125,0.09,1.99,1.65,2.1
970705,972560,32.3,32.2,20.1,9.3,5.1,0.691,0.096,1.61,1.28,1.65
970705,972565,33,34.5,18.9,9.3,3.7,0.221,0.299,1.75,1.46,1.88
970707,972575,35.9,25.8,21.9,10.1,4.5,1.363,0.117,1.64,1.36,1.74
970707,972580,34.4,28.2,20.9,10.7,4.1,1.224,0.131,1.65,1.37,1.8
970707,972585,37.4,27,19.2,10.9,4,0.356,0.682,1.95,1.61,2.08
970707,972590,35.8,33.3,15.3,11.5,3.2,0.399,0.116,2.34,1.94,2.56
970707,972595,40.1,27,16,12,3.7,0.612,0.301,2.51,2.04,2.65
970707,972600,36,31.6,16.1,12,3.2,0.611,0.131,2.23,1.86,2.48
970708,972605,39.9,27.1,17.1,10.9,3.6,0.992,0.086,2.33,1.93,2.45
970708,972610,29,42.4,17.6,7.3,3.3,0.08,0.112,1.65,1.39,1.74
970708,972615,35.3,30,17.7,12.2,3.6,0.747,0.174,2,1.66,2.23
970709,972620,34.5,28.1,20.4,11.6,4.2,0.772,0.151,1.69,1.4,1.87
970709,972625,31.6,32.4,20.9,9.6,4.2,0.847,0.151,1.52,1.26,1.65
970709,972630,32.5,31.1,20.4,10.6,4.4,0.557,0.138,1.59,1.31,1.74
970710,972635,39,22.6,21.8,9.9,4.8,1.484,0.134,1.79,1.46,1.84
970710,972640,38.4,21.7,17.9,16.3,3.9,1.415,0.111,2.14,1.76,2.5
970710,972645,37.6,25.5,19,12.3,4.1,1.186,0.105,1.98,1.63,2.16
970712,972651,41.5,23.9,15.2,14.6,3.6,0.796,0.165,2.73,2.2,2.98
970712,972655,38.2,30.8,14.1,13,3,0.472,0.078,2.7,2.22,2.98
970714,972660,35.6,28.5,19.3,11.2,4,0.7,0.444,1.85,1.53,2.01
970714,972665,33.1,32.3,19,10.4,3.8,0.926,0.141,1.74,1.45,1.91
970714,972670,40.8,24.4,14.9,15.1,3.4,0.746,0.327,2.74,2.23,3.06
970714,972675,39.3,17.6,19.9,15.9,4.6,2.306,0.131,1.97,1.6,2.25
970714,972680,32.5,35,17.1,11,3.4,0.484,0.136,1.9,1.58,2.12
970714,972685,39.7,26,18.9,9.5,4.3,1.195,0.109,2.1,1.71,2.12
970719,972690,38.3,25.8,16.4,14.9,3.7,0.519,0.16,2.34,1.9,2.64
970719,972695,32.9,34.2,17.6,10.9,3.5,0.425,0.131,1.86,1.55,2.07
970719,972700,34.3,30.9,18.6,11.2,4,0.483,0.181,1.84,1.52,2.01
970721,972705,33.9,25.4,20.6,13.3,5.3,0.226,0.927,1.64,1.31,1.82
970721,972710,33.2,28.5,17.7,15.5,3.9,0.758,0.207,1.87,1.53,2.25
970721,972715,35.2,23.8,17.6,18.2,3.9,0.816,0.24,2,1.64,2.48
970721,972720,34.6,29.4,18.7,12.1,3.9,0.758,0.186,1.85,1.53,2.06
970721,972730,31.9,27.8,17.5,17.9,3.4,1.082,0.14,1.83,1.53,2.38
970722,972735,35.8,25.9,15.2,18.4,3.2,1.099,0.112,2.35,1.94,2.94
970723,972745,36.6,32.3,18.9,7.3,3.9,0.195,0.524,1.94,1.61,1.93
970724,972750,38.3,32.6,16,9,3.2,0.498,0.119,2.39,2,2.47
970724,972755,33.6,32.1,18.1,11.6,3.6,0.445,0.215,1.86,1.55,2.09
970724,972760,33.8,32.2,18.5,10.9,3.7,0.499,0.174,1.83,1.53,2.02
970725,972765,35.1,30.2,19.6,10.2,4,0.51,0.188,1.8,1.49,1.93
970725,972770,37.3,25.7,20.7,10.6,4.3,0.93,0.123,1.8,1.49,1.92
970725,972775,33.2,31.3,19.3,11.4,3.8,0.49,0.2,1.72,1.44,1.93
970725,972780,32.9,32,20,9.9,4.2,0.552,0.137,1.64,1.36,1.76
970726,972785,33.3,28.5,17.8,15.8,3.6,0.589,0.204,1.87,1.56,2.3
970726,972790,31.1,36.9,19.5,8.1,3.6,0.353,0.127,1.6,1.35,1.7
970726,972795,30.7,29.2,20.5,14.5,3.9,0.854,0.169,1.5,1.26,1.86
970728,972800,37.5,31,17.4,9.8,3.4,0.635,0.098,2.15,1.8,2.27
970728,972805,34,28.3,18.3,14.5,3.5,0.879,0.217,1.85,1.56,2.22
970728,972815,29.6,34,17,15.4,3,0.599,0.11,1.75,1.48,2.25
970728,972820,36.7,29.3,18.6,10.1,3.8,1.081,0.115,1.98,1.64,2.09
970728,972825,37,25.1,19,13.4,4,0.787,0.415,1.94,1.61,2.19
970729,972830,36.1,32.2,16.4,11.2,3.1,0.604,0.1,2.21,1.86,2.43
970729,972835,33.8,33.8,19.2,8.5,3.5,0.623,0.129,1.76,1.48,1.86
970729,972840,27.3,32.7,19.9,15.7,3.3,0.666,0.184,1.37,1.17,1.85
970729,972845,29.1,32.5,19.5,14.3,3.4,0.246,0.616,1.49,1.27,1.9
970730,972850,32.1,33.3,20.5,9.2,3.7,0.789,0.161,1.57,1.33,1.71
970730,972855,35.1,29.1,18.2,12.6,4.2,0.396,0.215,1.93,1.57,2.13
970730,972860,34.3,25.5,22.1,12.4,4.8,0.507,0.18,1.55,1.28,1.74
970801,972865,27,35,17.5,16.2,3.7,0.161,0.185,1.55,1.28,2.04
970801,972870,33.9,28.7,19.3,12.8,4.4,0.337,0.165,1.76,1.43,1.97
970801,972875,39.5,21.3,19,14.5,4.7,0.519,0.134,2.07,1.66,2.27
970801,972880,34.7,31,17.5,12,4.1,0.247,0.143,1.98,1.6,2.15
970802,972890,31,34.3,19.8,10.2,3.9,0.301,0.251,1.56,1.31,1.74
970802,972895,33.7,31.5,20,9.9,3.8,0.575,0.217,1.69,1.41,1.83
970803,972900,29.1,29.7,17.7,19.1,3,0.897,0.178,1.65,1.41,2.33
970803,972905,35,25.8,20.1,13.7,3.8,1.102,0.187,1.75,1.47,2.04
970805,972910,30,25,18.6,21.5,3.1,1.322,0.158,1.61,1.38,2.37
970805,972915,34.4,28.8,19.1,12.7,3.8,0.754,0.175,1.8,1.5,2.06
970805,972919,33.5,34.4,19.1,8.4,3.5,0.663,0.161,1.76,1.48,1.85
970805,972920,29.7,29.1,17.9,18.7,3.1,0.941,0.164,1.66,1.41,2.31
970805,972925,33.8,34.3,18.2,9.4,3.4,0.177,0.405,1.86,1.56,2
970805,972927,36.9,29.9,19.4,8.8,3.8,0.83,0.146,1.91,1.59,1.97
970805,972930,33.9,29.7,21.3,9.8,3.8,0.956,0.198,1.59,1.35,1.74
970805,972935,32.9,33.4,18.8,10.5,3.4,0.603,0.17,1.75,1.48,1.95
970806,972940,35.8,26,17.9,15.3,3.6,0.995,0.127,2.01,1.67,2.38
970806,972945,32.9,27.8,19.1,14.9,3.6,1.246,0.156,1.72,1.45,2.11
970806,972950,32.5,26.9,18.3,17.2,3.7,1.027,0.224,1.78,1.48,2.27
970806,972955,29.8,34.1,17.6,14.1,3.5,0.349,0.179,1.69,1.41,2.08
970807,972960,31.7,32.3,19,12.2,3.9,0.402,0.262,1.67,1.38,1.91
970807,972965,32.1,25.3,23.6,12.6,5,0.225,0.902,1.36,1.12,1.57
970807,972970,30.3,36.3,18.2,10.7,3.9,0.139,0.174,1.66,1.37,1.86
970808,972975,32,29.5,21.1,12,4.6,0.303,0.189,1.52,1.25,1.72
970809,972980,30.7,28.8,21.8,12.9,4.7,0.106,0.749,1.41,1.16,1.65
970809,972985,31.4,19.1,27,15.9,5.3,0.761,0.223,1.16,0.97,1.46
970809,972990,31.3,23,25.3,14,4.9,0.909,0.239,1.24,1.04,1.5
970810,972995,22.7,30.5,21,21.2,3.4,0.692,0.277,1.08,0.93,1.8
970810,973000,26.2,30.8,19.4,19.2,3.3,0.652,0.186,1.35,1.16,2
970810,973005,34.5,28.1,19.6,12.7,3.8,0.758,0.158,1.76,1.47,2.01
970810,973007,31.1,25.4,18.7,19.9,3.6,0.82,0.164,1.66,1.4,2.29
970810,973010,32,32.8,19.9,10.3,4,0.429,0.156,1.61,1.34,1.77
970812,973015,29.4,36.1,19.6,10.3,3.8,0.224,0.18,1.51,1.26,1.7
970812,973020,40,23.6,19.5,11,4.4,0.688,0.558,2.05,1.67,2.13
970812,973025,34.9,28.3,20.4,11.4,3.8,0.785,0.176,1.71,1.45,1.92
970812,973030,31,34.2,20.6,9.3,3.8,0.556,0.179,1.51,1.27,1.65
970812,973035,33.8,28.6,20.5,11.6,4.4,0.347,0.511,1.65,1.36,1.83
970812,973040,31.3,33.5,19.4,11.1,3.9,0.336,0.203,1.61,1.35,1.82
970812,973045,27.8,35.8,18.1,13.9,3.7,0.265,0.161,1.53,1.27,1.91
970813,973050,40.7,19.6,21.8,11.1,5.2,0.694,0.666,1.86,1.51,1.92
970813,973055,30.3,25.9,19.2,19.7,3.6,0.908,0.172,1.58,1.33,2.19
970813,973060,34.6,23.7,17,19.9,3.6,0.752,0.151,2.03,1.68,2.65
970814,973065,30.5,34,20.3,10.5,3.8,0.372,0.166,1.5,1.27,1.7
970814,973070,33.5,29,19.7,12.9,3.9,0.602,0.158,1.7,1.42,1.97
970814,973075,25.6,32.2,17.3,20.8,3.1,0.496,0.162,1.47,1.25,2.26
970815,973080,35.5,27.7,20.5,10.9,4.2,0.6,0.165,1.73,1.44,1.88
970815,973085,30.9,30.7,21.9,11.2,4.2,0.585,0.18,1.41,1.18,1.62
970815,973090,35.3,26.4,20.8,11.6,4.7,0.481,0.466,1.69,1.38,1.83
970815,973095,34,22.8,24.3,12.6,4.8,0.949,0.226,1.4,1.17,1.6
970816,973100,30.3,31,21.7,11.7,4.1,0.615,0.179,1.4,1.17,1.63
970816,973105,27.4,30.2,18.4,19.5,3.3,0.607,0.165,1.48,1.26,2.15
970816,973110,29.7,33.1,20.7,11.5,4.1,0.462,0.175,1.44,1.2,1.67
970817,973115,35.9,25,21.7,11.5,4.4,1.024,0.158,1.66,1.38,1.82
970817,973120,35.8,23.1,21.2,14.1,4.5,0.824,0.146,1.69,1.39,1.94
970817,973125,37.3,19,24.4,12.5,4.9,1.405,0.161,1.53,1.27,1.69
970819,973130,34.5,27.6,20.3,12.2,4.1,0.629,0.369,1.7,1.42,1.92
970819,973140,34.3,26.9,21.8,11.1,4.5,0.618,0.482,1.58,1.31,1.73
970819,973145,29.8,27.4,22.9,14.2,4.5,0.538,0.205,1.3,1.09,1.6
970819,973150,29.7,23.8,24.4,16.3,4.7,0.566,0.218,1.22,1.02,1.58
970820,973155,27,30.4,22.7,14.6,4.4,0.46,0.217,1.19,1,1.54
970820,973160,32.7,23.5,21.8,16.6,4.4,0.564,0.173,1.5,1.25,1.88
970820,973165,25.7,32.8,21.9,14.5,4.2,0.243,0.398,1.17,0.99,1.54
970821,973175,21.9,38.3,16.9,18.9,3.5,0.11,0.194,1.3,1.08,2
970821,973180,25.1,39.4,19.8,11.1,3.9,0.131,0.184,1.27,1.06,1.53
970821,973185,24.4,37.7,18.3,15.3,3.7,0.132,0.192,1.33,1.11,1.8
970822,973190,28.7,34,20,12.3,4.1,0.216,0.308,1.44,1.19,1.7
970822,973195,26.5,35.7,21.4,11.5,4.2,0.227,0.204,1.24,1.03,1.48
970822,973200,31.3,25,22.7,14.9,4.9,0.392,0.602,1.38,1.14,1.68
970823,973205,29.9,32.7,19.3,13.3,4.1,0.265,0.174,1.55,1.28,1.85
970823,973210,28.8,32,21,12.9,4.4,0.297,0.306,1.37,1.14,1.65
970823,973215,29.2,31.1,20.9,13.7,4.4,0.31,0.184,1.4,1.15,1.69
970823,973220,29.2,32.1,20.6,13,4.3,0.256,0.175,1.42,1.17,1.69
970824,973225,32,26.2,22.2,13.9,4.4,0.379,0.627,1.44,1.2,1.72
970824,973230,26.3,36.3,21.6,11.2,4,0.207,0.238,1.22,1.03,1.46
970824,973235,31,28.1,23.9,11,4.6,0.779,0.269,1.29,1.09,1.47
970826,973240,33.2,28.3,22.4,10.1,4.4,0.947,0.183,1.48,1.24,1.61
970826,973245,34,25,22.5,12.4,4.7,0.956,0.15,1.51,1.25,1.7
970826,973250,37.1,19.6,23.6,12.7,5,1.5,0.146,1.57,1.3,1.74
970826,973255,42.6,23.6,17,11.6,4,0.743,0.101,2.5,2.02,2.57
970826,973260,32.6,29,21.4,11.5,4.3,0.819,0.165,1.52,1.27,1.72
970826,973265,36.3,27.7,19.5,11.1,4.1,0.793,0.123,1.86,1.53,2
970827,973270,33.4,30.7,20.6,9.9,4.3,0.583,0.18,1.62,1.34,1.74
970827,973275,31.9,28.6,22.1,11.7,4.3,0.855,0.178,1.45,1.21,1.65
970827,973280,33,29.3,20.2,12.1,4.3,0.657,0.203,1.63,1.35,1.84
970828,973289,33.3,32.1,20,9.4,4.1,0.537,0.266,1.66,1.38,1.77
970828,973295,39.8,27.6,12.6,16.2,3,0.378,0.098,3.15,2.54,3.57
970828,973300,32.3,25.3,16.8,20.8,3.3,0.898,0.201,1.92,1.6,2.63
970829,973305,27.7,28.5,18.3,20.7,3.4,0.945,0.16,1.51,1.27,2.23
970829,973310,31.6,33,19.1,11.4,3.9,0.509,0.18,1.66,1.38,1.87
970829,973315,34.4,29.4,20.3,10.4,4.2,0.872,0.138,1.7,1.41,1.84
970830,973320,35.2,29.4,19.4,10.7,4.2,0.786,0.132,1.82,1.49,1.95
970830,973325,29.6,31.4,19.2,15,3.8,0.668,0.151,1.54,1.29,1.94
970830,973330,34.1,34.7,18.1,8.4,3.8,0.462,0.134,1.88,1.55,1.93
970830,973335,33.3,22.5,24.5,13.3,5.1,0.854,0.165,1.35,1.12,1.57
970901,973340,32.6,30.1,20.4,11.6,4.3,0.451,0.159,1.59,1.31,1.78
970901,973345,31.9,31.1,18.4,13.8,4,0.252,0.158,1.73,1.43,2.04
970901,973350,31.6,28.3,21.7,12.8,4.6,0.506,0.296,1.46,1.2,1.69
970901,973355,30.2,29.2,21.5,13.7,4.5,0.352,0.172,1.41,1.16,1.69
970903,973360,28.7,34.1,20.4,11.8,4.2,0.203,0.324,1.4,1.16,1.64
970903,973365,27,29.9,20.4,17.9,3.8,0.426,0.205,1.33,1.12,1.86
970903,973370,33.7,25.3,21.4,14.1,4.4,0.67,0.167,1.58,1.31,1.86
970903,973375,30.4,25.9,23.8,14.2,4.5,0.804,0.191,1.28,1.07,1.58
970903,973380,28.8,28.9,19.1,18.5,3.7,0.634,0.171,1.51,1.27,2.08
970904,973385,32.3,31.4,18.5,13,3.8,0.538,0.158,1.75,1.45,2.03
970904,973390,32,34,19,10,3.9,0.1,0.566,1.68,1.4,1.83
970904,973395,34.8,32.5,18.6,9.1,3.9,0.529,0.197,1.87,1.54,1.95
970905,973400,29.9,36.5,17.8,11.5,3.5,0.312,0.149,1.68,1.41,1.95
970905,973405,29.3,31.4,17.9,16.7,3.6,0.567,0.159,1.63,1.36,2.14
970905,973410,34.4,28.7,18.7,13.2,4,0.617,0.146,1.84,1.52,2.1
970905,973415,31.1,31.4,20.8,11.4,4.2,0.672,0.172,1.5,1.25,1.71
970906,973420,31.8,31.7,19.9,11.5,4.1,0.601,0.155,1.6,1.32,1.8
