sample_no,sampling_d,tar,c,s,humidity,ash,s05,s05_335,s335,factory,trailer,time_1,location
Gra02-175,,14021123,97,0.5,0,0,1,99,0,CPG,575Ú49,12/30/99,
Gra02-176,,14021123,97,0.6,0,0,1,99,0,CPG,286Ú82,12/30/99,
Gra02-177,,14021123,96.5,0.6,0,0,1,99,0,CPG,927Ú67,12/30/99,
Gra02-178,,14021123,97.6,0.6,0,0,1,99,0,CPG,366Ú91,12/30/99,
Gra02-179,,14021123,97,0.6,0,0,1,99,0,CPG,728Ú67,12/30/99,
Gra02-180,,14021123,96.9,0.6,0,0,1,99,0,CPG,247Ú34,12/30/99,
Gra02-181,,14021123,97.6,0.6,0,0,1,99,0,CPG,144Ú34,12/30/99,
Gra02-182,,14021123,98,0.5,0,0,1,99,0,CPG,979Ú67,12/30/99,
Gra02-183,,14021201,98.8,0.2,0,0,1,99,0,CPG,217Ú59,12/30/99,
Gra02-184,,14021201,98.9,0.4,0,0,1,99,0,CPG,242Ú46,12/30/99,
Gra02-185,,14021201,98.3,0.1,0,0,1,99,0,CPG,891Ú64,12/30/99,
Gra02-186,,14021201,98.5,0.2,0,0,1,99,0,CPG,932Ú13,12/30/99,
Gra02-187,,14021201,99,0.2,0,0,1,99,0,CPG,757Ú11,12/30/99,
Gra02-188,,14021201,98.8,0.2,0,0,1,99,0,CPG,629Ú97,12/30/99,
Gra02-189,,14021201,98.7,0.3,0,0,1,99,0,CPG,939Ú86,12/30/99,
Gra02-190,,14021201,98.6,0.1,0,0,1,99,0,CPG,665Ú35,12/30/99,
Gra02-191,,14021201,98.7,0.1,0,0,1,99,0,CPG,923Ú68,12/30/99,
Gra02-192,,14021201,99,0.2,0,0,1,99,0,CPG,828Ú76,12/30/99,
Gra02-193,,14021201,98.5,0.3,0,0,1,99,0,CPG,166Ú89,12/30/99,
Gra02-194,,14021201,98.6,0.3,0,0,1,99,0,CPG,927Ú65,12/30/99,
Gra02-195,,14021201,98.7,0.2,0,0,1,99,0,CPG,739Ú97,12/30/99,
Gra02-196,,14021201,99,0.3,0,0,1,99,0,CPG,959Ú83,12/30/99,
Gra02-197,,14021201,98.3,0.2,0,0,1,99,0,CPG,163Ú82,12/30/99,
Gra02-198,,14021201,98.4,0.1,0,0,1,99,0,CPG,438Ú98,12/30/99,
Gra02-199,,14021201,98.7,0.2,0,0,1,99,0,CPG,824Ú64,12/30/99,
Gra02-200,,14021201,99,0.3,0,0,1,99,0,CPG,229Ú63,12/30/99,
Gra02-201,,14021202,97.6,0.6,0,0,1,99,0,CPG,166Ú22,12/30/99,
Gra02-202,,14021202,98.1,0.6,0,0,1,99,0,CPG,375Ú83,12/30/99,
Gra02-203,,14021202,96.9,0.6,0,0,1,99,0,CPG,664Ú99,12/30/99,
Gra02-204,,14021202,97.6,0.6,0,0,1,99,0,CPG,833Ú12,12/30/99,
Gra02-205,,14021202,98,0.5,0,0,1,99,0,CPG,571Ú11,12/30/99,
Gra02-206,,14021202,98.8,0.2,0,0,1,99,0,CPG,123Ú79,12/30/99,
Gra02-207,,14021202,98.9,0.4,0,0,1,99,0,CPG,234Ú73,12/30/99,
Gra02-208,,14021202,98.3,0.1,0,0,1,99,0,CPG,483Ú35,12/30/99,
Gra02-209,,14021202,98.5,0.2,0,0,1,99,0,CPG,649Ú92,12/30/99,
Gra02-210,,14021202,99,0.2,0,0,1,99,0,CPG,816Ú35,12/30/99,
Gra02-211,,14021202,98.8,0.2,0,0,1,99,0,CPG,416Ú57,12/30/99,
Gra02-212,,14021202,98.7,0.3,0,0,1,99,0,CPG,717Ú36,12/30/99,
Gra02-213,,14021202,98.6,0.1,0,0,1,99,0,CPG,997Ú36,12/30/99,
Gra02-214,,14021202,98.7,0.1,0,0,1,99,0,CPG,248Ú38,12/30/99,
Gra02-215,,14021202,99,0.2,0,0,1,99,0,CPG,187Ú48,12/30/99,
Gra02-216,,14021202,98.5,0.3,0,0,1,99,0,CPG,775Ú98,12/30/99,
Gra02-217,,14021202,98.6,0.3,0,0,1,99,0,CPG,483Ú75,12/30/99,
Gra02-218,,14021202,98.7,0.2,0,0,1,99,0,CPG,862Ú68,12/30/99,
Gra02-219,,14021202,99,0.3,0,0,1,99,0,CPG,633Ú98,12/30/99,
Gra02-220,,14021202,98.7,0.3,0,0,1,99,0,CPG,193Ú32,12/30/99,
Gra02-221,,14021202,98.6,0.1,0,0,1,99,0,CPG,984Ú79,12/30/99,
Gra02-222,,14021202,98.7,0.1,0,0,1,99,0,CPG,329Ú82,12/30/99,
Gra02-223,,14021202,99,0.2,0,0,1,99,0,CPG,521Ú17,12/30/99,
Gra02-224,,14021202,98.5,0.3,0,0,1,99,0,CPG,436Ú44,12/30/99,
Gra02-225,,14021202,99,0.3,0,0,1,99,0,CPG,495Ú12,12/30/99,
Gra02-226,,14021203,98.5,0.3,0,0,1,99,0,CPG,944Ú47,,
Gra02-227,,14021203,98.6,0.3,0,0,1,99,0,CPG,316Ú93,,
Gra02-228,,14021203,98.7,0.2,0,0,1,99,0,CPG,674Ú84,,
Gra02-229,,14021203,99,0.3,0,0,1,99,0,CPG,682Ú77,,
Gra02-230,,14021203,98.3,0.2,0,0,1,99,0,CPG,553Ú96,,
Gra02-231,,14021203,98.4,0.3,0,0,1,99,0,CPG,362Ú91,,
Gra02-232,,14021203,98.7,0.2,0,0,1,99,0,CPG,674Ú85,,
Gra02-233,,14021203,98.5,0.2,0,0,1,99,0,CPG,674Ú85,,
Gra02-234,,14021203,99,0.2,0,0,1,99,0,CPG,687Ú83,,
Gra02-235,,14021203,98.8,0.2,0,0,1,99,0,CPG,794Ú75,,
Gra02-236,,14021203,98.7,0.3,0,0,1,99,0,CPG,497Ú91,,
Gra02-237,,14021203,98.6,0.4,0,0,1,99,0,CPG,411Ú32,,
Gra02-238,,14021203,98.7,0.2,0,0,1,99,0,CPG,512Ú11,,
Gra02-239,,14021203,99,0.2,0,0,1,99,0,CPG,594Ú12,,
Gra02-240,,14021203,98.5,0.3,0,0,1,99,0,CPG,848Ú91,,
Gra02-241,,14021203,98.6,0.3,0,0,1,99,0,CPG,253Ú96,,
Gra02-242,,14021203,98.3,0.2,0,0,1,99,0,CPG,575Ú49,,
Gra02-243,,14021203,98.5,0.2,0,0,1,99,0,CPG,246Ú31,,
Gra02-244,,14021203,99,0.2,0,0,1,99,0,CPG,111Ú59,,
Gra02-245,,14021203,98.1,0.3,0,0,1,99,0,CPG,857Ú76,,
Gra02-246,,14021203,98.9,0.3,0,0,1,99,0,CPG,677Ú88,,
Gra02-247,,14021203,98.4,0.3,0,0,1,99,0,CPG,498Ú31,,
Gra02-248,,14021203,98.5,0.2,0,0,1,99,0,CPG,974Ú93,,
Gra02-249,,14021203,99,0.2,0,0,1,99,0,CPG,625Ú13,,
Gra02-250,,14021203,98.8,0.2,0,0,1,99,0,CPG,363Ú91,,
Gra02-251,,14021203,98.7,0.3,0,0,1,99,0,CPG,927Ú91,,
Gra02-252,,14021203,98.6,0.4,0,0,1,99,0,CPG,927Ú67,,
Gra02-253,,14021203,98.7,0.2,0,0,1,99,0,CPG,172Ú88,,
Gra02-254,,14021203,98.2,0.4,0,0,1,99,0,CPG,979Ú97,,
Gra02-255,,14021203,98.2,0.4,0,0,1,99,0,CPG,683Ú84,,
COKE02-695,,14021009,80.6,1.3,0,0,5,94,1,DAMGHAN,138Ú37,12/30/99,
COKE02-696,,14021009,80.2,1.4,0,0,5,93,2,DAMGHAN,491Ú33,12/30/99,
COKE02-701,,14021012,81.1,1.1,0,0,4,94,2,PETRO SAMAN,876Ú65,12/30/99,
COKE02-704,,14021014,80.6,1.5,0,0,4,94,2,DAMGHAN,738Ú33,12/30/99,
COKE02-705,,14021014,81.2,1.1,0,0,4,95,1,DAMGHAN,491Ú33,12/30/99,
COKE02-707,,14021014,80,1.3,0,0,5,94,1,DAMGHAN,189Ú39,12/30/99,
COKE02-713,,14021016,80.3,1.4,0,0,4,93,3,DAMGHAN,746Ú39,12/30/99,
COKE02-714,,14021017,80.5,1,0,0,3,95,2,PETRO SAMAN,849Ú24,12/30/99,
COKE02-718,,14021017,80.4,1,0,0,4,94,2,PETRO SAMAN,943Ú56,12/30/99,
COKE02-719,,14021017,80,1.1,0,0,4,93,3,PETRO SAMAN,567Ú91,12/30/99,
COKE02-720,,14021017,80.1,1,0,0,3,95,2,PETRO SAMAN,735Ú64,12/30/99,
COKE02-721,,14021018,80.9,1.4,0,0,4,90,6,DAMGHAN,746Ú39,12/30/99,
COKE02-722,,14021018,80.8,1.4,0,0,3,90,7,DAMGHAN,483Ú29,12/30/99,
COKE02-723,,14021018,80.8,1,0,0,4,92,4,PETRO SAMAN,568Ú57,12/30/99,
COKE02-724,,14021018,80.4,0.9,0,0,4,94,2,PETRO SAMAN,331Ú76,12/30/99,
COKE02-725,,14021019,80.4,1,0,0,4,93,3,PETRO SAMAN,487Ú52,12/30/99,
COKE02-726,,14021019,80.3,1,0,0,6,90,4,PETRO SAMAN,712Ú84,12/30/99,
COKE02-727,,14021020,79.3,1.5,0,0,3,95,2,DAMGHAN,738Ú33,12/30/99,
COKE02-728,,14021020,79.6,1.4,0,0,5,95,0,DAMGHAN,482Ú11,12/30/99,
COKE02-729,,14021020,76,1.5,0,0,4,95,1,DAMGHAN,746Ú39,12/30/99,
COKE02-730,,14021020,75.9,1.6,0,0,4,94,2,DAMGHAN,878Ú42,12/30/99,
COKE02-731,,14021020,76.4,1.4,0,0,3,96,1,DAMGHAN,138Ú37,12/30/99,
COKE02-732,,14021020,76.5,1.4,0,0,4,93,3,DAMGHAN,697Ú32,12/30/99,
COKE02-733,,14021020,74.7,1.5,0,0,4,95,1,DAMGHAN,913Ú33,12/30/99,
COKE02-734,,14021021,81.2,1,0,0,5,92,3,PETRO SAMAN,481Ú47,12/30/99,
COKE02-735,,14021021,82.5,1,0,0,5,90,5,PETRO SAMAN,931Ú15,12/30/99,
COKE02-736,,14021021,80.7,0.9,0,0,3,93,4,PETRO SAMAN,545Ú99,12/30/99,
COKE02-737,,14021021,81.6,1.2,0,0,3,93,4,PETRO SAMAN,288Ú27,12/30/99,
COKE02-738,,14021023,81.3,1,0,0,5,92,3,PETRO SAMAN,586Ú93,12/30/99,
COKE02-739,,14021023,81.5,1,0,0,5,92,3,PETRO SAMAN,633Ú63,12/30/99,
COKE02-742,,14021024,80.6,1,0,0,5,90,5,PETRO SAMAN,443Ú77,12/30/99,
COKE02-743,,14021024,81.5,1,0,0,3,93,4,PETRO SAMAN,428Ú37,12/30/99,
COKE02-744,,14021024,80.1,1,0,0,3,96,1,DAMGHAN,482Ú42,12/30/99,
COKE02-749,,14021025,82.1,1,0,0,3,93,4,PETRO SAMAN,927Ú18,12/30/99,
COKE02-750,,14021025,80.3,1.4,0,0,4,95,1,DAMGHAN,746Ú39,12/30/99,
COKE02-752,,14021025,80.6,1.1,0,0,3,93,4,PETRO SAMAN,288Ú27,12/30/99,
COKE02-753,,14021025,80,1,0,0,5,92,3,PETRO SAMAN,939Ú71,12/30/99,
COKE02-758,,14021026,80.3,1.4,0,0,5,90,5,DAMGHAN,342Ú41,12/30/99,
COKE02-759,,14021026,81,1.2,0,0,3,93,4,DAMGHAN,246Ú31,12/30/99,
COKE02-760,,14021026,80.9,1.3,0,0,3,96,1,DAMGHAN,482Ú11,12/30/99,
COKE02-765,,14021027,80,1.4,0,0,2,94,4,DAMGHAN,482Ú42,12/30/99,
COKE02-766,,14021027,80.1,1.3,0,0,2,93,5,DAMGHAN,513Ú33,12/30/99,
COKE02-767,,14021027,80.1,1.4,0,0,3,91,6,DAMGHAN,746Ú39,12/30/99,
COKE02-770,,14021028,81.9,1.1,0,0,5,92,3,DAMGHAN,246Ú31,12/30/99,
COKE02-771,,14021028,80,1.5,0,0,3,93,4,DAMGHAN,491Ú33,12/30/99,
COKE02-772,,14021028,80.1,1.1,0,0,3,96,1,DAMGHAN,738Ú33,12/30/99,
COKE02-773,,14021028,80.7,1.3,0,0,4,93,3,DAMGHAN,491Ú33,12/30/99,
COKE02-774,,14021028,81.7,1,0,0,3,93,4,PETRO SAMAN,334Ú76,12/30/99,
COKE02-775,,14021028,80.8,1,0,0,3,93,4,PETRO SAMAN,774Ú11,12/30/99,
COKE02-776,,14021028,80.9,1,0,0,5,92,3,PETRO SAMAN,672Ú83,12/30/99,
COKE02-777,,14021030,80.2,1.4,0,0,3,97,0,DAMGHAN,482Ú11,12/30/99,
COKE02-778,,14021030,80.6,1,0,0,4,92,4,PETRO SAMAN,487Ú52,12/30/99,
COKE02-779,,14021030,80.1,1,0,0,4,94,2,PETRO SAMAN,712Ú84,12/30/99,
COKE02-780,,14021030,81,1,0,0,4,93,3,PETRO SAMAN,429Ú31,12/30/99,
COKE02-781,,14021030,80.2,1.4,0,0,5,92,3,DAMGHAN,697Ú41,12/30/99,
COKE02-782,,14021030,80.6,1.5,0,0,3,93,4,DAMGHAN,491Ú33,12/30/99,
COKE02-783,,14021030,80.1,1.3,0,0,5,94,1,DAMGHAN,271Ú35,12/30/99,
COKE02-784,,14021030,80.7,1.4,0,0,5,93,2,DAMGHAN,138Ú37,12/30/99,
COKE02-785,,14021101,80.1,1.3,0,0,4,94,2,DAMGHAN,738Ú33,12/30/99,
COKE02-786,,14021103,80.6,1.3,0,0,2,94,4,DAMGHAN,482Ú24,12/30/99,
COKE02-787,,14021103,80.9,1.3,0,0,2,93,5,DAMGHAN,434Ú41,12/30/99,
COKE02-788,,14021103,80.6,1.5,0,0,2,92,6,DAMGHAN,491Ú33,12/30/99,
COKE02-792,,14021104,81.8,1.2,0,0,4,94,2,DAMGHAN,738Ú33,12/30/99,
COKE02-793,,14021104,82.6,1.3,0,0,4,93,3,DAMGHAN,451Ú32,12/30/99,
COKE02-794,,14021104,81.8,1.2,0,0,5,92,3,DAMGHAN,482Ú11,12/30/99,
COKE02-816,,14021116,82.4,1.3,0,0,3,93,4,DAMGHAN,342Ú41,12/30/99,
COKE02-817,,14021116,80.8,1.3,0,0,2,93,5,DAMGHAN,746Ú39,12/30/99,
COKE02-818,,14021116,80.1,1.4,0,0,4,94,2,DAMGHAN,958Ú39,12/30/99,
COKE02-819,,14021116,80.2,1.4,0,0,4,93,3,DAMGHAN,152Ú62,12/30/99,
COKE02-820,,14021116,80.3,1.3,0,0,5,92,3,DAMGHAN,513Ú33,12/30/99,
COKE02-821,,14021116,80.7,1.5,0,0,3,93,4,DAMGHAN,878Ú42,12/30/99,
COKE02-822,,14021116,80.2,1.4,0,0,2,93,5,DAMGHAN,284Ú78,12/30/99,
COKE02-823,,14021118,80,1.4,0,0,2,93,5,DAMGHAN,126Ú35,12/30/99,
COKE02-824,,14021118,80.1,1.5,0,0,2,92,6,DAMGHAN,491Ú33,12/30/99,
COKE02-825,,14021118,80.5,1.3,0,0,4,93,3,DAMGHAN,858Ú34,12/30/99,
COKE02-826,,14021121,80.9,1.3,0,0,4,95,1,DAMGHAN,878Ú42,12/30/99,
COKE02-827,,14021121,80.6,1.3,0,0,4,94,2,DAMGHAN,482Ú42,12/30/99,
COKE02-828,,14021121,80.5,1.3,0,0,3,96,1,DAMGHAN,138Ú37,12/30/99,
COKE02-829,,14021121,80.6,1.3,0,0,4,93,3,DAMGHAN,958Ú39,12/30/99,
COKE02-830,,14021121,81.9,1.3,0,0,4,95,1,DAMGHAN,746Ú39,12/30/99,
COKE02-831,,14021121,80.7,1.2,0,0,5,92,3,DAMGHAN,482Ú11,12/30/99,
COKE02-832,,14021121,80.1,1.3,0,0,5,90,5,DAMGHAN,362Ú41,12/30/99,
COKE02-833,,14021125,80.5,1.2,0,0,3,93,4,DAMGHAN,513Ú33,12/30/99,
COKE02-834,,14021125,80.1,1.3,0,0,2,93,5,DAMGHAN,738Ú33,12/30/99,
COKE02-835,,14021125,80.2,1.2,0,0,4,94,2,DAMGHAN,834Ú34,12/30/99,
COKE02-836,,14021125,80.3,1.2,0,0,4,93,3,DAMGHAN,482Ú42,12/30/99,
COKE02-837,,14021125,80.5,1.3,0,0,5,92,3,DAMGHAN,293Ú36,12/30/99,
COKE02-838,,14021125,80.1,1.2,0,0,3,93,4,DAMGHAN,889Ú36,12/30/99,
COKE02-839,,14021125,80,1.3,0,0,4,94,2,DAMGHAN,742Ú39,12/30/99,
COKE02-840,,14021125,80.2,1.1,0,0,4,93,3,DAMGHAN,272Ú43,12/30/99,
COKE02-841,,14021125,80.2,1.3,0,0,3,93,4,DAMGHAN,442Ú46,12/30/99,
Gra02-256,,14021203,99.1,0.2,0,0,1,99,0,CPG,979Ú97,,
Gra02-257,,14021203,99,0.2,0,0,1,99,0,CPG,172Ú88,,
Gra02-258,,14021203,99,0.2,0,0,1,99,0,CPG,363Ú91,,
Gra02-259,,14021203,98.1,0.3,0,0,1,99,0,CPG,927Ú67,,
Gra02-260,,14021204,98.9,0.3,0,0,1,99,0,CPG,211Ú76,,
Gra02-261,,14021204,98.4,0.3,0,0,1,99,0,CPG,997Ú31,,
Gra02-262,,14021204,98.5,0.2,0,0,1,99,0,CPG,347Ú37,,
Gra02-263,,14021204,99,0.2,0,0,1,99,0,CPG,544Ú63,,
Gra02-264,,14021204,98.8,0.2,0,0,1,99,0,CPG,212Ú33,,
Gra02-265,,14021204,98.7,0.3,0,0,1,99,0,CPG,382Ú15,,
Gra02-266,,14021204,98.6,0.4,0,0,1,99,0,CPG,111Ú43,,
Gra02-267,,14021204,98.7,0.2,0,0,1,99,0,CPG,995Ú17,,
Gra02-268,,14021204,98.2,0.4,0,0,1,99,0,CPG,697Ú42,,
Gra02-269,,14021204,98.2,0.4,0,0,1,99,0,CPG,675Ú41,,
Gra02-270,,14021204,99.1,0.2,0,0,1,99,0,CPG,967Ú44,,
Gra02-271,,14021204,98.7,0.2,0,0,1,99,0,CPG,579Ú98,,
Gra02-272,,14021204,99,0.2,0,0,1,99,0,CPG,777Ú96,,
Gra02-273,,14021204,98.5,0.3,0,0,1,99,0,CPG,231Ú75,,
Gra02-274,,14021204,98.6,0.3,0,0,1,99,0,CPG,573Ú97,,
Gra02-275,,14021204,98.3,0.2,0,0,1,99,0,CPG,779Ú44,,
Gra02-276,,14021204,98.7,0.2,0,0,1,99,0,CPG,913Ú95,,
Gra02-277,,14021204,98.2,0.4,0,0,1,99,0,CPG,321Ú48,,
Gra02-278,,14021204,98.2,0.4,0,0,1,99,0,CPG,561Ú48,,
Gra02-279,,14021205,98.2,0.4,0,0,1,99,0,CPG,483Ú53,,
Gra02-280,,14021205,99.1,0.2,0,0,1,99,0,CPG,862Ú12,,
Gra02-281,,14021205,98.7,0.2,0,0,1,99,0,CPG,644Ú42,,
Gra02-282,,14021205,99,0.2,0,0,1,99,0,CPG,622Ú54,,
Gra02-283,,14021205,98.5,0.3,0,0,1,99,0,CPG,514Ú31,,
Gra02-284,,14021205,98.6,0.3,0,0,1,99,0,CPG,214Ú73,,
Gra02-285,,14021205,98.6,0.4,0,0,1,99,0,CPG,751Ú77,,
Gra02-286,,14021205,98.7,0.2,0,0,1,99,0,CPG,987Ú13,,
Gra02-287,,14021205,98.2,0.4,0,0,1,99,0,CPG,394Ú61,,
Gra02-288,,14021208,98.5,0.3,0,0,1,99,0,CPG,515Ú79,,
COKE02-855,,14021128,80,1.3,0,0,4,93,3,DAMGHAN,287Ú41,12/30/99,
Gra02-289,,14021209,99,0.2,0,0,1,99,0,CPG,493Ú55,,
Gra02-290,,14021209,99,0.2,0,0,1,99,0,CPG,118Ú83,,
Gra02-291,,14021209,98.1,0.3,0,0,1,99,0,CPG,952Ú46,,
Gra02-292,,14021209,98.2,0.4,0,0,1,99,0,CPG,991Ú15,,
Gra02-293,,14021209,98.5,0.3,0,0,1,99,0,CPG,716Ú17,,
Gra02-294,,14021209,99,0.2,0,0,1,99,0,CPG,583Ú16,,
Gra02-295,,14021218,98.7,0.4,0,0,3,97,0,CPG,496Ú47,,
Gra02-296,,14021218,98.2,0.4,0,0,3,97,0,CPG,196Ú69,,
COKE02-942,,14021221,80.1,1.4,0,0,0,94,6,DAMGHAN,482Ú42,12/30/99,
COKE02-943,,14021222,74.5,1.8,0,0,5,92,3,DAMGHAN,746Ú36,12/30/99,
COKE02-944,,14021222,75.9,1.7,0,0,4,91,5,DAMGHAN,957Ú97,12/30/99,
COKE02-945,,14021222,76,2,0,0,3,92,5,DAMGHAN,159Ú79,12/30/99,
Gra03-1,,14030111,96.6,0.9,0,0,3,97,0,Parsian Khalij Behsh,267Ú65,,
Gra03-2,,14030111,96.1,0.9,0,0,5,95,0,Parsian Khalij Behsh,271Ú65,,
Gra03-3,,14030114,96.4,0.8,0,0,5,95,0,Parsian Khalij Behsh,266Ú66,,
Gra03-4,,14030114,96.3,0.8,0,0,5,95,0,Parsian Khalij Behsh,258Ú65,,
Gra03-5,,14030115,97,0.8,0,0,5,95,0,Parsian Khalij Behsh,271Ú65,,
Gra03-6,,14030118,96.1,0.8,0,0,2,97,1,Parsian Khalij Behsh,247Ú65,,
Gra03-7,,14030118,97.5,0.8,0,0,1,98,1,Parsian Khalij Behsh,271Ú65,,
Gra03-8,,14030118,97,0.9,0,0,2,97,1,Parsian Khalij Behsh,482Ú64,,
Gra03-9,,14030118,97.6,0.9,0,0,1,98,1,Parsian Khalij Behsh,285Ú65,,
Gra03-10,,14030119,97.7,0.8,0,0,1,98,1,Parsian Khalij Behsh,514Ú35,,
Gra03-11,,14030119,98.4,0.9,0,0,2,97,1,Parsian Khalij Behsh,369Ú11,,
Gra03-12,,14030119,98.4,0.9,0,0,1,98,1,Parsian Khalij Behsh,953Ú69,,
Gra03-13,,14030119,96,0.8,0,0,2,97,1,Parsian Khalij Behsh,568Ú68,,
Gra03-14,,14030120,97.4,0.9,0,0,1,98,1,Parsian Khalij Behsh,384Ú16,,
Gra03-15,,14030120,97.7,0.9,0,0,2,97,1,Parsian Khalij Behsh,859Ú84,,
Gra03-16,,14030121,96.7,0.9,0,0,2,97,1,Parsian Khalij Behsh,271Ú65,,
Gra03-17,,14030121,97,0.9,0,0,3,97,0,Parsian Khalij Behsh,267Ú65,,
Gra03-18,,14030121,97.2,0.9,0,0,1,98,1,Parsian Khalij Behsh,482Ú64,,
Gra03-19,,14030121,96.9,0.9,0,0,2,97,1,Parsian Khalij Behsh,258Ú65,,
Gra03-20,,14030125,96.1,0.9,0,0,2,97,1,Parsian Khalij Behsh,427Ú65,,
Gra03-21,,14030125,96,0.9,0,0,3,97,0,Parsian Khalij Behsh,267Ú65,,
Gra03-22,,14030125,96.2,0.9,0,0,2,97,1,Parsian Khalij Behsh,899Ú63,,
Gra03-23,,14030125,97.1,0.9,0,0,2,97,1,Parsian Khalij Behsh,341Ú66,,
Gra03-24,,14030125,97.3,0.9,0,0,3,97,0,Parsian Khalij Behsh,366Ú66,,
Gra03-25,,14030129,97.7,0.9,0,0,1,98,1,Parsian Khalij Behsh,267Ú65,,
Gra03-26,,14030129,96.7,0.9,0,0,2,97,1,Parsian Khalij Behsh,366Ú66,,
Gra03-27,,14030129,97,0.9,0,0,2,97,1,Parsian Khalij Behsh,271Ú65,,
Gra03-28,,14030129,97.2,0.9,0,0,3,97,0,Parsian Khalij Behsh,285Ú65,,
Gra03-29,,14030129,96.9,0.9,0,0,2,97,1,Parsian Khalij Behsh,483Ú64,,
Gra03-30,,14030129,97.1,0.9,0,0,2,97,1,Parsian Khalij Behsh,899Ú63,,
Gra03-31,,14030201,97.3,0.8,0,0,3,97,0,Parsian Khalij Behsh,267Ú65,,
Gra03-32,,14030201,97.1,0.8,0,0,2,97,1,Parsian Khalij Behsh,483Ú64,,
Gra03-33,,14030201,96.9,0.8,0,0,2,97,1,Parsian Khalij Behsh,384Ú64,,
Gra03-34,,14030201,96.8,0.8,0,0,3,97,0,Parsian Khalij Behsh,271Ú65,,
Gra03-35,,14030202,97.2,0.9,0,0,2,97,1,Parsian Khalij Behsh,452Ú64,,
Gra03-36,,14030202,96.9,0.9,0,0,3,97,0,Parsian Khalij Behsh,258Ú65,,
Gra03-37,,14030204,97,0.9,0,0,3,97,0,Parsian Khalij Behsh,267Ú65,,
Gra03-38,,14030204,97.1,0.8,0,0,3,97,0,Parsian Khalij Behsh,546Ú15,,
Gra03-39,,14030204,96.9,0.8,0,0,2,97,1,Parsian Khalij Behsh,483Ú64,,
Gra03-40,,14030204,96.8,0.8,0,0,2,97,1,Parsian Khalij Behsh,899Ú63,,
Gra03-41,,14030205,97.1,0.8,0,0,2,97,1,Parsian Khalij Behsh,366Ú66,,
Gra03-42,,14030205,97.3,0.8,0,0,3,97,0,Parsian Khalij Behsh,258Ú65,,
Gra03-43,,14030208,97.1,0.8,0,0,1,98,1,Parsian Khalij Behsh,271Ú65,,
Gra03-44,,14030208,96.9,0.8,0,0,2,97,1,Parsian Khalij Behsh,267Ú25,,
Gra03-45,,14030208,97.3,0.8,0,0,1,98,1,Parsian Khalij Behsh,483Ú64,,
Gra03-46,,14030209,96.9,0.8,0,0,1,98,1,Parsian Khalij Behsh,482Ú64,,
Gra03-47,,14030209,97.2,0.8,0,0,2,97,1,Parsian Khalij Behsh,285Ú25,,
Gra03-48,,14030209,97.1,0.8,0,0,1,98,1,Parsian Khalij Behsh,384Ú13,,
Gra03-49,,14030211,97.7,0.8,0,0,2,97,1,Parsian Khalij Behsh,617Ú93,,
Gra03-50,,14030211,97.6,0.8,0,0,2,97,1,Parsian Khalij Behsh,568Ú47,,
Gra03-51,,14030211,97.5,0.8,0,0,3,97,0,Parsian Khalij Behsh,224Ú78,,
Gra03-52,,14030211,97,0.8,0,0,1,98,1,Parsian Khalij Behsh,314Ú26,,
Gra03-53,,14030211,97.1,0.8,0,0,2,97,1,Parsian Khalij Behsh,267Ú65,,
Gra03-54,,14030211,97.3,0.8,0,0,1,98,1,Parsian Khalij Behsh,271Ú65,,
Gra03-55,,14030211,97.4,0.8,0,0,1,98,1,Parsian Khalij Behsh,427Ú19,,
Gra03-56,,14030211,96.9,0.8,0,0,1,98,1,Parsian Khalij Behsh,372Ú54,,
Gra03-57,,14030212,97.7,0.8,0,0,2,97,1,Parsian Khalij Behsh,816Ú46,,
Gra03-58,,14030212,97.6,0.8,0,0,3,97,0,Parsian Khalij Behsh,347Ú66,,
Gra03-59,,14030212,96.9,0.8,0,0,1,98,1,Parsian Khalij Behsh,384Ú66,,
Gra03-60,,14030212,97.2,0.8,0,0,2,97,1,Parsian Khalij Behsh,482Ú64,,
Gra03-61,,14030216,96.9,0.8,0,0,2,97,1,Parsian Khalij Behsh,483Ú64,,
Gra03-62,,14030216,97.1,0.8,0,0,3,97,0,Parsian Khalij Behsh,271Ú65,,
Gra03-63,,14030216,97.2,0.8,0,0,1,98,1,Parsian Khalij Behsh,384Ú64,,
Gra03-64,,14030216,97.4,0.8,0,0,2,97,1,Parsian Khalij Behsh,267Ú65,,
Gra03-65,,14030216,97.1,0.8,0,0,3,97,0,Parsian Khalij Behsh,258Ú65,,
Gra03-66,,14030216,97,0.8,0,0,1,98,1,Parsian Khalij Behsh,366Ú66,,
Gra03-67,,14030219,96.9,0.8,0,0,2,97,1,Parsian Khalij Behsh,384Ú66,,
Gra03-68,,14030219,97.1,0.8,0,0,3,97,0,Parsian Khalij Behsh,348Ú66,,
Gra03-69,,14030220,97,0.8,0,0,1,98,1,Parsian Khalij Behsh,448Ú64,,
Gra03-70,,14030222,97.5,0.8,0,0,1,98,1,Parsian Khalij Behsh,267Ú65,,
Gra03-71,,14030222,97.1,0.8,0,0,2,97,1,Parsian Khalij Behsh,271Ú65,,
Gra03-72,,14030222,97,0.8,0,0,3,97,0,Parsian Khalij Behsh,258Ú65,,
Gra03-73,,14030223,97.1,0.8,0,0,1,98,1,Parsian Khalij Behsh,824Ú34,,
