sample_no,sampling_d,tar,c,s,humidity,ash,s05,s05_335,s335,factory,trailer,time_1,location
Coke99-506,,990912,79.5,1.8,0,0,8,78,14,Ahoora,,  /  /,563Ú56
Coke99-511,,990915,78,1.7,0,0,15,72,13,Ahoora,,  /  /,563Ú56
Coke99-512,,990915,81.2,1.4,0,0,28,60,12,Ahoora,,  /  /,847Ú32
Coke99-514,,990916,83.7,1.2,0,0,13,77,10,Ahoora,,  /  /,391Ú33
Coke99-515,,990917,80.9,1.4,0,0,14,75,11,Ahoora,,  /  /,847Ú32
Coke99-516,,990917,79,1.7,0,0,9,76,15,Ahoora,,  /  /,868Ú73
Coke99-517,,990918,79.1,1.6,0,0,6,72,22,Ahoora,,  /  /,391Ú33
Coke99-518,,990922,82.2,1.8,0,0,7,78,15,Ahoora,,  /  /,847Ú32
Coke99-519,,990922,80.5,1.9,0,0,7,76,17,Ahoora,,  /  /,391Ú33
Coke99-524,,990924,72.4,1.7,0,0,17,78,5,Ahoora,,  /  /,868Ú73
Coke99-525,,990924,79.1,1.5,0,0,7,87,6,Ahoora,,  /  /,847Ú32
Coke99-526,,990924,71.1,1.9,0,0,3,91,6,Ahoora,,  /  /,563Ú56
Coke99-529,,990924,73.4,1.5,0,0,5,93,2,Damghan,,  /  /,143Ú26
Coke99-530,,990924,75.9,1.5,0,0,6,91,3,Damghan,,  /  /,151Ú33
Coke99-531,,990924,74.4,1.4,0,0,7,92,1,Damghan,,  /  /,822Ú29
Coke99-532,,990925,71,1.5,0,0,13,80,7,Damghan,,  /  /,436Ú75
Coke99-533,,990925,81.9,1.6,0,0,10,80,10,Ahoora,,  /  /,391Ú33
Coke99-538,,990926,81.5,1.7,0,0,11,79,10,Ahoora,,  /  /,563Ú56
Coke99-539,,990926,82.1,1.7,0,0,8,81,11,Ahoora,,  /  /,868Ú73
Coke99-540,,990926,72.1,1.6,0,0,3,94,3,Ahoora,,  /  /,847Ú32
Coke99-543,,990926,72.2,1.5,0,0,4,84,12,Damghan,,  /  /,358Ú81
Coke99-544,,990926,73.7,1.4,0,0,4,45,51,Damghan,,  /  /,261Ú15
Coke99-545,,990926,76.4,1.4,0,0,8,88,4,Damghan,,  /  /,127Ú54
Coke99-546,,990926,71.8,1.8,0,0,5,90,5,Damghan,,  /  /,575Ú49
Coke99-547,,990927,83.2,1.6,0,0,8,82,10,Ahoora,,  /  /,391Ú33
Coke99-554,,990929,72.8,1.6,0,0,21,73,6,Ahoora,,  /  /,563Ú56
Coke99-555,,990929,71,1.5,0,0,7,89,4,Ahoora,,  /  /,847Ú32
Coke99-556,,990929,73.7,1.6,0,0,25,71,4,Ahoora,,  /  /,868Ú73
Coke99-557,,990930,81.6,1.6,0,0,8,73,19,Ahoora,,  /  /,391Ú33
Coke99-562,,991001,80.7,1.5,0,0,8,81,11,Ahoora,,  /  /,563Ú56
Coke99-563,,991003,71.6,1.6,0,0,23,72,5,Ahoora,,  /  /,391Ú32
Coke99-564,,991003,81.3,1.6,0,0,12,80,8,Ahoora,,  /  /,847Ú32
Coke99-565,,991003,70.5,1.6,0,0,24,71,5,Ahoora,,  /  /,868Ú73
Coke99-566,,991003,80.4,1.6,0,0,10,79,11,Ahoora,,  /  /,562Ú56
Coke99-573,,991005,77.3,1.3,0,0,15,77,8,Ahoora,,  /  /,868Ú73
Coke99-574,,991005,78,1.4,0,0,12,78,10,Ahoora,,  /  /,391Ú33
Coke99-575,,991005,78.6,1.5,0,0,15,76,9,Ahoora,,  /  /,563Ú56
Coke99-576,,991005,77.2,1.5,0,0,13,80,7,Ahoora,,  /  /,847Ú32
Coke99-577,,991007,77.5,1,0,0,16,75,9,Ahoora,,  /  /,563Ú56
Coke99-578,,991008,78.6,1.3,0,0,10,80,10,Ahoora,,  /  /,868Ú73
Coke99-593,,991009,75.2,2,0,0,5,75,20,Ahoora,,  /  /,391Ú33
Coke99-594,,991009,82,1.5,0,0,10,74,16,Ahoora,,  /  /,847Ú32
Coke99-603,,991010,72.6,1.8,0,0,7,83,10,Ahoora,,  /  /,868Ú73
Coke99-604,,991010,80.5,1.4,0,0,7,81,12,Ahoora,,  /  /,563Ú56
Coke99-605,,991011,82.3,1.3,0,0,10,83,7,Ahoora,,  /  /,847Ú32
Coke99-606,,991011,82.6,1.3,0,0,12,80,8,Ahoora,,  /  /,391Ú33
Coke99-607,,991012,75.6,1.7,0,0,35,64,1,Ahoora,,  /  /,563Ú56
Coke99-608,,991013,78.7,1.3,0,0,23,72,5,Ahoora,,  /  /,868Ú73
Coke99-609,,991013,73.8,1.8,0,0,21,77,2,Ahoora,,  /  /,391Ú33
Coke99-610,,991014,74.8,1.2,0,0,11,81,8,Ahoora,,  /  /,563Ú56
Coke99-616,,991015,73.4,1.2,0,0,17,77,6,Ahoora,,  /  /,868Ú73
Coke99-617,,991015,76.3,1.1,0,0,23,71,6,Ahoora,,  /  /,847Ú32
Coke99-620,,991016,74.3,1.3,0,0,22,66,12,Ahoora,,  /  /,391Ú33
Coke99-623,,991017,74,1.3,0,0,23,70,7,Ahoora,,  /  /,563Ú56
Coke99-624,,991017,74.8,1.6,0,0,20,71,9,Ahoora,,  /  /,868Ú73
Coke99-625,,991017,74.7,1.3,0,0,15,77,8,Ahoora,,  /  /,847Ú32
Coke99-628,,991019,81.1,1.4,0,0,16,75,9,Ahoora,,  /  /,392Ú33
Coke99-629,,991019,81.1,1.4,0,0,15,78,7,Ahoora,,  /  /,868Ú73
Coke99-630,,991019,80.5,1.5,0,0,15,77,8,Ahoora,,  /  /,563Ú56
Coke99-631,,991020,78.1,1,0,0,15,76,9,Ahoora,,  /  /,563Ú56
Coke99-632,,991020,77.5,1,0,0,13,81,6,Ahoora,,  /  /,847Ú32
Coke99-633,,991022,79.8,1,0,0,10,86,4,Ahoora,,  /  /,563Ú56
Coke99-634,,991022,81.2,0.7,0,0,8,83,9,Ahoora,,  /  /,847Ú32
Coke99-635,,991022,78.8,1.1,0,0,7,87,6,Ahoora,,  /  /,262Ú68
Coke99-637,,991023,76.3,1.4,0,0,25,70,5,Ahoora,,  /  /,847Ú32
Coke99-638,,991023,78,1.1,0,0,28,68,4,Ahoora,,  /  /,867Ú87
Coke99-639,,991023,80.8,1.5,0,0,7,82,11,Ahoora,,  /  /,391Ú33
Coke99-640,,991023,79.7,1.6,0,0,8,79,13,Ahoora,,  /  /,563Ú56
Coke99-641,,991023,80.5,1.4,0,0,10,77,13,Ahoora,,  /  /,868Ú73
Coke99-642,,991023,76.6,1.1,0,0,22,62,16,Ahoora,,  /  /,262Ú68
Coke99-643,,991023,76.7,1,0,0,12,68,20,Ahoora,,  /  /,922Ú14
Coke99-645,,991026,81.5,1.6,0,0,10,84,6,Ahoora,,  /  /,868Ú73
Coke99-646,,991027,81.5,1.4,0,0,11,82,7,Ahoora,,  /  /,563Ú56
Coke99-647,,991027,81.5,1.4,0,0,17,76,7,Ahoora,,  /  /,847Ú32
Coke99-652,,991029,81.4,1.7,0,0,24,74,2,Ahoora,,  /  /,868Ú73
Graphite99-01,,991029,93.9,0.6,0,0,1,98,1,kavosh jou,,  /  /,697Ú79
Graphite99-02,,991029,93.3,0.6,0,0,2,97,1,kavosh jou,,  /  /,591Ú51
Graphite99-03,,991029,92.5,0.6,0,0,1,99,0,kavosh jou,,  /  /,745Ú29
Graphite99-04,,991029,92.9,0.6,0,0,1,98,1,kavosh jou,,  /  /,837Ú74
Graphite99-05,,991029,93.4,0.7,0,0,2,98,0,kavosh jou,,  /  /,926Ú85
Graphite99-06,,991029,91.4,0.5,0,0,2,97,1,kavosh jou,,  /  /,194Ú22
Graphite99-07,,991029,91.9,0.6,0,0,1,98,1,kavosh jou,,  /  /,495Ú89
Coke99-655,,991030,81.6,1.7,0,0,4,90,6,Ahoora,,  /  /,563Ú56
Coke99-656,,991030,81.2,1.6,0,0,7,89,4,Ahoora,,  /  /,847Ú32
Graphite99-08,,991030,96.8,0.4,0,0,1,98,1,kavosh jou,,  /  /,297Ú24
Graphite99-09,,991030,97.4,0.5,0,0,1,99,0,kavosh jou,,  /  /,947Ú44
Coke99-659,,991102,80,1.9,0,0,8,89,3,Ahoora,,  /  /,391Ú33
Coke99-660,,991102,83.4,1.1,0,0,13,70,17,Ahoora,,  /  /,847Ú32
Coke99-661,,991102,76.4,1.2,0,0,15,48,37,Ahoora,,  /  /,868Ú73
Coke99-666,,991104,77.8,1.05,0,0,17,69,14,Ahoora,,  /  /,847Ú32
Coke99-669,,991105,77.1,1,0,0,21,70,9,Ahoora,,  /  /,868Ú73
Coke99-672,,991107,70.7,0.9,0,0,18,76,6,Ahoora,,  /  /,563Ú64
Coke99-673,,991107,82.9,1.2,0,0,17,72,11,Ahoora,,  /  /,847Ú32
Coke99-674,,991107,74.8,1.2,0,0,5,93,2,Ahoora,,  /  /,391Ú23
Coke99-681,,991108,77.3,1.2,0,0,21,74,5,Ahoora,,  /  /,868Ú73
Coke99-682,,991108,79.1,0.9,0,0,20,65,15,Ahoora,,  /  /,563Ú56
Coke99-683,,991108,72.2,1,0,0,23,69,8,Ahoora,,  /  /,391Ú33
Coke99-684,,991108,80.2,1,0,0,22,70,8,Ahoora,,  /  /,847Ú32
Coke99-686,,991109,85.7,1.6,0,0,8,82,10,Ahoora,,  /  /,847Ú32
Coke99-687,,991109,73.6,0.9,0,0,15,80,5,Ahoora,,  /  /,868Ú73
Coke99-688,,991109,84.4,1.1,0,0,10,82,8,Ahoora,,  /  /,391Ú99
Coke99-691,,991110,82.3,0.9,0,0,11,84,5,Ahoora,,  /  /,868Ú73
Coke99-692,,991110,81.3,0.8,0,0,14,82,4,Ahoora,,  /  /,391Ú33
Coke99-693,,991110,73.9,0.9,0,0,13,82,5,Ahoora,,  /  /,563Ú56
Graphite99-10,,991110,96.1,0.4,0,0,1,98,1,kavosh jou,,  /  /,629Ú62
Graphite99-11,,991110,96.4,0.4,0,0,2,98,0,kavosh jou,,  /  /,135Ú15
Graphite99-12,,991110,96,0.5,0,0,1,98,1,kavosh jou,,  /  /,659Ú49
Coke99-696,,991111,80.8,0.9,0,0,15,79,6,Ahoora,,  /  /,868Ú73
Coke99-697,,991111,78.2,0.8,0,0,14,79,7,Ahoora,,  /  /,847Ú32
Coke99-698,,991111,72.1,0.9,0,0,14,85,1,Ahoora,,  /  /,391Ú33
Coke99-699,,991111,79,1,0,0,14,84,2,Ahoora,,  /  /,563Ú56
Coke99-702,,991112,80.2,0.9,0,0,16,80,4,Ahoora,,  /  /,391Ú33
Coke99-703,,991112,76.9,0.8,0,0,20,76,4,Ahoora,,  /  /,968Ú73
Coke99-704,,991112,80.5,0.6,0,0,13,81,6,Ahoora,,  /  /,847Ú32
Coke99-705,,991112,79.9,0.8,0,0,12,83,5,Ahoora,,  /  /,563Ú56
Coke99-707,,991113,85,0.8,0,0,16,81,3,Ahoora,,  /  /,868Ú73
Coke99-708,,991113,83.9,0.8,0,0,11,80,9,Ahoora,,  /  /,563Ú56
Coke99-709,,991113,82.9,0.8,0,0,15,78,7,Ahoora,,  /  /,847Ú32
Coke99-710,,991113,84.1,0.7,0,0,15,79,6,Ahoora,,  /  /,391Ú33
Graphite99-13,,991113,97.3,0.3,0,0,2,96,2,kavosh jou,,  /  /,532Ú52
Graphite99-14,,991113,96.7,0.4,0,0,2,97,1,kavosh jou,,  /  /,431Ú75
Graphite99-15,,991113,97.4,0.5,0,0,2,97,1,kavosh jou,,  /  /,477Ú38
Graphite99-16,,991113,97.6,0.4,0,0,1,98,1,kavosh jou,,  /  /,815Ú13
Coke99-711,,991114,83.7,0.6,0,0,14,82,4,Ahoora,,  /  /,847Ú32
Coke99-712,,991114,73.7,1,0,0,14,81,5,Ahoora,,  /  /,563Ú56
Coke99-713,,991114,73.1,0.9,0,0,14,79,7,Ahoora,,  /  /,868Ú73
Coke99-714,,991114,81.5,0.7,0,0,11,83,6,Ahoora,,  /  /,391Ú33
Coke99-715,,991115,82.5,0.9,0,0,13,83,4,Ahoora,,  /  /,563Ú56
Coke99-716,,991115,80.5,0.8,0,0,16,81,3,Ahoora,,  /  /,868Ú73
Coke99-717,,991115,86.6,0.7,0,0,11,82,7,Ahoora,,  /  /,391Ú32
Coke99-718,,991116,80.2,0.8,0,0,17,63,20,Ahoora,,  /  /,868Ú73
Coke99-719,,991116,81.8,0.8,0,0,9,51,40,Ahoora,,  /  /,867Ú33
Coke99-720,,991116,80.5,1,0,0,18,60,22,Ahoora,,  /  /,391Ú33
Coke99-721,,991117,79.2,0.8,0,0,18,79,3,Ahoora,,  /  /,391Ú33
Coke99-722,,991117,79.7,0.8,0,0,15,80,5,Ahoora,,  /  /,868Ú73
Coke99-723,,991119,82.1,1.2,0,0,9,89,2,Ahoora,,  /  /,391Ú33
Coke99-724,,991120,84.3,1.1,0,0,13,86,1,Ahoora,,  /  /,847Ú32
Coke99-725,,991120,82.5,1.1,0,0,15,80,5,Ahoora,,  /  /,391Ú33
Coke99-726,,991120,82.8,1.2,0,0,15,82,3,Ahoora,,  /  /,563Ú56
Graphite99-17,,991120,98.1,0.4,0,0,3,96,1,kavosh jou,,  /  /,259Ú24
Graphite99-18,,991120,97.2,0.4,0,0,2,97,1,kavosh jou,,  /  /,727Ú53
Graphite99-19,,991120,97.7,0.4,0,0,1,97,2,kavosh jou,,  /  /,911Ú72
Graphite99-20,,991120,97.6,0.4,0,0,1,98,1,kavosh jou,,  /  /,243Ú13
Coke99-727,,991121,83.2,1.3,0,0,14,82,4,Ahoora,,  /  /,391Ú33
Coke99-728,,991121,74.1,1.3,0,0,6,82,12,Ahoora,,  /  /,868Ú73
Coke99-729,,991121,82.5,1.1,0,0,9,75,16,Ahoora,,  /  /,847Ú32
Coke99-730,,991122,82.5,1.2,0,0,5,83,12,Ahoora,,  /  /,868Ú73
Coke99-731,,991122,82.2,1.1,0,0,12,79,9,Ahoora,,  /  /,562Ú56
Coke99-732,,991125,82.6,1.2,0,0,13,77,10,Ahoora,,  /  /,563Ú56
Coke99-733,,991125,85.5,1.3,0,0,5,75,20,Ahoora,,  /  /,868Ú73
Coke99-734,,991125,84.2,1.1,0,0,10,78,12,Ahoora,,  /  /,391Ú33
Graphite99-21,,991125,96.5,0.5,0,0,2,98,0,kavosh jou,,  /  /,613Ú71
Graphite99-22,,991125,96.7,0.5,0,0,1,99,0,kavosh jou,,  /  /,327Ú95
Graphite99-23,,991126,98,0.5,0,0,2,98,0,kavosh jou,,  /  /,349Ú35
Graphite99-24,,991126,97.1,0.5,0,0,2,98,0,kavosh jou,,  /  /,121Ú64
Graphite99-25,,991126,97.1,0.5,0,0,1,99,0,kavosh jou,,  /  /,341Ú54
Graphite99-26,,991126,97,0.5,0,0,1,99,0,kavosh jou,,  /  /,513Ú84
Coke99-735,,991201,82.5,1.2,0,0,12,86,2,Ahoora,,  /  /,563Ú56
Coke99-736,,991202,81.8,1,0,0,12,83,5,Ahoora,,  /  /,847Ú32
Coke99-737,,991203,83.6,1,0,0,6,75,19,Ahoora,,  /  /,563Ú43
Coke99-738,,991206,80.2,1.7,0,0,14,84,2,Ahoora,,  /  /,563Ú56
Coke99-739,,991206,81,1.8,0,0,11,87,2,Ahoora,,  /  /,391Ú33
Graphite99-27,,991208,97.7,0.8,0,0,2,97,1,kavosh jou,,  /  /,716Ú83
Graphite99-28,,991208,97.6,0.7,0,0,0,98,2,kavosh jou,,  /  /,713Ú56
Graphite99-29,,991208,97.7,0.7,0,0,0,99,1,kavosh jou,,  /  /,311Ú49
Coke99-740,,991209,76.6,1.8,0,0,10,85,5,Ahoora,,  /  /,847Ú32
Coke99-741,,991209,75.7,2.3,0,0,12,84,4,Ahoora,,  /  /,868Ú73
Coke99-742,,991209,75.4,1.3,0,0,6,89,5,Damghan,,  /  /,388Ú32
Graphite99-30,,991209,96.1,0.8,0,0,1,98,1,kavosh jou,,  /  /,358Ú66
Graphite99-31,,991210,96.4,0.6,0,0,2,97,1,kavosh jou,,  /  /,815Ú36
Graphite99-32,,991210,96.4,0.7,0,0,1,99,0,kavosh jou,,  /  /,727Ú53
Coke99-743,,991211,76.5,1.7,0,0,4,85,11,Damghan,,  /  /,982Ú77
Coke99-744,,991211,76.3,2.1,0,0,5,72,23,Damghan,,  /  /,426Ú29
Coke99-745,,991211,76.9,1.6,0,0,4,85,11,Damghan,,  /  /,356Ú31
Coke99-746,,991211,74.7,1.7,0,0,4,95,1,Damghan,,  /  /,371Ú35
Coke99-747,,991212,75.5,1.7,0,0,5,95,0,Damghan,,  /  /,199Ú11
Coke99-748,,991212,73.9,1.8,0,0,6,92,2,Damghan,,  /  /,884Ú11
Coke99-749,,991212,75.5,1.9,0,0,5,92,3,Damghan,,  /  /,111Ú47
Graphite99-33,,991212,97.2,0.8,0,0,1,97,2,kavosh jou,,  /  /,279Ú27
Graphite99-34,,991212,96.5,0.7,0,0,1,98,1,kavosh jou,,  /  /,416Ú15
Coke99-750,,991213,72.2,1.2,0,0,4,71,25,Damghan,,  /  /,627Ú93
Coke99-751,,991213,75,1.2,0,0,3,74,23,Damghan,,  /  /,236Ú85
Graphite99-35,,991213,96.3,0.5,0,0,2,98,0,kavosh jou,,  /  /,183Ú21
Graphite99-36,,991213,96.5,0.5,0,0,1,99,0,kavosh jou,,  /  /,727Ú53
Coke99-752,,991214,75.8,1,0,0,7,70,23,Damghan,,  /  /,838Ú33
Coke99-753,,991214,77.5,1.1,0,0,6,79,15,Damghan,,  /  /,954Ú55
Coke99-754,,991214,74.3,1.3,0,0,4,71,25,Damghan,,  /  /,725Ú15
Coke99-755,,991214,79.8,1.3,0,0,6,73,21,Damghan,,  /  /,426Ú29
Coke99-756,,991214,76.9,1.2,0,0,6,74,20,Damghan,,  /  /,356Ú31
Coke99-757,,991214,76.2,1.1,0,0,10,74,16,Damghan,,  /  /,371Ú35
Coke99-758,,991215,76.1,1.1,0,0,6,77,17,Damghan,,  /  /,991Ú32
Coke99-759,,991220,73.1,1.1,0,0,4,60,36,Damghan,,  /  /,897Ú11
Coke99-760,,991220,72,1.1,0,0,7,58,35,Damghan,,  /  /,868Ú59
Coke99-761,,991220,71.8,1,0,0,5,62,33,Damghan,,  /  /,427Ú91
Coke99-762,,991220,73.7,1.1,0,0,6,56,38,Damghan,,  /  /,468Ú13
Coke99-763,,991221,75.6,1,0,0,9,59,32,Damghan,,  /  /,465Ú59
Coke99-764,,991221,77,0.9,0,0,7,57,36,Damghan,,  /  /,298Ú14
Coke99-765,,991221,73.4,0.9,0,0,9,64,27,Damghan,,  /  /,686Ú14
Coke99-766,,991221,72,1.2,0,0,8,66,26,Damghan,,  /  /,613Ú23
Coke99-767,,991222,72.7,1.3,0,0,7,85,8,Damghan,,  /  /,145Ú14
Coke99-768,,991222,75.5,1.2,0,0,5,86,9,Damghan,,  /  /,554Ú31
Graphite99-37,,991222,96.6,0.5,0,0,3,93,4,kavosh jou,,  /  /,817Ú43
Graphite99-38,,991222,96.9,0.5,0,0,3,94,3,kavosh jou,,  /  /,534Ú66
Graphite99-39,,991222,97.2,0.6,0,0,5,93,2,kavosh jou,,  /  /,916Ú33
Coke99-769,,991223,72,1.3,0,0,4,84,12,Damghan,,  /  /,872Ú75
Coke99-770,,991223,71.5,1.3,0,0,5,81,14,Damghan,,  /  /,531Ú76
Graphite99-40,,991223,96.5,0.5,0,0,2,98,0,kavosh jou,,  /  /,613Ú83
Graphite99-41,,991224,96.6,0.5,0,0,2,95,3,kavosh jou,,  /  /,871Ú49
Graphite99-42,,991224,96.3,0.5,0,0,3,95,2,kavosh jou,,  /  /,843Ú22
Graphite99-43,,991225,96.9,0.4,0,0,2,95,3,kavosh jou,,  /  /,911Ú72
Graphite99-44,,991225,96.7,0.5,0,0,4,95,1,kavosh jou,,  /  /,226Ú22
Graphite99-45,,991225,96.4,0.5,0,0,2,91,7,kavosh jou,,  /  /,659Ú49
Graphite99-46,,991225,96.9,0.5,0,0,1,93,6,kavosh jou,,  /  /,862Ú18
Graphite99-47,,991225,96.5,0.5,0,0,2,93,5,kavosh jou,,  /  /,559Ú53
Coke99-253,,13950508,84.2,0.9,0,0,10,90,0,Ahoora,,  /  /,868Ú73
Coke99-254,,13950508,83.8,0.9,0,0,6,94,0,Ahoora,,  /  /,563Ú56
Coke99-257,,13950508,84.5,0.9,0,0,7,93,0,Ahoora,,  /  /,847Ú32
Coke99-258,,13950508,84.3,0.9,0,0,6,94,0,Ahoora,,  /  /,391Ú33
Coke99-3,,13990107,79.6,0.7,0,0,7,85,8,Ahoora,,  /  /,563Ú56
Coke99-4,,13990107,79.9,0.6,0,0,6,84,10,Ahoora,,  /  /,847Ú32
Coke99-5,,13990107,77.9,0.6,0,0,7,87,6,Ahoora,,  /  /,868Ú73
Coke99-10,,13990108,70.6,1.2,0,0,6,92,2,Ahoora,,  /  /,563Ú56
Coke99-6,,13990108,78.1,0.7,0,0,9,86,5,Ahoora,,  /  /,868Ú73
Coke99-8,,13990108,70.2,1.6,0,0,6,90,4,Ahoora,,  /  /,868Ú73
Coke99-9,,13990108,64.6,1.6,0,0,5,92,3,Ahoora,,  /  /,847Ú33
Coke99-11,,13990109,77.8,1.2,0,0,12,82,6,Ahoora,,  /  /,563Ú56
Coke99-12,,13990109,76.7,1.1,0,0,3,92,5,Ahoora,,  /  /,847Ú32
Coke99-7,,13990109,69.7,0.8,0,0,3,94,3,Ahoora,,  /  /,391Ú33
Coke99-13,,13990111,72.2,0.7,0,0,7,90,3,Ahoora,,  /  /,868Ú73
Coke99-14,,13990111,77,0.6,0,0,5,92,3,Ahoora,,  /  /,391Ú33
Coke99-15,,13990111,78.1,1,0,0,9,87,4,Ahoora,,  /  /,563Ú56
Coke99-16,,13990111,78.8,1,0,0,10,86,4,Ahoora,,  /  /,847Ú32
Coke99-17,,13990116,76.7,0.8,0,0,5,94,1,CPG,,  /  /,1
Coke99-18,,13990116,78.4,0.7,0,0,7,88,5,CPG,,  /  /,2
Coke99-19,,13990116,77.2,0.7,0,0,5,91,4,CPG,,  /  /,3
Coke99-20,,13990116,76.5,0.4,0,0,7,92,1,CPG,,  /  /,4
Coke99-21,,13990118,69.1,1.3,0,0,8,85,7,CPG,,  /  /,563Ú56
Coke99-22,,13990118,71,1.2,0,0,8,83,9,CPG,,  /  /,867Ú73
Coke99-23,,13990119,64.6,0.8,0,0,4,85,11,,,  /  /,85-236
Coke99-24,,13990119,65.9,1.3,0,0,10,78,12,,,  /  /,174Ú62
Coke99-25,,13990119,62.4,0.9,0,0,8,84,8,,,  /  /,522Ú34
Coke99-26,,13990120,63.4,0.6,0,0,6,72,22,Damghan,,  /  /,644Ú12
Coke99-27,,13990120,77.2,0.7,0,0,6,91,3,CPG,,  /  /,868Ú73
Coke99-28,,13990120,63.5,0.7,0,0,2,76,22,Damghan,,  /  /,356Ú31
Coke99-29,,13990121,77.7,0.8,0,0,6,90,4,CPG,,  /  /,563Ú56
Coke99-30,,13990121,71.2,0.8,0,0,7,70,23,Damghan,,  /  /,369Ú11
Coke99-31,,13990122,78.2,1,0,0,7,83,10,Ahoora,,  /  /,1
Coke99-32,,13990123,75.6,0.8,0,0,7,91,2,Ahoora,,  /  /,1
Coke99-33,,13990128,76.5,1,0,0,7,86,7,Ahoora,,  /  /,391Ú33
Coke99-34,,13990128,75.6,0.9,0,0,5,86,9,Ahoora,,  /  /,563Ú56
Coke99-35,,13990128,76.1,0.7,0,0,7,87,6,Ahoora,,  /  /,868Ú73
Coke99-36,,13990129,75.5,1.1,0,0,8,85,7,Ahoora,,  /  /,391Ú33
Coke99-37,,13990129,75.5,1.1,0,0,8,84,8,Ahoora,,  /  /,878Ú73
Coke99-38,,13990129,76.1,1.1,0,0,10,84,6,Ahoora,,  /  /,563Ú56
Coke99-39,,13990130,76.5,1.1,0,0,4,85,11,Ahoora,,  /  /,563Ú56
Coke99-40,,13990130,75.3,1,0,0,5,86,9,Ahoora,,  /  /,847Ú32
Coke99-41,,13990131,75.5,1.4,0,0,7,87,6,,,  /  /,
Coke99-42,,13990131,65.5,0.7,0,0,10,76,14,,,  /  /,
Coke99-43,,13990202,77.2,1,0,0,10,86,4,Ahoora,,  /  /,1
Coke99-44,,13990202,77.2,0.9,0,0,7,88,5,Ahoora,,  /  /,2
Coke99-45,,13990203,76.7,0.7,0,0,5,95,0,Ahoora,,  /  /,868Ú73
Coke99-46,,13990203,69.9,0.8,0,0,8,78,14,Damghan,,  /  /,632Ú14
Coke99-47,,13990203,63,0.7,0,0,19,67,14,Damghan,,  /  /,654Ú58
Coke99-48,,13990203,65.4,0.7,0,0,12,76,12,Damghan,,  /  /,192Ú78
Coke99-49,,13990204,76.3,0.8,0,0,3,96,1,Ahoora,,  /  /,563Ú56
Coke99-50,,13990204,78,0.7,0,0,4,96,0,Ahoora,,  /  /,847Ú32
Coke99-51,,13990204,67.1,1,0,0,18,76,6,Damghan,,  /  /,522Ú34
Coke99-52,,13990205,83.4,0.7,0,0,2,98,0,Ahoora,,  /  /,391Ú33
Coke99-53,,13990206,77.1,0.7,0,0,4,94,2,Ahoora,,  /  /,563Ú56
Coke99-55,,13990208,80.3,0.7,0,0,4,93,3,Ahoora,,  /  /,563Ú56
Coke99-57,,13990209,67.7,1.2,0,0,17,80,3,Ahoora,,  /  /,847Ú23
Coke99-58,,13990210,75.7,1.3,0,0,6,93,1,Ahoora,,  /  /,563Ú56
Coke99-59,,13990210,80,1.3,0,0,3,95,2,Ahoora,,  /  /,747Ú32
Coke99-60,,13990210,77.7,1.3,0,0,4,94,2,Ahoora,,  /  /,868Ú73
Coke99-61,,13990211,79.4,1.3,0,0,6,92,2,Ahoora,,  /  /,868Ú73
Coke99-62,,13990211,75.6,1.3,0,0,6,93,1,Ahoora,,  /  /,847Ú32
Coke99-63,,13990212,78.2,1.44,0,0,4,96,0,,,  /  /,847Ú32
Coke99-64,,13990212,76.5,2.5,0,0,7,91,2,,,  /  /,291Ú33
Coke99-65,,13990212,75.6,2.5,0,0,10,87,3,,,  /  /,563Ú56
Coke99-66,,13990212,75.8,1.3,0,0,5,94,1,,,  /  /,868Ú73
Coke99-71,,13990213,79.5,1.4,0,0,4,94,2,Ahoora,,  /  /,563Ú56
Coke99-72,,13990213,74.4,2.2,0,0,5,88,7,Ahoora,,  /  /,33Ú391
Coke99-73,,13990215,79.5,1.3,0,0,5,94,1,Ahoora,,  /  /,847Ú32
Coke99-74,,13990216,77.4,2.5,0,0,6,82,12,Ahoora,,  /  /,563Ú56
Coke99-75,,13990216,76,2.5,0,0,8,85,7,Ahoora,,  /  /,868Ú73
Coke99-76,,13990217,74.4,2.6,0,0,9,87,4,Ahoora,,  /  /,1
Coke99-77,,13990217,75,2.8,0,0,10,85,5,Ahoora,,  /  /,2
Coke99-78,,13990218,76.1,2.6,0,0,10,88,2,Ahoora,,  /  /,1
Coke99-79,,13990218,76.8,2.5,0,0,9,87,4,Ahoora,,  /  /,2
Coke99-80,,13990218,77.9,1.4,0,0,7,88,5,Ahoora,,  /  /,3
Coke99-83,,13990314,59.7,1,0,0,6.7,80,13.3,Damghan,,  /  /,
Coke99-84,,13990314,66,1.2,0,0,11.7,63.3,25,Damghan,,  /  /,
Coke99-85,,13990314,63.7,1.4,0,0,16.7,60,23.3,Damghan,,  /  /,
Coke99-86,,13990314,63.8,1.7,0,0,18.3,61.7,20,Damghan,,  /  /,
Coke99-87,,13990314,66.3,1.2,0,0,18.3,60,21.7,Damghan,,  /  /,
Coke99-97,,13990327,69.3,1.5,0,0,7,84,9,Damghan,,  /  /,733Ú11
Coke99-100,,13990329,73.8,2.4,0,0,9,77,14,Damghan,,  /  /,
Coke99-102,,13990331,73.4,2,0,0,13,73,14,before use,,  /  /,
Coke99-107,,13990403,80.4,2,0,0,2,72,26,Damghan,,  /  /,957Ú32
