sample_no,tar,cao,mgo,s0_5,s5_335,s335,s0_95,s95_508,s508,factory
LIM00-745-S-ARD,14000615,94.2,1.2,0,0,0,16,84,0,Ardakan-Sarafraz
LIM00-748-S-ARD,14000616,94.1,1.2,0,0,0,11,89,0,Ardakan-Sarafraz
LIM00-756-S-ARD,14000617,94.1,1.2,0,0,0,19,81,0,Ardakan-Sarafraz
LIM00-757-S-ARD,14000618,91.4,1.2,0,0,0,19,81,0,Ardakan-Sarafraz
LIM00-762-S-ARD,14000619,93.6,1.2,0,0,0,17,83,0,Ardakan-Sarafraz
LIM00-765-S-ARD,14000620,93,1.2,0,0,0,13,87,0,Ardakan-Sarafraz
LIM00-769-S-ARD,14000621,93.2,1.2,0,0,0,8,92,0,Ardakan-Sarafraz
LIM00-778-S-ARD,14000622,93.9,1.3,0,0,0,19,81,0,Ardakan-Sarafraz
LIM00-782-S-ARD,14000623,93.8,1.2,0,0,0,12,88,0,Ardakan-Sarafraz
LIM00-787-S-ARD,14000624,93.8,1.2,0,0,0,7,93,0,Ardakan-Sarafraz
LIM00-789-S-ARD,14000625,93.6,1.2,0,0,0,13,87,0,Ardakan-Sarafraz
LIM00-790-S-ARD,14000625,93.9,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-797-S-ARD,14000626,93.4,1.2,0,0,0,21,79,0,Ardakan-Sarafraz
LIM00-798-S-ARD,14000626,93.8,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-803-S-ARD,14000628,93.3,1.2,0,0,0,13,87,0,Ardakan-Sarafraz
LIM00-804-S-ARD,14000628,93.6,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-812-S-ARD,14000629,93.9,1.2,0,0,0,32,68,0,Ardakan-Sarafraz
LIM00-813-S-ARD,14000629,94.1,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-820-S-ARD,14000630,93.1,1.2,0,0,0,23,77,0,Ardakan-Sarafraz
LIM00-821-S-ARD,14000630,93.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-824-S-ARD,14000631,93.6,1.2,0,0,0,8,92,0,Ardakan-Sarafraz
LIM00-825-S-ARD,14000631,93.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-828-S-ARD,14000701,93.5,1.2,0,0,0,11,89,0,Ardakan-Sarafraz
LIM00-829-S-ARD,14000701,93.4,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-834-S-ARD,14000702,93.6,1.2,0,0,0,14,86,0,Ardakan-Sarafraz
LIM00-835-S-ARD,14000702,93.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-836-S-ARD,14000702,93.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-838-S-ARD,14000703,93.4,1.2,0,0,0,11,89,0,Ardakan-Sarafraz
LIM00-839-S-ARD,14000703,93,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-844-S-ARD,14000704,94.1,1.2,0,0,0,7,93,0,Ardakan-Sarafraz
LIM00-845-S-ARD,14000704,93.6,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-849-S-ARD,14000705,94.2,1.2,0,0,0,6,94,0,Ardakan-Sarafraz
LIM00-850-S-ARD,14000705,94.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-854-S-ARD,14000706,94.2,1.2,0,0,0,16,84,0,Ardakan-Sarafraz
LIM00-855-S-ARD,14000706,94.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-856-S-ARD,14000706,93.9,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-858-S-ARD,14000707,94.7,1.2,0,0,0,20,80,0,Ardakan-Sarafraz
LIM00-859-S-ARD,14000707,94.4,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-860-S-ARD,14000707,94.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-864-S-ARD,14000708,94.2,1.2,0,0,0,19,81,0,Ardakan-Sarafraz
LIM00-865-S-ARD,14000708,94.4,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-866-S-ARD,14000708,94.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-870-S-ARD,14000709,93.8,1.2,0,0,0,16,84,0,Ardakan-Sarafraz
LIM00-871-S-ARD,14000709,94.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-873-S-ARD,14000710,93.6,1.2,0,0,0,14,86,0,Ardakan-Sarafraz
LIM00-874-S-ARD,14000710,94.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-875-S-ARD,14000710,94.5,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-884-S-ARD,14000711,93.9,1.2,0,0,0,16,84,0,Ardakan-Sarafraz
LIM00-885-S-ARD,14000711,94.3,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-886-S-ARD,14000711,94.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-889-S-ARD,14000712,93.8,1.2,0,0,0,14,86,0,Ardakan-Sarafraz
LIM00-890-S-ARD,14000712,94.1,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-891-S-ARD,14000712,93.6,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-894-S-ARD,14000713,93.4,1.2,0,0,0,11,89,0,Ardakan-Sarafraz
LIM00-895-S-ARD,14000713,93.6,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-896-S-ARD,14000713,93.2,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-899-S-ARD,14000714,93.8,1.2,0,0,0,21,79,0,Ardakan-Sarafraz
LIM00-900-S-ARD,14000714,94.1,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-901-S-ARD,14000714,93.7,1.2,0,0,0,0,0,0,Ardakan-Sarafraz
LIM00-667-TAB,14000505,90.3,2.8,0,0,0,13,87,0,Tabas
LIM00-691-TAB,14000530,89.9,2.4,0,0,0,15.7,81.4,2.9,Tabas
LIM00-710-TAB,14000605,88.9,2.8,0,0,0,36,64,0,Tabas
LIM00-724-TAB,14000609,89.1,3.2,0,0,0,38,62,0,Tabas
LIM00-727-TAB,14000610,89.1,3.2,0,0,0,10,89,1,Tabas
LIM00-728-TAB,14000610,88.2,3.3,0,0,0,0,0,0,Tabas
LIM00-729-TAB,14000610,89.4,2.8,0,0,0,0,0,0,Tabas
LIM00-730-TAB,14000611,90.6,2.4,0,0,0,40,60,0,Tabas
LIM00-731-TAB,14000611,92.4,2.4,0,0,0,0,0,0,Tabas
LIM00-736-TAB,14000612,91.9,2.4,0,0,0,36,64,0,Tabas
LIM00-668-FRM,14000517,83.6,1.2,0,0,0,15.7,39.3,45,Fara Mobin
LIM00-669-FRM,14000517,93.2,1.2,0,0,0,0,0,0,Fara Mobin
