sample_no,tar,cao,mgo,s0_95,s95_385,s385_1000,factory
DOL02-270-ARD,14020603,52.4,32.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-273-ARD,14020604,51.6,33.5,3,97,0,Zareh Shahi (Ardakan)
DOL02-277-ARD,14020607,52.2,33.5,3,97,0,Zareh Shahi (Ardakan)
DOL02-279-ARD,14020607,52.4,33.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-280-ARD,14020608,54.7,34.9,3,97,0,Zareh Shahi (Ardakan)
DOL02-283-ARD,14020610,52.4,33.6,3,97,0,Zareh Shahi (Ardakan)
DOL02-284-ARD,14020611,53.2,33.7,4,96,0,Zareh Shahi (Ardakan)
DOL02-287-ARD,14020612,51.9,33.7,4,96,0,Zareh Shahi (Ardakan)
DOL02-288-ARD,14020613,51.8,33.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-293-ARD,14020615,52.3,33.5,2,98,0,Zareh Shahi (Ardakan)
DOL02-261-AZS,14020529,51.9,34.9,3,97,0,Azar Sepid
DOL02-263-AZS,14020531,50.6,34.7,2,98,0,Azar Sepid
DOL02-269-AZS,14020602,52.5,34.5,2,98,0,Azar Sepid
DOL02-271-AZS,14020603,51.9,34.4,3,97,0,Azar Sepid
DOL02-274-AZS,14020604,53.1,34.1,2,98,0,Azar Sepid
DOL02-276-AZS,14020607,53.6,34.1,3,97,0,Azar Sepid
DOL02-278-AZS,14020607,54.6,32.8,0,0,0,Azar Sepid
DOL02-281-AZS,14020609,53.6,34.1,5,95,0,Azar Sepid
DOL02-285-AZS,14020611,55.2,33.2,3,97,0,Azar Sepid
DOL02-286-AZS,14020612,54,32.4,3,97,0,Azar Sepid
DOL02-290-AZS,14020613,54,33.9,1,99,0,Azar Sepid
DOL02-291-AZS,14020614,54.1,32.8,3,97,0,Azar Sepid
DOL02-265-FRM,14020531,55.2,34,1,99,0,FRM
DOL02-267-FRM,14020601,52.4,34.4,2,98,0,FRM
DOL02-272-FRM,14020604,54.5,33.5,3,97,0,FRM
DOL02-275-FRM,14020607,54.6,33.6,2,98,0,FRM
DOL02-282-FRM,14020609,54.6,33.6,3,97,0,FRM
DOL02-289-FRM,14020613,55.3,34.1,3,97,0,FRM
DOL02-292-FRM,14020614,55.2,34,2,98,0,FRM
DOL02-295-ARD,14020616,51.7,34.7,3,97,0,Zareh Shahi (Ardakan)
DOL02-300-ARD,14020618,52.8,35.5,5,95,0,Zareh Shahi (Ardakan)
DOL02-303-ARD,14020620,54.1,35.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-305-ARD,14020622,53,34.9,2,98,0,Zareh Shahi (Ardakan)
DOL02-307-ARD,14020623,53.6,34.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-310-ARD,14020624,55.4,34.1,3,97,0,Zareh Shahi (Ardakan)
DOL02-315-ARD,14020625,53.5,34.4,5,95,0,Zareh Shahi (Ardakan)
DOL02-320-ARD,14020626,53.7,34.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-321-ARD,14020626,53.5,35.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-325-ARD,14020627,53.9,34.3,5,95,0,Zareh Shahi (Ardakan)
DOL02-326-ARD,14020627,53.4,34.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-327-ARD,14020627,53,34.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-330-ARD,14020628,53.5,34,4,96,0,Zareh Shahi (Ardakan)
DOL02-331-ARD,14020628,53.1,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL02-332-ARD,14020629,53.5,35.2,4,96,0,Zareh Shahi (Ardakan)
DOL02-336-ARD,14020630,54.2,34.1,3,97,0,Zareh Shahi (Ardakan)
DOL02-338-ARD,14020631,54,34.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-342-ARD,14020701,54.8,36.2,4,96,0,Zareh Shahi (Ardakan)
DOL02-343-ARD,14020701,55.2,36.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-348-ARD,14020702,54.6,33.6,5,95,0,Zareh Shahi (Ardakan)
DOL02-352-ARD,14020703,55,33.9,6,94,0,Zareh Shahi (Ardakan)
DOL02-357-ARD,14020704,54.6,33.6,5,95,0,Zareh Shahi (Ardakan)
DOL02-362-ARD,14020705,54.9,34.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-364-ARD,14020706,54.7,34.1,3,97,0,Zareh Shahi (Ardakan)
DOL02-370-ARD,14020707,54.2,34.5,3,97,0,Zareh Shahi (Ardakan)
DOL02-371-ARD,14020707,54.5,34.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-374-ARD,14020708,55.2,34,3,97,0,Zareh Shahi (Ardakan)
DOL02-375-ARD,14020708,54.7,33.6,0,0,0,Zareh Shahi (Ardakan)
DOL02-382-ARD,14020709,55.3,34.9,3,97,0,Zareh Shahi (Ardakan)
DOL02-383-ARD,14020709,56.3,35.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-386-ARD,14020710,55.2,34.4,4,96,0,Zareh Shahi (Ardakan)
DOL02-389-ARD,14020711,55,34.7,4,96,0,Zareh Shahi (Ardakan)
DOL02-394-ARD,14020712,54.1,34.9,5,95,0,Zareh Shahi (Ardakan)
DOL02-395-ARD,14020712,54,35.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-399-ARD,14020713,53.7,35.3,4,96,0,Zareh Shahi (Ardakan)
DOL02-401-ARD,14020714,55.2,36.4,4,96,0,Zareh Shahi (Ardakan)
DOL02-404-ARD,14020715,54,34.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-405-ARD,14020715,53.9,35.1,0,0,0,Zareh Shahi (Ardakan)
DOL02-410-ARD,14020716,54.8,35.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-411-ARD,14020717,54.1,35.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-417-ARD,14020718,54,34.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-419-ARD,14020719,53.5,35.2,4,96,0,Zareh Shahi (Ardakan)
DOL02-422-ARD,14020720,54.3,35,4,96,0,Zareh Shahi (Ardakan)
DOL02-425-ARD,14020722,54.7,35.3,4,96,0,Zareh Shahi (Ardakan)
DOL02-428-ARD,14020723,54.7,35.2,3,97,0,Zareh Shahi (Ardakan)
DOL02-431-ARD,14020723,55,35.1,0,0,0,Zareh Shahi (Ardakan)
DOL02-432-ARD,14020724,55.3,34.5,3,97,0,Zareh Shahi (Ardakan)
DOL02-434-ARD,14020725,54.8,34.9,2,98,0,Zareh Shahi (Ardakan)
DOL02-435-ARD,14020725,55.7,35.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-439-ARD,14020726,54.8,34.9,4,96,0,Zareh Shahi (Ardakan)
DOL02-440-ARD,14020726,54.7,35.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-444-ARD,14020727,55.1,34.8,6,94,0,Zareh Shahi (Ardakan)
DOL02-449-ARD,14020729,54.3,34.9,3,97,0,Zareh Shahi (Ardakan)
DOL02-450-ARD,14020730,55.2,35.2,4,96,0,Zareh Shahi (Ardakan)
DOL02-453-ARD,14020801,54.1,34.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-458-ARD,14020820,54.6,34.8,2,98,0,Zareh Shahi (Ardakan)
DOL02-460-ARD,14020821,55.4,35,4,96,0,Zareh Shahi (Ardakan)
DOL02-462-ARD,14020822,55.3,34.9,2,98,0,Zareh Shahi (Ardakan)
DOL02-465-ARD,14020823,54.6,34.4,4,96,0,Zareh Shahi (Ardakan)
DOL02-467-ARD,14020824,54.6,34.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-468-ARD,14020824,54.3,34.5,0,0,0,Zareh Shahi (Ardakan)
DOL02-294-AZS,14020616,53.7,32.9,4,96,0,Azar Sepid
DOL02-297-AZS,14020617,55.2,33.6,3,97,0,Azar Sepid
DOL02-299-AZS,14020618,54.6,33.2,4,96,0,Azar Sepid
DOL02-304-AZS,14020622,54.5,32.7,3,97,0,Azar Sepid
DOL02-309-AZS,14020623,54.3,32.9,4,96,0,Azar Sepid
DOL02-312-AZS,14020625,55,32.3,4,96,0,Azar Sepid
DOL02-313-AZS,14020625,54.1,32.8,0,0,0,Azar Sepid
DOL02-316-AZS,14020626,54.1,32.8,3,97,0,Azar Sepid
DOL02-317-AZS,14020626,54.7,32.4,0,0,0,Azar Sepid
DOL02-318-AZS,14020626,55,32.3,0,0,0,Azar Sepid
DOL02-323-AZS,14020627,54.6,32.8,2,98,0,Azar Sepid
DOL02-324-AZS,14020627,54.3,32.9,0,0,0,Azar Sepid
DOL02-328-AZS,14020628,54.9,33.3,3,97,0,Azar Sepid
DOL02-333-AZS,14020629,54.4,34.2,3,97,0,Azar Sepid
DOL02-334-AZS,14020629,55.9,33.7,0,0,0,Azar Sepid
DOL02-337-AZS,14020630,55,33,4,96,0,Azar Sepid
DOL02-340-AZS,14020631,54.3,34.1,3,97,0,Azar Sepid
DOL02-341-AZS,14020631,54.7,33.3,0,0,0,Azar Sepid
DOL02-344-AZS,14020701,55.4,36.6,3,97,0,Azar Sepid
DOL02-349-AZS,14020702,54.5,34.7,3,97,0,Azar Sepid
DOL02-350-AZS,14020702,53.2,35.8,0,0,0,Azar Sepid
DOL02-351-AZS,14020702,55.1,35.1,0,0,0,Azar Sepid
DOL02-353-AZS,14020703,55.2,34.8,3,97,0,Azar Sepid
DOL02-354-AZS,14020703,54.8,34.5,0,0,0,Azar Sepid
DOL02-355-AZS,14020704,53.8,35,3,97,0,Azar Sepid
DOL02-356-AZS,14020704,53.5,35.6,0,0,0,Azar Sepid
DOL02-359-AZS,14020705,53.9,34.7,3,97,0,Azar Sepid
DOL02-365-AZS,14020706,53.9,35.1,3,97,0,Azar Sepid
DOL02-368-AZS,14020706,53.4,35.1,0,0,0,Azar Sepid
DOL02-372-AZS,14020707,53.5,35.2,3,97,0,Azar Sepid
DOL02-373-AZS,14020707,53.9,35.1,0,0,0,Azar Sepid
DOL02-376-AZS,14020708,55.6,34.3,2,98,0,Azar Sepid
DOL02-377-AZS,14020708,55.2,34,0,0,0,Azar Sepid
DOL02-378-AZS,14020708,54.2,34.9,0,0,0,Azar Sepid
DOL02-380-AZS,14020709,54.3,34.5,3,97,0,Azar Sepid
DOL02-381-AZS,14020709,55.2,34.4,0,0,0,Azar Sepid
DOL02-387-AZS,14020710,54.5,35.1,3,97,0,Azar Sepid
DOL02-388-AZS,14020711,55.5,34.6,4,96,0,Azar Sepid
DOL02-391-AZS,14020711,54.1,35.2,0,0,0,Azar Sepid
DOL02-392-AZS,14020712,54.4,34.7,3,97,0,Azar Sepid
DOL02-398-AZS,14020713,54.5,34.7,2,98,0,Azar Sepid
DOL02-403-AZS,14020715,54.6,34.8,3,97,0,Azar Sepid
DOL02-406-AZS,14020715,54.2,34.9,0,0,0,Azar Sepid
DOL02-409-AZS,14020716,55.1,35.2,3,97,0,Azar Sepid
DOL02-413-AZS,14020717,55.3,35.7,3,97,0,Azar Sepid
DOL02-418-AZS,14020718,54.1,35.7,3,97,0,Azar Sepid
DOL02-420-AZS,14020719,55,35.1,3,97,0,Azar Sepid
DOL02-421-AZS,14020720,54.6,34.8,3,97,0,Azar Sepid
DOL02-427-AZS,14020722,55.2,34.8,3,97,0,Azar Sepid
DOL02-430-AZS,14020723,55.3,34.9,3,97,0,Azar Sepid
DOL02-433-AZS,14020724,55.7,34.8,5,95,0,Azar Sepid
DOL02-438-AZS,14020725,55.3,35.3,3,97,0,Azar Sepid
DOL02-441-AZS,14020726,55.3,35.3,3,97,0,Azar Sepid
DOL02-446-AZS,14020728,55.3,35.3,3,97,0,Azar Sepid
DOL02-448-AZS,14020729,54.5,34.7,2,98,0,Azar Sepid
DOL02-452-AZS,14020730,54.7,34.5,3,97,0,Azar Sepid
DOL02-455-AZS,14020801,55.1,34.8,3,97,0,Azar Sepid
DOL02-457-AZS,14020802,56.4,34.8,4,96,0,Azar Sepid
DOL02-463-AZS,14020822,54.6,34.8,4,96,0,Azar Sepid
DOL02-466-AZS,14020823,55.1,34.8,3,97,0,Azar Sepid
DOL02-469-AZS,14020824,55.1,34.7,3,97,0,Azar Sepid
DOL02-470-AZS,14020824,54.7,34.8,0,0,0,Azar Sepid
DOL02-296-FRM,14020616,55.2,34,2,98,0,FRM
DOL02-298-FRM,14020618,54.2,35.3,3,97,0,FRM
DOL02-301-FRM,14020619,55.6,34.3,3,97,0,FRM
DOL02-302-FRM,14020619,54.9,34.5,0,0,0,FRM
DOL02-306-FRM,14020622,54.3,34.6,1,99,0,FRM
DOL02-308-FRM,14020623,54.7,34.4,3,97,0,FRM
DOL02-311-FRM,14020624,55.3,33.3,2,98,0,FRM
DOL02-314-FRM,14020625,54.2,34.5,3,97,0,FRM
DOL02-319-FRM,14020626,54.2,34.9,5,95,0,FRM
DOL02-322-FRM,14020627,55.1,34.4,3,97,0,FRM
DOL02-329-FRM,14020628,54.5,34.3,2,98,0,FRM
DOL02-335-FRM,14020629,54.6,34.8,4,96,0,FRM
DOL02-339-FRM,14020631,54.7,34.8,2,98,0,FRM
DOL02-345-FRM,14020701,54.4,37.9,3,97,0,FRM
DOL02-346-FRM,14020701,52.8,33.9,0,0,0,FRM
DOL02-347-FRM,14020702,54.5,34.3,3,97,0,FRM
DOL02-358-FRM,14020704,53.5,34,4,96,0,FRM
DOL02-360-FRM,14020705,53.5,34.4,3,97,0,FRM
DOL02-361-FRM,14020705,54.2,34.1,0,0,0,FRM
DOL02-363-FRM,14020706,54,34,2,98,0,FRM
DOL02-366-FRM,14020706,54,33.9,0,0,0,FRM
DOL02-367-FRM,14020706,53.6,34,0,0,0,FRM
DOL02-369-FRM,14020707,54.5,33.5,2,98,0,FRM
DOL02-379-FRM,14020708,55.3,34,5,95,0,FRM
DOL02-384-FRM,14020709,55.1,34.3,2,98,0,FRM
DOL02-385-FRM,14020709,55.3,34.1,0,0,0,FRM
DOL02-390-FRM,14020711,54.5,34.7,3,97,0,FRM
DOL02-393-FRM,14020712,55.1,34.8,3,97,0,FRM
DOL02-396-FRM,14020713,54.7,34.8,3,97,0,FRM
DOL02-397-FRM,14020713,55.1,34.7,0,0,0,FRM
DOL02-400-FRM,14020714,55.4,35.8,3,97,0,FRM
DOL02-402-FRM,14020715,55.2,34.8,3,97,0,FRM
DOL02-407-FRM,14020716,54.8,32.9,2,98,0,FRM
DOL02-408-FRM,14020716,55.7,34,0,0,0,FRM
DOL02-412-FRM,14020717,54.5,35.2,2,98,0,FRM
DOL02-414-FRM,14020718,54.9,35,2,98,0,FRM
DOL02-415-FRM,14020718,54.6,35.2,0,0,0,FRM
DOL02-416-FRM,14020718,55,35.1,0,0,0,FRM
DOL02-423-FRM,14020720,54.2,35.3,2,98,0,FRM
DOL02-424-FRM,14020720,54.6,35.2,0,0,0,FRM
DOL02-426-FRM,14020722,55.1,34.4,2,98,0,FRM
DOL02-429-FRM,14020723,55.1,34.3,3,97,0,FRM
DOL02-436-FRM,14020725,55.2,34.8,2,98,0,FRM
DOL02-437-FRM,14020725,54.5,35.1,0,0,0,FRM
DOL02-442-FRM,14020726,54.2,34.9,3,97,0,FRM
DOL02-443-FRM,14020726,55.3,34.9,0,0,0,FRM
DOL02-445-FRM,14020727,54.9,35,4,96,0,FRM
DOL02-447-FRM,14020728,55.2,34.8,4,96,0,FRM
DOL02-451-FRM,14020730,56.2,33.9,3,97,0,FRM
DOL02-454-FRM,14020801,54.2,34.1,3,97,0,FRM
DOL02-456-FRM,14020802,53.1,34.1,3,97,0,FRM
DOL02-459-FRM,14020820,54.1,34.4,4,96,0,FRM
DOL02-461-FRM,14020821,54.5,34.3,3,97,0,FRM
DOL02-464-FRM,14020823,54.6,34.4,3,97,0,FRM
DOL02-471-ARD,14020825,54.7,34.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-477-ARD,14020827,54.3,35,3,97,0,Zareh Shahi (Ardakan)
DOL02-478-ARD,14020827,54.4,34.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-483-ARD,14020828,54.2,35.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-485-ARD,14020829,54.4,35,4,96,0,Zareh Shahi (Ardakan)
DOL02-489-ARD,14020830,54.6,35.2,4,96,0,Zareh Shahi (Ardakan)
DOL02-491-ARD,14020901,54.2,34.1,5,95,0,Zareh Shahi (Ardakan)
DOL02-492-ARD,14020902,54.6,34.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-493-ARD,14020902,54.3,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL02-500-ARD,14020904,55.1,34,3,97,0,Zareh Shahi (Ardakan)
DOL02-501-ARD,14020904,54.3,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL02-503-ARD,14020905,55.1,34.4,2,98,0,Zareh Shahi (Ardakan)
DOL02-504-ARD,14020905,54.2,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL02-510-ARD,14020906,54.6,34.4,2,98,0,Zareh Shahi (Ardakan)
DOL02-511-ARD,14020906,54.1,34,0,0,0,Zareh Shahi (Ardakan)
DOL02-514-ARD,14020907,53.9,34.3,4,96,0,Zareh Shahi (Ardakan)
DOL02-515-ARD,14020907,54.3,34.2,0,0,0,Zareh Shahi (Ardakan)
DOL02-517-ARD,14020908,54.6,33.6,4,96,0,Zareh Shahi (Ardakan)
DOL02-518-ARD,14020908,53.6,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL02-520-ARD,14020909,54.7,33.6,5,95,0,Zareh Shahi (Ardakan)
DOL02-521-ARD,14020909,54.2,33.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-526-ARD,14020911,54.2,32.9,3,97,0,Zareh Shahi (Ardakan)
DOL02-528-ARD,14020912,54.2,33.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-530-ARD,14020913,53.8,33,3,97,0,Zareh Shahi (Ardakan)
DOL02-533-ARD,14020914,54.7,32.4,3,97,0,Zareh Shahi (Ardakan)
DOL02-536-ARD,14020915,53.7,32.9,4,96,0,Zareh Shahi (Ardakan)
DOL02-537-ARD,14020915,54.7,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL02-473-AZS,14020825,55.1,34.7,3,97,0,Azar Sepid
DOL02-474-AZS,14020826,54.3,35,3,97,0,Azar Sepid
DOL02-475-AZS,14020826,55.1,34.4,0,0,0,Azar Sepid
DOL02-481-AZS,14020827,55.1,34.7,4,96,0,Azar Sepid
DOL02-482-AZS,14020827,55.2,34.4,0,0,0,Azar Sepid
DOL02-484-AZS,14020828,55,33.9,5,95,0,Azar Sepid
DOL02-486-AZS,14020829,54.9,35,3,97,0,Azar Sepid
DOL02-487-AZS,14020829,55.3,34.9,0,0,0,Azar Sepid
DOL02-488-AZS,14020830,55,34.7,3,97,0,Azar Sepid
DOL02-490-AZS,14020901,55.7,34.8,4,96,0,Azar Sepid
DOL02-494-AZS,14020902,54.2,34.5,2,98,0,Azar Sepid
DOL02-495-AZS,14020902,55,34.7,0,0,0,Azar Sepid
DOL02-496-AZS,14020903,55.1,34.7,3,97,0,Azar Sepid
DOL02-497-AZS,14020904,55.3,34.5,4,96,0,Azar Sepid
DOL02-498-AZS,14020904,56.3,34.8,0,0,0,Azar Sepid
DOL02-499-AZS,14020904,55.2,34.8,0,0,0,Azar Sepid
DOL02-506-AZS,14020905,56.3,34.4,4,96,0,Azar Sepid
DOL02-507-AZS,14020906,55.4,35,4,96,0,Azar Sepid
DOL02-513-AZS,14020907,55.7,34.4,3,97,0,Azar Sepid
DOL02-516-AZS,14020908,55.6,34.3,3,97,0,Azar Sepid
DOL02-522-AZS,14020909,55,34.3,3,97,0,Azar Sepid
DOL02-527-AZS,14020911,55.1,34.7,4,96,0,Azar Sepid
DOL02-531-AZS,14020913,55.3,34.5,3,97,0,Azar Sepid
DOL02-538-AZS,14020915,55.2,34.4,3,97,0,Azar Sepid
DOL02-472-FRM,14020825,54.7,34.5,2,98,0,FRM
DOL02-476-FRM,14020826,54.2,34.1,2,98,0,FRM
DOL02-479-FRM,14020827,54.6,33.5,2,98,0,FRM
DOL02-480-FRM,14020827,54.1,33.6,0,0,0,FRM
DOL02-502-FRM,14020904,54,33.2,4,96,0,FRM
DOL02-505-FRM,14020905,53.6,34,2,98,0,FRM
DOL02-508-FRM,14020906,53.5,34.4,1,99,0,FRM
DOL02-509-FRM,14020906,53.9,34.3,0,0,0,FRM
DOL02-512-FRM,14020907,53.7,34.9,2,98,0,FRM
DOL02-519-FRM,14020908,54,34.8,2,98,0,FRM
DOL02-523-FRM,14020909,54.1,34,2,98,0,FRM
DOL02-524-FRM,14020909,53.6,33.6,0,0,0,FRM
DOL02-525-FRM,14020911,54,33.6,2,98,0,FRM
DOL02-529-FRM,14020912,54.6,32.8,4,96,0,FRM
DOL02-532-FRM,14020913,54.1,33.2,2,98,0,FRM
DOL02-534-FRM,14020914,55,33.1,4,96,0,FRM
DOL02-535-FRM,14020915,55.1,33.1,3,97,0,FRM
DOL02-539-ARD,14020916,54,34.3,4,96,0,Zareh Shahi (Ardakan)
DOL02-540-ARD,14020916,54.2,34.1,0,0,0,Zareh Shahi (Ardakan)
DOL02-543-ARD,14020917,55.2,34.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-545-ARD,14020917,54.8,33.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-546-ARD,14020918,55.1,32.3,5,95,0,Zareh Shahi (Ardakan)
DOL02-547-ARD,14020918,54.2,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL02-550-ARD,14020919,54.3,32.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-551-ARD,14020919,55.2,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-554-ARD,14020920,55.1,31.9,4,96,0,Zareh Shahi (Ardakan)
DOL02-557-ARD,14020921,54.1,33.2,4,96,0,Zareh Shahi (Ardakan)
DOL02-561-ARD,14020922,54.2,32.9,3,97,0,Zareh Shahi (Ardakan)
DOL02-566-ARD,14020923,53.9,33.1,5,95,0,Zareh Shahi (Ardakan)
DOL02-567-ARD,14020923,54.8,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL02-568-ARD,14020924,54.7,32.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-569-ARD,14020924,54.4,33,0,0,0,Zareh Shahi (Ardakan)
DOL02-571-ARD,14020925,54.4,33.1,4,96,0,Zareh Shahi (Ardakan)
DOL02-573-ARD,14020927,54.3,32.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-574-ARD,14020927,55.2,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-577-ARD,14020928,54.1,32.8,3,97,0,Zareh Shahi (Ardakan)
DOL02-578-ARD,14020928,55.1,32.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-581-ARD,14020929,54.2,32.4,2,98,0,Zareh Shahi (Ardakan)
DOL02-582-ARD,14020929,54.6,32.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-583-ARD,14020930,54.9,29.7,2,98,0,Zareh Shahi (Ardakan)
DOL02-584-ARD,14020930,54.6,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL02-585-ARD,14020930,55.3,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-588-ARD,14021001,54.5,32.7,2,98,0,Zareh Shahi (Ardakan)
DOL02-589-ARD,14021001,54.2,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL02-590-ARD,14021002,55,32.7,4,96,0,Zareh Shahi (Ardakan)
DOL02-591-ARD,14021002,54.6,32.8,0,0,0,Zareh Shahi (Ardakan)
DOL02-594-ARD,14021003,54.6,32.8,5,95,0,Zareh Shahi (Ardakan)
DOL02-597-ARD,14021005,54.7,32.4,2,98,0,Zareh Shahi (Ardakan)
DOL02-598-ARD,14021005,53.2,33.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-600-ARD,14021006,54.3,32.9,2,98,0,Zareh Shahi (Ardakan)
DOL02-601-ARD,14021006,55.2,32.4,0,0,0,Zareh Shahi (Ardakan)
DOL02-605-ARD,14021007,54.6,32.7,2,98,0,Zareh Shahi (Ardakan)
DOL02-606-ARD,14021007,54.2,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL02-608-ARD,14021008,54.1,32.8,2,98,0,Zareh Shahi (Ardakan)
DOL02-609-ARD,14021008,54.4,32.7,0,0,0,Zareh Shahi (Ardakan)
DOL02-611-ARD,14021009,53.9,32.3,4,96,0,Zareh Shahi (Ardakan)
DOL02-612-ARD,14021009,53.7,32.9,0,0,0,Zareh Shahi (Ardakan)
DOL02-614-ARD,14021010,54.1,32.8,4,96,0,Zareh Shahi (Ardakan)
DOL02-615-ARD,14021011,54.5,32.7,4,96,0,Zareh Shahi (Ardakan)
DOL02-616-ARD,14021011,54.3,32.5,0,0,0,Zareh Shahi (Ardakan)
DOL02-617-ARD,14021012,55.1,32.3,3,97,0,Zareh Shahi (Ardakan)
DOL02-618-ARD,14021012,54.4,32.6,0,0,0,Zareh Shahi (Ardakan)
DOL02-619-ARD,14021013,54.7,31.2,4,96,0,Zareh Shahi (Ardakan)
DOL02-620-ARD,14021013,54,32.3,0,0,0,Zareh Shahi (Ardakan)
DOL02-623-ARD,14021014,54,32.3,4,96,0,Zareh Shahi (Ardakan)
DOL02-628-ARD,14021018,53.9,32.7,4,96,0,Zareh Shahi (Ardakan)
DOL02-632-ARD,14021021,54,32.7,3,97,0,Zareh Shahi (Ardakan)
DOL02-634-ARD,14021023,54.1,32.4,4,96,0,Zareh Shahi (Ardakan)
DOL02-637-ARD,14021026,54.3,32.5,4,96,0,Zareh Shahi (Ardakan)
DOL02-542-AZS,14020916,54.3,34.5,3,97,0,Azar Sepid
DOL02-544-AZS,14020917,54.5,34.7,3,97,0,Azar Sepid
DOL02-548-AZS,14020918,55.8,33.6,3,97,0,Azar Sepid
DOL02-549-AZS,14020918,55,33.8,0,0,0,Azar Sepid
DOL02-552-AZS,14020919,55.1,33.9,4,96,0,Azar Sepid
DOL02-556-AZS,14020920,55.1,34.4,3,97,0,Azar Sepid
DOL02-560-AZS,14020921,56,32.9,4,96,0,Azar Sepid
DOL02-563-AZS,14020922,55.6,34.3,2,98,0,Azar Sepid
DOL02-564-AZS,14020922,55.3,34.1,0,0,0,Azar Sepid
DOL02-565-AZS,14020923,56,34.2,2,98,0,Azar Sepid
DOL02-570-AZS,14020924,55.4,34.1,3,97,0,Azar Sepid
DOL02-572-AZS,14020925,55.2,34,2,98,0,Azar Sepid
DOL02-575-AZS,14020927,55.7,34.3,2,98,0,Azar Sepid
DOL02-576-AZS,14020927,54.8,34.5,0,0,0,Azar Sepid
DOL02-579-AZS,14020928,55.3,34.5,4,96,0,Azar Sepid
DOL02-580-AZS,14020929,55,34.7,3,97,0,Azar Sepid
DOL02-586-AZS,14020930,55.2,34.4,4,96,0,Azar Sepid
DOL02-587-AZS,14021001,55.3,34.1,4,96,0,Azar Sepid
DOL02-592-AZS,14021002,54.5,33.9,3,97,0,Azar Sepid
DOL02-593-AZS,14021002,54.7,33.6,0,0,0,Azar Sepid
DOL02-595-AZS,14021003,54.6,33.6,4,96,0,Azar Sepid
DOL02-596-AZS,14021003,54.1,34.4,3,97,0,Azar Sepid
DOL02-599-AZS,14021005,55.1,34.8,3,97,0,Azar Sepid
DOL02-602-AZS,14021006,54.8,34.5,5,95,0,Azar Sepid
DOL02-603-AZS,14021006,55.8,34.4,0,0,0,Azar Sepid
DOL02-604-AZS,14021007,54.7,33.7,4,96,0,Azar Sepid
DOL02-607-AZS,14021008,55.2,34,4,96,0,Azar Sepid
DOL02-610-AZS,14021009,54.9,34.2,3,97,0,Azar Sepid
DOL02-613-AZS,14021010,55.1,34.3,3,97,0,Azar Sepid
DOL02-621-AZS,14021013,54.2,34.9,3,97,0,Azar Sepid
